"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CellMarker"
"Galnt16",337.551288884071,4.91612357503754,0.694124728497011,7.08247865723273,1.41598575533689e-12,7.64887900978552e-11,0
"Thy1",2137.21661326491,4.86404301398458,0.509097136196258,9.55425334019063,1.24478252616957e-21,4.1390402086834e-19,0
"Tmeff2",212.639274543147,4.85574919375092,0.679300291549739,7.14816297616056,8.79468616815282e-13,5.0227056921401e-11,0
"Cdh11",520.711246293938,4.84272572568303,0.628469634876636,7.70558425886977,1.3024600490139e-14,1.02572156386289e-12,0
"Fn1",6406.43558806991,4.82898910853611,0.555922700161263,8.68643987218961,3.73974746063827e-18,5.76884961376602e-16,0
"Cilp",1100.99267971346,4.81229821049815,0.803480066241399,5.98931873071801,2.10721844149103e-09,5.74322578142627e-08,0
"C1qtnf5",257.015806711238,4.80897106158416,0.632961215679463,7.59757619022816,3.01728580103539e-14,2.2917587533448e-12,0
"Col26a1",279.741774968719,4.8046795771319,0.778416825398468,6.17237374676787,6.72722430986037e-10,2.06269379812379e-08,0
"Ccdc80",2836.11928586306,4.79866540870006,0.476751099032796,10.0653473446318,7.86093558062391e-24,5.88115895464378e-21,0
"Dpep1",162.59310672095,4.78795789943697,0.699440881303217,6.84540756399014,7.62584471644115e-12,3.59954304391511e-10,0
"Loxl2",837.811243380625,4.78393828786711,0.489683072943355,9.76945814996651,1.52264220133079e-22,6.90402886621596e-20,0
"Mfap5",899.138309900179,4.78192552611675,0.544432691811402,8.78331811818028,1.58721448976425e-18,2.66848206857781e-16,0
"Cpe",2833.10143231436,4.77348509190218,0.476653484258129,10.0145813458842,1.31517544379689e-23,8.19957090230536e-21,0
"Sparc",26655.3232051459,4.77296132551854,0.456822442568545,10.4481760980961,1.49370115940628e-25,2.03184094983602e-22,0
"Ctsk",1503.8226587823,4.75239262209453,0.559068485505652,8.50055537971562,1.88685761821555e-17,2.52080808404993e-15,0
"Fxyd1",258.131816194331,4.75090668691532,0.570319558723328,8.33025382743374,8.0669209260624e-17,9.97564775344394e-15,0
"Adcyap1r1",235.074817491612,4.74906421517192,0.605414589723488,7.8443174244297,4.35314722039338e-15,3.83153775639683e-13,0
"Procr",405.09229377409,4.72911137667189,0.52955528028689,8.93034505124727,4.24682101867275e-19,8.47269105365337e-17,0
"Pla1a",468.215881625911,4.72076457809622,0.602189578204743,7.83933290936358,4.52946233402181e-15,3.9634119826882e-13,0
"LOC691995",275.72362514501,4.70516369248777,0.624194605909382,7.53797557355189,4.77323236998026e-14,3.46708135689391e-12,0
"Itgbl1",381.709964540436,4.70172878082752,0.712322178780297,6.60056491414917,4.09593988725856e-11,1.6791109187137e-09,0
"Fbln1",1048.69149083895,4.70031960382478,0.460643683564282,10.2038077836117,1.90648100851703e-24,1.90177835536268e-21,0
"Adam33",387.965014452195,4.68297768550318,0.603314551081284,7.76208310757657,8.35456269900975e-15,7.02299559917319e-13,0
"Prss23",1083.74088353758,4.68082125221295,0.47827147683457,9.78695464591129,1.28095903114452e-22,6.1828999945211e-20,0
"PCOLCE2",212.816157524777,4.66266959411423,0.595423153721421,7.83085032043571,4.84581305683903e-15,4.2155756261327e-13,0
"Vtn",108.824035080407,4.66000688183434,0.79519417373632,5.86021255656177,4.62275070963264e-09,1.1416531743217e-07,0
"Sfrp4",594.738724105542,4.64648871338786,0.621517065393001,7.4760436552933,7.65935218917278e-14,5.30587438919409e-12,0
"Srpx",1395.67530744647,4.64540214708289,0.477905088132942,9.7203446090757,2.46944321761619e-22,9.98656185545705e-20,0
"Fbln5",479.178083346997,4.6441466416463,0.458387523532206,10.1314857041915,4.00517027147047e-24,3.74558517325079e-21,0
"Gpr153",226.042125221215,4.63402905676733,0.533649441892218,8.68365764674269,3.83241140785561e-18,5.79236079754984e-16,0
"Pdgfrl",287.172392431888,4.61435065633216,0.527101520164979,8.75419720832508,2.05561388109199e-18,3.38001653876697e-16,0
"Gpc3",420.661251126324,4.60994416247945,0.566741621369978,8.13411965638924,4.14942552310245e-16,4.3778131201318e-14,0
"Frzb",519.313655558654,4.56293766684459,0.632619348957344,7.2127696921775,5.4825099873342e-13,3.20448425548756e-11,0
"Cpxm2",303.539994624037,4.56209135681036,0.751149652758398,6.07347862048167,1.25168670695114e-09,3.57423438857059e-08,0
"Itga11",230.677603688088,4.55106527434484,0.726635719886458,6.26320059665657,3.77154935684222e-10,1.21887025975011e-08,0
"Tmem119",598.048692912347,4.54308871360286,0.610346909875839,7.44345328876499,9.80867956854494e-14,6.64105304905601e-12,0
"Grem2",104.61913924317,4.52599262268123,0.852059579838723,5.3118264611706,1.08531931705917e-07,1.915540698601e-06,0
"Htra3",1581.89374968088,4.50280662446334,0.568813844391394,7.9161340197005,2.4500951617054e-15,2.29129836903737e-13,0
"Plxdc1",190.910864360448,4.48356222989708,0.666728599231226,6.72471862623992,1.75932079365586e-11,7.85812448820077e-10,0
"Ackr3",1193.30359867274,4.47186827610394,0.506629010258362,8.82671182572719,1.07798081281288e-18,1.89762669436696e-16,0
"C1s",4902.76453297842,4.46270645259356,0.565171805040658,7.89619441874408,2.87548038976096e-15,2.62352518731666e-13,0
"Rem1",273.001754478403,4.45809474655637,0.578378440885691,7.70791999046426,1.27884877698163e-14,1.01245578042202e-12,0
"Igsf10",236.525512455457,4.45489669750586,0.712725440203103,6.25050888633407,4.09117454467487e-10,1.30803941692244e-08,0
"Mab21l1",142.406943268863,4.44264468218729,0.536943785424634,8.27394748348542,1.29595261527026e-16,1.55130711858311e-14,0
"Pcdh7",120.345628989846,4.44101898208007,0.728508466653785,6.09604305970354,1.0872613787507e-09,3.12258963728343e-08,0
"Igfbp4",11775.2668729125,4.43919341774389,0.439195971968865,10.1075458361867,5.11494979065875e-24,4.25194409542371e-21,0
"Nid2",450.448171321747,4.43888490736964,0.554486726129948,8.00539435515604,1.19084427506098e-15,1.18003992634023e-13,0
"Rarres2",435.682718149052,4.43640578467344,0.544811196432551,8.14301507333775,3.8555424350237e-16,4.14762555042593e-14,0
"Gdf10",518.452898204845,4.41430629611359,0.676567926567422,6.52455743580639,6.82026119200083e-11,2.59014132527686e-09,0
"Olfml3",506.64362607638,4.40386380106134,0.511157098945678,8.61548007480446,6.96491343882061e-18,9.83169809293139e-16,0
"Serpine1",2581.05443672222,4.39445511111357,0.496320192388091,8.85407279113357,8.43823081035192e-19,1.53977131238166e-16,0
"Ptgis",169.308119380039,4.35080822436701,0.59721449605021,7.28516848325333,3.21268548912033e-13,2.01135619136851e-11,0
"Dchs1",250.322203381415,4.34596558516445,0.647472663867097,6.71219933704648,1.91712545381739e-11,8.46193161223293e-10,0
"Rcn3",1042.1428118067,4.33281964569177,0.443181432292756,9.77662720045908,1.4185918705198e-22,6.63324692455867e-20,0
"Aldh1a2",1191.20310723419,4.33114115818219,0.6161852394466,7.02895960648459,2.08079200917196e-12,1.08863254661678e-10,0
"Ebf1",194.045679714643,4.32633196757748,0.558012113405905,7.7531147866506,8.96654974910818e-15,7.49533429586065e-13,0
"Olfml2b",361.773724283521,4.29446070425758,0.602552838531452,7.12711056962918,1.02497754419309e-12,5.74409700140872e-11,0
"Ddr2",537.07606276838,4.28251467784338,0.518309828880543,8.26246086649148,1.42699527534471e-16,1.68127010275456e-14,0
"Adamts2",758.514442598494,4.28222505934204,0.59799126303445,7.16101609513874,8.0081245304869e-13,4.60867566729521e-11,0
"C1qtnf2",162.425864287581,4.27344938433532,0.644641700136283,6.629185458266,3.37544276963117e-11,1.40563578947623e-09,0
"Ror2",399.336758643162,4.25961185610983,0.3900348683646,10.9211052693063,9.13769802405581e-28,1.95324822191353e-24,0
"Col4a1",8468.29850591409,4.25300668276233,0.352593864595924,12.0620552704067,1.67548814613254e-33,1.25351645652906e-29,0
"Ednra",377.869388387281,4.23266576547864,0.489241569758795,8.65148431186134,5.08338809110585e-18,7.3847316511861e-16,0
"Lrrn4cl",322.413628806905,4.22864476038176,0.525202839131835,8.05145068783663,8.18183810170911e-16,8.27194888620767e-14,0
"Clec11a",359.313539082672,4.20587962609694,0.448577215863042,9.37604380553528,6.84946403010464e-21,2.15490842059488e-18,0
"Pdpn",538.656656297401,4.19091915609763,0.45513495884068,9.20808009732485,3.3200991119397e-20,8.56528327792305e-18,0
"Egflam",518.03670205686,4.1751037662246,0.402793559020488,10.3653687421855,3.56381237247897e-25,4.10194804072329e-22,0
"Mxra8",1323.99021319456,4.1534535301633,0.387672477869205,10.7138209887693,8.76671067304778e-27,1.63970364751017e-23,0
"Sod3",1006.53744028618,4.14789992102938,0.398958107376014,10.3968307557666,2.56316714237536e-25,3.19605582928021e-22,0
"Ednrb",250.525628312833,4.14243390315019,0.553506525924573,7.48398385408501,7.21028176437017e-14,5.04536610048462e-12,0
"Fam131b",100.686840903346,4.13595513217855,0.571696832484484,7.23452518392396,4.67160650994551e-13,2.76289518609939e-11,0
"Ccl21",1026.06259070507,4.13444283622923,0.628410548421719,6.57920661359532,4.72965163738781e-11,1.89731306837088e-09,0
"Enpp2",406.635782878334,4.12758512413612,0.64798523899661,6.36987523130556,1.89182035712255e-10,6.49250183569374e-09,0
"Gpx7",419.76571193018,4.12191698262602,0.41520099024752,9.9275220422012,3.16010969138491e-23,1.8913888524877e-20,0
"Il6",304.23682260302,4.12176669993548,0.809141896523564,5.09399737875944,3.50591614538871e-07,5.40943667781215e-06,0
"Pi16",306.677788897856,4.11523292072145,0.46247050634028,8.89836835928627,5.6673655276191e-19,1.10130896610084e-16,0
"Wfdc1",198.163245842266,4.11521493631303,0.630487387025924,6.52703768702644,6.70831724456485e-11,2.56717521561186e-09,0
"Angpt2",262.129683595854,4.10377393251266,0.588705920166945,6.97083856630644,3.15057334481548e-12,1.60894296786601e-10,0
"Aqp1",502.976657322469,4.10329900300169,0.682254844482012,6.01432006850319,1.80643284836617e-09,4.96868652759246e-08,0
"Gjc1",196.510501240918,4.08868441363813,0.620324656741566,6.59120086426214,4.36283141023832e-11,1.76913404854732e-09,0
"Pcsk5",277.492054057246,4.07144678395872,0.546662972294506,7.44781883958531,9.48960036838913e-14,6.45422228691848e-12,0
"Lgals1",2959.29346886909,4.07066041350527,0.495903993302685,8.20856550558297,2.23846675754493e-16,2.51835925512366e-14,0
"Crlf1",184.76516254637,4.06694397160809,0.495003369844099,8.2159924949379,2.10416620446618e-16,2.38519991798692e-14,0
"Ccn5",147.41714719373,4.06462244969877,0.552129949920386,7.36171339787828,1.81564469698374e-13,1.19155664916525e-11,0
"Serpinf1",6036.85868045794,4.06263848064464,0.409625040371636,9.91794465728651,3.478451049636e-23,2.00184857906552e-20,0
"Col18a1",2857.33949568746,4.06255357066633,0.325910731580818,12.4652341178244,1.15531987129629e-35,1.72870512342064e-31,0
"Cthrc1",1127.5960084262,4.0373592834931,0.443292741505715,9.10765935345468,8.41783937172065e-20,1.93778662337009e-17,0
"Thbd",338.465581277549,4.02784121196647,0.538006885277291,7.4865978897101,7.06818317013874e-14,4.98873701767858e-12,0
"Spon1",2233.70385764926,4.02413820539031,0.622412587345394,6.46538692694723,1.01039933695405e-10,3.66067924427203e-09,0
"Gpr176",187.132087233079,4.02123115825546,0.633602807917951,6.34661195942205,2.20108378786876e-10,7.51936454746124e-09,0
"Chrd",139.347009412779,4.01493810290631,0.655407481637991,6.12586553463229,9.01919528245748e-10,2.65657911439786e-08,0
"Plvap",464.018202440887,4.00168021617408,0.604563629376525,6.61912166350618,3.61339375794613e-11,1.49770667036421e-09,0
"Tspan18",159.231720519882,3.99768033078203,0.579827890137901,6.89459820539377,5.4017258806966e-12,2.59890753546184e-10,0
"Ccl11",724.651336351879,3.99572498768619,0.76239325649314,5.24102876521462,1.59683817920486e-07,2.68466176128566e-06,0
"Slc41a2",162.729524330766,3.99348575892657,0.599986465763214,6.65595973710282,2.81457302703541e-11,1.20671794279458e-09,0
"Plac9",190.079249922435,3.97910616016666,0.479940300629709,8.29083566215598,1.1245556806498e-16,1.35699408464218e-14,0
"Serpine2",2749.37138690867,3.97033095032451,0.412155950315313,9.633079292649,5.79658585719035e-22,2.11547107758876e-19,0
"Cygb",290.771378662342,3.96913366359297,0.442311047198135,8.97362543562017,2.86911714251744e-19,6.13294282906978e-17,0
"Colec12",437.60575571565,3.96054275033039,0.445309361906369,8.8939130616417,5.89938565910045e-19,1.1316988156041e-16,0
"Clec14a",323.800114346411,3.95300266296633,0.541213090523044,7.30396720291084,2.79404511108438e-13,1.77903391477258e-11,0
"Esam",162.583271690128,3.94738504276193,0.700372112258903,5.63612538773205,1.73918768178897e-08,3.77564901011709e-07,0
"Dnm1",413.459472003755,3.93831644707073,0.451645940682097,8.71991994685682,2.78398552149148e-18,4.38492372190284e-16,0
"Cnrip1",101.936205301078,3.93719721849121,0.59535830099295,6.61315582889275,3.76212056457056e-11,1.55076060627188e-09,0
"Pth1r",283.441331942702,3.89397518031973,0.543003154159445,7.1711833540774,7.43522420769066e-13,4.29549265713032e-11,0
"S1pr3",362.842192103087,3.88133119582306,0.498975910197761,7.77859434994519,7.33347985391917e-15,6.27033480309672e-13,0
"Fhl1",151.688780844728,3.87295085711443,0.603137109821966,6.42134399300625,1.35076399544883e-10,4.73336807117117e-09,0
"Cacna1g",155.320365877102,3.87082629841263,0.593635279408208,6.52054625572698,7.00517997405295e-11,2.64026468392328e-09,0
"Adgrf5",123.705784289055,3.87036115982017,0.766748232918666,5.04776012992876,4.47019894562075e-07,6.6820766057266e-06,0
"Igfbp7",2230.5175990914,3.86594713557706,0.456198792730344,8.47425989981125,2.36578727961093e-17,3.10519956708933e-15,0
"Hba-a1",147.262456930495,3.86336776457627,0.736240254719619,5.24742805057236,1.54237253932787e-07,2.61364895877269e-06,0
"Cxcl14",802.798004600204,3.8256172558238,0.349133674991751,10.9574570711754,6.11947439862139e-28,1.5260949237762e-24,0
"Clmp",543.706567039338,3.82429921391165,0.443958573087355,8.61409024566617,7.0499146370202e-18,9.85867969287226e-16,0
"Bcat1",296.591952114864,3.80374702771536,0.579411485062987,6.564845754312,5.20867506960352e-11,2.05098434385467e-09,0
"Frem1",107.499100223269,3.80197151182634,0.680410239675111,5.5877635140261,2.30012575169515e-08,4.86112734782691e-07,0
"Pcdh19",171.975699279376,3.79477978238917,0.54185727049608,7.00328294739865,2.50033149325366e-12,1.2945487935486e-10,0
"Vcan",652.551382245205,3.79440943099578,0.383374921289288,9.89738561467505,4.27299076580327e-23,2.36802817884127e-20,0
"Mmp16",126.824141813428,3.79402672153224,0.529954470567258,7.1591559883836,8.11752770659869e-13,4.65373820206269e-11,0
"Col8a1",602.317466789413,3.78542567578795,0.531823301850962,7.11782590686253,1.09642736167544e-12,6.09882625009282e-11,0
"Prdm8",115.599459262128,3.76857528760984,0.572255771605505,6.58547361966631,4.5343760223675e-11,1.82878351543625e-09,0
"Ptn",2177.67172004801,3.75870254869139,0.34212976384014,10.9861898786673,4.45331133605268e-28,1.33269795042712e-24,0
"Exoc3l4",185.116905134465,3.734490382329,0.499004420198342,7.48388236890695,7.21585474506255e-14,5.04536610048462e-12,0
"Atp10a",112.765937792394,3.72852498671146,0.56810123464813,6.56313480645897,5.26881735151036e-11,2.06922084069946e-09,0
"Mnda",265.730023487198,3.72601590919617,0.573174677384104,6.50066385731002,7.99663343889021e-11,2.94713364891907e-09,0
"Akr1c14",126.916384919587,3.72383642283051,0.684369426701003,5.44126648202454,5.29031075364119e-08,1.0045548198824e-06,0
"Il1rl1",1135.90625790287,3.71079619492992,0.674009332469166,5.50555610459545,3.68004734517448e-08,7.29331767229745e-07,0
"Crabp1",989.543238587763,3.70893176694664,0.509488228392492,7.27972023740147,3.34513148387538e-13,2.0768963648642e-11,0
"Acvrl1",259.526066092645,3.69548627055064,0.562260956402262,6.57254648125835,4.9461939381852e-11,1.96834840151769e-09,0
"Vcam1",135.195507733493,3.68548302424069,0.505301935961795,7.29362537910273,3.01723666276232e-13,1.90493300358281e-11,0
"Fibin",105.94051156265,3.67881252950433,0.691475092201195,5.32023867670121,1.03631205868052e-07,1.83942317129735e-06,0
"Ssc5d",127.228094389455,3.67636206373885,0.578655245629193,6.35328564202577,2.10763818459583e-10,7.21661101970422e-09,0
"Prrx2",293.698738873838,3.67085789088739,0.556355942445118,6.59803843337128,4.16633276109039e-11,1.70330156022392e-09,0
"Igfbp3",1778.92311480811,3.66310545423341,0.589945026718386,6.20923185777107,5.32442164815222e-10,1.66324261213573e-08,0
"F5",583.501792874804,3.66253686582876,0.505669534580897,7.24294547201524,4.39043462726811e-13,2.6069076717386e-11,0
"Qprt",253.764333547777,3.65427328934331,0.549571515853323,6.64931348137521,2.94463239280992e-11,1.25887241410328e-09,0
"Zeb1",399.520283376916,3.64191058946901,0.527149280546948,6.90868929137172,4.89151980330963e-12,2.39188924238307e-10,0
"Pcdh18",312.701254189976,3.63237799528883,0.562534813073995,6.45716124738937,1.06685208398004e-10,3.84222213752393e-09,0
"Numbl",315.534987125823,3.61937430372722,0.432704188189471,8.36454650201441,6.03465836345731e-17,7.61486340784001e-15,0
"Cdc42ep2",103.088725521711,3.61615983775972,0.55082534289209,6.56498449903049,5.20382753715588e-11,2.05098434385467e-09,0
"Nkd2",827.355006172093,3.61018353763254,0.412830183845434,8.74496022554449,2.23094220301698e-18,3.58941808427345e-16,0
"Dio2",168.812705468232,3.60838217599587,0.458706344599662,7.86643179994622,3.64899507490656e-15,3.26945588657646e-13,0
"Gria3",109.034623919255,3.60347164261733,0.492102962071448,7.32259693672428,2.43217501858594e-13,1.56864805185782e-11,0
"Palm2",100.62653177584,3.60105670264897,0.46564461717417,7.7334872343258,1.04639867698677e-14,8.50196809296182e-13,0
"LOC100134871",887.147707964495,3.59990031899036,0.797683888832658,4.51294099001862,6.39348150927687e-06,6.95244649878705e-05,0
"Enpep",225.287454959653,3.58240479884962,0.590241177664955,6.06939152063556,1.28395784175516e-09,3.65244509243013e-08,0
"Col7a1",647.624134861634,3.58172641307867,0.453759737845564,7.89344252992692,2.93962964880671e-15,2.66579869303605e-13,0
