"","knn","NearestCellType","KS.pval","CellType","MeanDistance","MedianDistance"
"1","knn1","CD8",1,"CD8",16.7115129956387,11.0022724925356
"2","knn3","CD8",1,"CD8",24.8205094855128,20.3189143968852
"3","knn5","CD8",1,"CD8",31.3855659058575,27.0009212008532
"4","knn1","EpCAM",0,"CD8",33.398308203219,22.0925326750921
"5","knn3","EpCAM",0,"CD8",38.6122145002545,26.9327763560409
"6","knn5","EpCAM",0,"CD8",42.4916634785415,30.5406924604022
"7","knn1","EpCAM: SMA",0,"CD8",57.7604937490726,29.0146514712822
"8","knn3","EpCAM: SMA",0,"CD8",73.1522125847403,41.3378398989928
"9","knn5","EpCAM: SMA",0,"CD8",84.4962421570069,50.2476742935245
"10","knn1","SMA",0,"CD8",20.8046544375658,15.5077400029785
"11","knn3","SMA",0,"CD8",27.6663367297125,22.2347803168503
"12","knn5","SMA",0,"CD8",32.975411249925,27.240435568579
"13","knn1","Unclass",0,"CD8",16.7224018875572,10.5422957651542
"14","knn3","Unclass",0,"CD8",21.6238408687143,14.5265671813173
"15","knn5","Unclass",0,"CD8",25.5763968234312,17.7854599128472
"16","knn1","CD8",1,"EpCAM",30.9324159104956,27.9748994395031
"17","knn3","CD8",1,"EpCAM",41.6677571108454,38.7711217311819
"18","knn5","CD8",1,"EpCAM",49.7060943908488,46.7084824699778
"19","knn1","EpCAM",0,"EpCAM",9.26544965830905,8.49999999999964
"20","knn3","EpCAM",0,"EpCAM",12.1752805764551,10.7099798416409
"21","knn5","EpCAM",0,"EpCAM",15.0378245911766,13.1790131306042
"22","knn1","EpCAM: SMA",0,"EpCAM",31.1935117043822,20.670994169161
"23","knn3","EpCAM: SMA",0,"EpCAM",42.445087630308,29.9060591905666
"24","knn5","EpCAM: SMA",0,"EpCAM",51.0846872938349,36.7372596211891
"25","knn1","SMA",0,"EpCAM",24.3430162558868,20.6616795026016
"26","knn3","SMA",0,"EpCAM",30.0834571212804,26.0298216670897
"27","knn5","SMA",0,"EpCAM",34.5927714058905,30.1964537422425
