"","knn","NearestCellType","KS.pval","CellType","MeanDistance","MedianDistance"
"1","knn1","CD8",1,"CD8",16.7684038468663,9.50841732361384
"2","knn3","CD8",1,"CD8",26.979144850596,18.9752439009883
"3","knn5","CD8",1,"CD8",35.1181168489958,26.8804081096749
"4","knn1","EpCAM",0,"CD8",33.5860859007399,19.6730780444147
"5","knn3","EpCAM",0,"CD8",41.1287139668391,25.6152715903536
"6","knn5","EpCAM",0,"CD8",45.9453980920964,29.7944083730648
"7","knn1","SMA",0,"CD8",12.1471642417776,10.1212647431036
"8","knn3","SMA",0,"CD8",15.8426660535938,13.7358700059332
"9","knn5","SMA",0,"CD8",18.8094146712949,16.5672369430366
"10","knn1","Unclass",0,"CD8",26.9574133902744,19.5521098267086
"11","knn3","Unclass",0,"CD8",35.1720187405611,27.2652379592245
"12","knn5","Unclass",0,"CD8",41.3881547616863,33.1484450168652
"13","knn1","CD8",1,"EpCAM",49.0582541315149,43.0414916098403
"14","knn3","CD8",1,"EpCAM",64.3997417311834,58.7207586848345
"15","knn5","CD8",1,"EpCAM",76.4818709614287,70.6924045469681
"16","knn1","EpCAM",0,"EpCAM",9.25603781965735,8.41724420460774
"17","knn3","EpCAM",0,"EpCAM",12.1485093378468,10.7992337472752
"18","knn5","EpCAM",0,"EpCAM",14.9154007815622,13.3455773683675
"19","knn1","SMA",0,"EpCAM",13.3491811491839,10.6174384858122
"20","knn3","SMA",0,"EpCAM",17.6639185725603,15.0856579981273
"21","knn5","SMA",0,"EpCAM",21.0706055543242,18.3367220048844
"22","knn1","Unclass",0,"EpCAM",32.4506335011082,27.9866039383109
"23","knn3","Unclass",0,"EpCAM",41.1991897954891,36.8917706544514
"24","knn5","Unclass",0,"EpCAM",47.7551175138686,43.3216671481223
"25","knn1","CD8",1,"SMA",43.4763440088584,36.9499661704847
"26","knn3","CD8",1,"SMA",57.620671156497,51.6801315934409
"27","knn5","CD8",1,"SMA",68.8868813780507,62.9512762696923
"28","knn1","EpCAM",0,"SMA",19.0642055936181,12.9073622402094
"29","knn3","EpCAM",0,"SMA",24.5929182857783,18.10093527269
"30","knn5","EpCAM",0,"SMA",28.6693989515637,21.773841532182
"31","knn1","SMA",0,"SMA",9.12001342350778,8.46286003665578
"32","knn3","SMA",0,"SMA",11.5771628993397,10.5267486739416
"33","knn5","SMA",0,"SMA",13.9222499578251,12.6413134070761
"34","knn1","Unclass",0,"SMA",32.4734018267182,26.0946354640162
"35","knn3","Unclass",0,"SMA",42.4895120104683,36.8870437986118
"36","knn5","Unclass",0,"SMA",49.9326555671834,44.4884289345225
"37","knn1","CD8",1,"Unclass",39.5225498635261,30.1423290407361
"38","knn3","CD8",1,"Unclass",53.2682472869422,44.2437650231851
"39","knn5","CD8",1,"Unclass",63.896775715395,54.7360068222638
"40","knn1","EpCAM",0,"Unclass",30.253300494883,19.3196790863604
"41","knn3","EpCAM",0,"Unclass",36.8876836118488,24.3450627639656
"42","knn5","EpCAM",0,"Unclass",41.0989116285431,27.8917644049634
"43","knn1","SMA",0,"Unclass",14.7594209153041,11.5433963806168
"44","knn3","SMA",0,"Unclass",19.1532006401074,15.8795691504675
"45","knn5","SMA",0,"Unclass",22.5401397209652,19.1713334577478
"46","knn1","Unclass",0,"Unclass",11.9423036661256,9.13947482079782
"47","knn3","Unclass",0,"Unclass",16.8329494762587,12.7383081582403
"48","knn5","Unclass",0,"Unclass",21.1758335701132,16.1534507610826
