"","knn","NearestCellType","KS.pval","CellType","MeanDistance","MedianDistance"
"1","knn1","CD8",1,"CD8",25.5207256605967,12.6591674084564
"2","knn3","CD8",1,"CD8",43.4663595821219,39.2172372444789
"3","knn5","CD8",1,"CD8",57.4586853435158,54.4927007667513
"4","knn1","EpCAM",0,"CD8",10.3499740793512,8.83232698670033
"5","knn3","EpCAM",0,"CD8",12.7475805953277,10.9316384874647
"6","knn5","EpCAM",0,"CD8",14.7938568867269,12.8371298038832
"7","knn1","EpCAM: SMA",0,"CD8",223.418104154912,181.059193258388
"8","knn3","EpCAM: SMA",0,"CD8",285.853432885354,258.698073484982
"9","knn5","EpCAM: SMA",0,"CD8",331.973778597867,316.191142343671
"10","knn1","SMA",0,"CD8",254.459444383382,212.564245760019
"11","knn3","SMA",0,"CD8",355.949147074118,302.206262457586
"12","knn5","SMA",0,"CD8",418.293714518658,366.637194060046
"13","knn1","Unclass",0,"CD8",20.5009372910254,12.5327550215677
"14","knn3","Unclass",0,"CD8",26.9763572577945,17.8489491212463
"15","knn5","Unclass",0,"CD8",32.3894577707123,21.8970106540269
"16","knn1","CD8",1,"EpCAM",45.1354609797012,40.607881008494
"17","knn3","CD8",1,"EpCAM",61.0819858053523,57.0867815676638
"18","knn5","CD8",1,"EpCAM",74.0037777228715,69.8333952669495
"19","knn1","EpCAM",0,"EpCAM",7.97995892923897,7.78010282708399
"20","knn3","EpCAM",0,"EpCAM",9.64894769790541,9.33488242457778
"21","knn5","EpCAM",0,"EpCAM",11.4250601833787,11.012177402282
"22","knn1","EpCAM: SMA",0,"EpCAM",235.478716221666,206.829833438022
"23","knn3","EpCAM: SMA",0,"EpCAM",303.374149347329,291.26121928995
"24","knn5","EpCAM: SMA",0,"EpCAM",353.760497123179,359.966589614766
"25","knn1","SMA",0,"EpCAM",275.281162528597,230.578619997605
"26","knn3","SMA",0,"EpCAM",386.915481303568,333.609712003248
"27","knn5","SMA",0,"EpCAM",453.397528199618,403.579331413384
"28","knn1","Unclass",0,"EpCAM",24.3271655221142,16.4438438328762
"29","knn3","Unclass",0,"EpCAM",31.7241574210776,22.3599936343248
"30","knn5","Unclass",0,"EpCAM",37.5528586775789,26.6329077820246
"31","knn1","CD8",1,"EpCAM: SMA",36.0423057361253,32.5694642033249
"32","knn3","CD8",1,"EpCAM: SMA",50.269661636821,47.5428071386534
"33","knn5","CD8",1,"EpCAM: SMA",62.3698442470939,59.4617690151711
"34","knn1","EpCAM",0,"EpCAM: SMA",8.69246342277117,8.05667339133473
"35","knn3","EpCAM",0,"EpCAM: SMA",10.6385101029819,9.93492086380158
"36","knn5","EpCAM",0,"EpCAM: SMA",12.4281625549627,11.6144579867243
"37","knn1","EpCAM: SMA",0,"EpCAM: SMA",19.4194502694602,9.724967862873
"38","knn3","EpCAM: SMA",0,"EpCAM: SMA",31.126469993134,16.2391196331215
"39","knn5","EpCAM: SMA",0,"EpCAM: SMA",40.6257726206848,21.3657497659104
"40","knn1","SMA",0,"EpCAM: SMA",224.502946287079,165.481115960151
"41","knn3","SMA",0,"EpCAM: SMA",427.528135267425,252.064533400987
"42","knn5","SMA",0,"EpCAM: SMA",498.271697819656,295.977673585237
"43","knn1","Unclass",0,"EpCAM: SMA",72.1357075752572,51.993650888719
"44","knn3","Unclass",0,"EpCAM: SMA",95.9263573147764,78.4985825949327
"45","knn5","Unclass",0,"EpCAM: SMA",116.598203594703,99.3544570467139
"46","knn1","CD8",1,"SMA",44.1493937889563,39.3493271136221
"47","knn3","CD8",1,"SMA",65.1759727815918,62.4607818788318
"48","knn5","CD8",1,"SMA",80.3013343157053,76.5877509982068
"49","knn1","EpCAM",0,"SMA",21.3436459601135,13.2465025406659
"50","knn3","EpCAM",0,"SMA",25.4487690522716,18.0394674668282
