"","knn","NearestCellType","KS.pval","CellType","MeanDistance","MedianDistance"
"1","knn1","CD8",1,"CD8",23.8702921420433,13.311461066769
"2","knn3","CD8",1,"CD8",38.4929952891485,29.7351305329763
"3","knn5","CD8",1,"CD8",49.8893931490249,41.2480106866332
"4","knn1","EpCAM",0,"CD8",36.5242461261627,18.2833257368571
"5","knn3","EpCAM",0,"CD8",42.6316241357437,23.3826595632484
"6","knn5","EpCAM",0,"CD8",46.8238163874577,26.6776394206178
"7","knn1","SMA",0,"CD8",24.0975673148882,14.0516902852783
"8","knn3","SMA",0,"CD8",29.9925367263929,19.3196762364038
"9","knn5","SMA",0,"CD8",34.1960410468433,23.0235408106243
"10","knn1","Unclass",0,"CD8",36.5391674387058,24.7842692044776
"11","knn3","Unclass",0,"CD8",46.1609657575577,35.1335827308244
"12","knn5","Unclass",0,"CD8",53.0107685967101,42.1344032074359
"13","knn1","CD8",1,"EpCAM",60.4530485524155,53.7141508356967
"14","knn3","CD8",1,"EpCAM",79.5909142482608,73.8467936277879
"15","knn5","CD8",1,"EpCAM",94.5330758686168,89.1279487184954
"16","knn1","EpCAM",0,"EpCAM",8.72038286162912,8.2346827504163
"17","knn3","EpCAM",0,"EpCAM",10.9138231254122,10.0880955627896
"18","knn5","EpCAM",0,"EpCAM",13.1711311256121,12.1840567785535
"19","knn1","SMA",0,"EpCAM",16.3764005278746,13.0613934938036
"20","knn3","SMA",0,"EpCAM",21.0282486286073,17.8305300471092
"21","knn5","SMA",0,"EpCAM",24.5596084091804,21.2114783426614
"22","knn1","Unclass",0,"EpCAM",33.4940835499338,28.6204472361981
"23","knn3","Unclass",0,"EpCAM",42.3799375688232,37.3010343888618
"24","knn5","Unclass",0,"EpCAM",48.9253186329993,43.5118647355986
"25","knn1","CD8",1,"SMA",56.7859502664284,49.5145938082644
"26","knn3","CD8",1,"SMA",75.875334900234,69.6611148670861
"27","knn5","CD8",1,"SMA",90.6326712273198,84.8464227169649
"28","knn1","EpCAM",0,"SMA",20.6933232773377,12.7475487839818
"29","knn3","EpCAM",0,"SMA",25.6943742466551,16.9048028480132
"30","knn5","EpCAM",0,"SMA",29.2244368497915,19.7767806954109
"31","knn1","SMA",0,"SMA",9.51010683385812,8.7321245982869
"32","knn3","SMA",0,"SMA",12.1416729666661,10.9496707138348
"33","knn5","SMA",0,"SMA",14.6489052140618,13.2242790544783
"34","knn1","Unclass",0,"SMA",26.0782478366776,18.4228119460629
"35","knn3","Unclass",0,"SMA",35.0968001554859,27.2615241067753
"36","knn5","Unclass",0,"SMA",41.8536843457246,33.9319382220939
"37","knn1","CD8",1,"Unclass",52.9115049362279,43.9356347399231
"38","knn3","CD8",1,"Unclass",71.6648602349903,63.3048085297363
"39","knn5","CD8",1,"Unclass",85.9587342324237,77.7058565482473
"40","knn1","EpCAM",0,"Unclass",31.924452728821,19.5747286060372
"41","knn3","EpCAM",0,"Unclass",39.9256843407883,25.5022369030529
"42","knn5","EpCAM",0,"Unclass",45.0597764301599,29.1840863246082
"43","knn1","SMA",0,"Unclass",14.3593052478088,10.9114618635613
"44","knn3","SMA",0,"Unclass",18.6084244927462,15.102065827211
"45","knn5","SMA",0,"Unclass",21.9711047510538,18.2465513765386
"46","knn1","Unclass",0,"Unclass",11.2755031719441,8.96437393240622
"47","knn3","Unclass",0,"Unclass",15.5410310396845,12.1496609678827
"48","knn5","Unclass",0,"Unclass",19.2968770474347,15.1269052770761
