"","knn","NearestCellType","KS.pval","CellType","MeanDistance","MedianDistance"
"1","knn1","CD8",1,"CD8",12.7122323417701,9.12523965707682
"2","knn3","CD8",1,"CD8",18.9622650390071,14.719039493925
"3","knn5","CD8",1,"CD8",24.0789916768466,19.6572184845975
"4","knn1","EpCAM",0,"CD8",19.5751270099584,12.7444101530434
"5","knn3","EpCAM",1.11022302462516e-16,"CD8",23.9679514376733,17.3540710709773
"6","knn5","EpCAM",1.12282639408434e-07,"CD8",27.2930607403496,20.4252622094513
"7","knn1","EpCAM: SMA",0,"CD8",148.606682256259,114.168659152044
"8","knn3","EpCAM: SMA",0,"CD8",185.039122479244,147.925887822618
"9","knn5","EpCAM: SMA",0,"CD8",205.321826841407,168.572310627529
"10","knn1","SMA",0,"CD8",165.267590387544,135.940732521248
"11","knn3","SMA",0,"CD8",202.99399882031,171.619484607981
"12","knn5","SMA",0,"CD8",231.756469331358,199.978796735977
"13","knn1","Unclass",0,"CD8",15.3771911472182,10.5077612700636
"14","knn3","Unclass",0.000419367192918463,"CD8",19.4196462214514,14.284375194928
"15","knn5","Unclass",1.11022302462516e-16,"CD8",22.7855196368062,17.0438502218282
"16","knn1","CD8",1,"EpCAM",29.2341233490704,26.1715494208409
"17","knn3","CD8",1,"EpCAM",38.0997018938167,35.7856463672698
"18","knn5","CD8",1,"EpCAM",45.0556354382599,42.6983421519643
"19","knn1","EpCAM",0,"EpCAM",8.26020559095749,7.98122797569399
"20","knn3","EpCAM",0,"EpCAM",9.92170778324523,9.38675113618996
"21","knn5","EpCAM",0,"EpCAM",11.6290549313351,10.8791752934563
"22","knn1","EpCAM: SMA",0,"EpCAM",169.156100416253,129.824342852673
"23","knn3","EpCAM: SMA",0,"EpCAM",217.298288703491,178.259612761015
"24","knn5","EpCAM: SMA",0,"EpCAM",240.375996071847,197.657643960115
"25","knn1","SMA",0,"EpCAM",215.684952855548,172.601407613488
"26","knn3","SMA",0,"EpCAM",259.62107879289,214.933367907958
"27","knn5","SMA",0,"EpCAM",290.794934704127,244.8858910021
"28","knn1","Unclass",0,"EpCAM",29.4855448110457,23.0995247597879
"29","knn3","Unclass",0,"EpCAM",35.9284258957062,29.109142640309
"30","knn5","Unclass",0,"EpCAM",40.6374824021954,33.4499197652897
"31","knn1","CD8",1,"EpCAM: SMA",22.1998376723803,19.5028203088682
"32","knn3","CD8",1,"EpCAM: SMA",29.2632298170783,26.0915213353566
"33","knn5","CD8",1,"EpCAM: SMA",34.6901618685054,31.4736581901318
"34","knn1","EpCAM",0,"EpCAM: SMA",9.71044288216732,8.60348766489535
"35","knn3","EpCAM",0,"EpCAM: SMA",12.4187782927682,11.2408347322369
"36","knn5","EpCAM",0,"EpCAM: SMA",14.7530779026978,13.5351011582328
"37","knn1","EpCAM: SMA",1.05360165036927e-13,"EpCAM: SMA",24.4863241185742,10.9036691072315
"38","knn3","EpCAM: SMA",1.39884564598347e-06,"EpCAM: SMA",37.713913291475,22.9175404331429
"39","knn5","EpCAM: SMA",8.95189882443859e-07,"EpCAM: SMA",48.097449324427,31.6419358076384
"40","knn1","SMA",0,"EpCAM: SMA",72.5256723469789,39.5607128348315
"41","knn3","SMA",0,"EpCAM: SMA",104.842346070394,79.4614318462984
"42","knn5","SMA",0,"EpCAM: SMA",134.851082338165,131.824983901726
"43","knn1","Unclass",3.87622434486756e-05,"EpCAM: SMA",26.2739896634587,19.3494185959163
"44","knn3","Unclass",0.000350071950907305,"EpCAM: SMA",31.1660010109328,25.2089239816556
"45","knn5","Unclass",0.00181118629750476,"EpCAM: SMA",35.8558201656279,29.6447049215868
"46","knn1","CD8",1,"SMA",21.7352202011194,21.6486119647426
"47","knn3","CD8",1,"SMA",30.4859385007563,28.6167016646655
"48","knn5","CD8",1,"SMA",36.7839235839685,34.1545515117514
"49","knn1","EpCAM",1.84272016645615e-07,"SMA",14.7439270407216,11.9837556717415
"50","knn3","EpCAM",6.1816329832709e-11,"SMA",19.2801763385002,15.855976199677
