"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.EpCAM: SMA","Nexpected.SMA","Nexpected.Unclass"
50,50175,0.233004484304933,3.90000996512207,1.16436472346786,1.51908320876931,3.22080717488789
100,12432,0.940395752895753,15.7402670527671,4.69932432432432,6.13095238095238,12.9990347490347
150,5550,2.10648648648649,35.2581981981982,10.5264864864865,13.7333333333333,29.1178378378378
200,3136,3.72799744897959,62.3989158163265,18.6294642857143,24.3048469387755,51.531887755102
250,2025,5.77333333333333,96.6335802469136,28.8503703703704,37.6395061728395,79.8044444444444
300,1369,8.53981008035062,142.938641344047,42.6749452154858,55.6756756756757,118.045288531775
350,1024,11.4169921875,191.0966796875,57.052734375,74.43359375,157.81640625
400,784,14.9119897959184,249.595663265306,74.5178571428571,97.219387755102,206.127551020408
450,625,18.7056,313.0928,93.4752,121.952,258.5664
500,484,24.154958677686,404.303719008264,120.706611570248,157.479338842975,333.892561983471
