"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.EpCAM: SMA","Nexpected.SMA","Nexpected.Unclass"
50,176269,0.413674554232452,3.00963300410169,2.50287344910336,4.38369197079464,2.64539992851834
100,44280,1.64674796747967,11.9806910569106,9.96339205058717,17.4505194218609,10.5307588075881
150,19680,3.70518292682927,26.9565548780488,22.4176321138211,39.263668699187,23.6942073170732
200,11070,6.5869918699187,47.9227642276423,39.8535682023487,69.8020776874435,42.1230352303523
250,7056,10.3341836734694,75.1849489795918,62.5253684807256,109.510912698413,66.0858843537415
300,4920,14.8207317073171,107.826219512195,89.6705284552846,157.054674796748,94.7768292682927
350,3570,20.4252100840336,148.600840336134,123.579551820728,216.445098039216,130.616806722689
400,2745,26.5639344262295,193.262295081967,160.720947176685,281.496903460838,169.873224043716
450,2200,33.1445454545455,241.138636363636,200.535909090909,351.231363636364,211.955454545455
500,1764,41.3367346938776,300.739795918367,250.101473922902,438.043650793651,264.343537414966
