"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.EpCAM: SMA","Nexpected.SMA","Nexpected.Unclass"
50,122094,0.212475633528265,1.44958802234344,0.0583730568250692,0.443895686929743,3.93939915147345
100,30609,0.847528504688164,5.78215557515763,0.232840014374857,1.77062301937339,15.7135809729165
150,13566,1.91228070175439,13.046292201091,0.525357511425623,3.99506118236768,35.4545923632611
200,7565,3.42921348314607,23.395373430271,0.942101784534038,7.16417713152677,63.5792465300727
250,4828,5.37323943661972,36.6582435791218,1.47618061309031,11.2255592377796,99.6224109362055
300,3420,7.58538011695906,51.7502923976608,2.08391812865497,15.8470760233918,140.636549707602
350,2499,10.3809523809524,70.8227290916367,2.85194077631052,21.687474989996,192.467787114846
400,1935,13.4067183462532,91.4656330749354,3.68320413436693,28.0087855297158,248.566925064599
450,1520,17.0671052631579,116.438157894737,4.68881578947368,35.6559210526316,316.432236842105
500,1224,21.1944444444444,144.596405228758,5.82271241830065,44.2785947712418,392.955065359477
