"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.EpCAM: SMA","Nexpected.SMA","Nexpected.Unclass"
50,14832,0.113133764832794,4.34054746494067,0.592300431499461,1.1258764832794,4.63153991370011
100,3744,0.448183760683761,17.1952457264957,2.34642094017094,4.46020299145299,18.3480235042735
150,1632,1.0281862745098,39.4479166666667,5.38296568627451,10.2322303921569,42.0925245098039
200,936,1.79273504273504,68.7809829059829,9.38568376068376,17.840811965812,73.392094017094
250,609,2.75533661740558,105.712643678161,14.4252873563218,27.4203612479475,112.799671592775
300,408,4.11274509803922,157.791666666667,21.531862745098,40.9289215686275,168.370098039216
350,315,5.32698412698413,204.377777777778,27.8888888888889,53.0126984126984,218.079365079365
400,234,7.17094017094017,275.123931623932,37.542735042735,71.3632478632479,293.568376068376
450,176,9.53409090909091,365.789772727273,49.9147727272727,94.8806818181818,390.3125
500,140,11.9857142857143,459.85,62.75,119.278571428571,490.678571428571
