"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.SMA","Nexpected.Unclass"
50,51417,0.592838944318027,4.55481650037925,6.23270513643348,1.67915280938211
100,12838,2.3743573765384,18.2423274653373,24.9623773173392,6.72511294594174
150,5742,5.30860327412052,40.7863113897597,55.8110414489725,15.0360501567398
200,3185,9.57048665620094,73.530612244898,100.617582417582,27.1073783359498
250,2028,15.0305719921105,115.480769230769,158.021203155819,42.5724852071006
300,1452,20.9931129476584,161.29132231405,220.707300275482,59.4607438016529
350,1036,29.4227799227799,226.05694980695,309.331081081081,83.3368725868726
400,825,36.9478787878788,283.872727272727,388.444848484848,104.650909090909
450,638,47.7774294670846,367.076802507837,502.299373040752,135.324451410658
500,520,58.6192307692308,450.375,616.282692307692,166.032692307692
