"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.EpCAM: SMA","Nexpected.SMA","Nexpected.Unclass"
50,190816,0.4495115713567,7.22383343115881,1.31475872044273,0.590207320140869,1.35675205433507
100,47704,1.7980462854268,28.8953337246353,5.25903488177092,2.36082928056347,5.42700821734026
150,21301,4.02675930707479,64.711656729731,11.7777099666682,5.28712267029717,12.1538894887564
200,11926,7.19218514170719,115.581334898541,21.0361395270837,9.4433171222539,21.7080328693611
250,7597,11.2905094116098,181.44306963275,33.0231670396209,14.8244043701461,34.0779254969067
300,5251,16.3347933726909,262.506760617025,47.7769948581223,21.4475338030851,49.3029899066844
350,3927,21.8421186656481,351.01171377642,63.8851540616246,28.6786350903998,65.9256429844665
400,2948,29.09565807327,467.579036635007,85.1007462686567,38.2025101763908,87.8188602442334
450,2400,35.7391666666667,574.342916666667,104.532083333333,46.9254166666667,107.870833333333
500,1944,44.1224279835391,709.065329218107,129.05195473251,57.9326131687243,133.173868312757
