"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.EpCAM: SMA","Nexpected.SMA","Nexpected.Unclass"
50,195360,0.335314291564292,3.89991298116298,1.7577242014742,5.76460380835381,2.8864352989353
100,48928,1.33884483322433,15.5715949967299,7.01825130804447,23.016943263571,11.5249754741661
150,21645,3.02642642642643,35.1992145992146,15.8645876645877,52.0292446292446,26.0519288519289
200,12232,5.35537933289732,62.2863799869196,28.0730052321779,92.0677730542838,46.0999018966645
250,7770,8.43075933075933,98.054954954955,44.1942084942085,144.93861003861,72.5732303732304
300,5487,11.9385821031529,138.853107344633,62.5822854018589,205.243849097868,102.769090577729
350,3950,16.5840506329114,192.882784810127,86.9339240506329,285.107088607595,142.757974683544
400,3036,21.5767457180501,250.95092226614,113.105731225296,370.939723320158,185.735836627141
450,2418,27.0913978494624,315.089743589744,142.01364764268,465.745657568238,233.206782464847
500,1960,33.4219387755102,388.717857142857,175.198469387755,574.57806122449,287.701020408163
