"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.EpCAM: SMA","Nexpected.SMA","Nexpected.Unclass"
50,146624,1.07386921649935,3.37811681580096,1.62480221518987,5.33433817110432,2.21647888476648
100,36656,4.29547686599738,13.5124672632038,6.49920886075949,21.3373526844173,8.86591553906591
150,16275,9.67465437788018,30.4339784946237,14.6380952380952,48.0578801843318,19.9686021505376
200,9164,17.1819074639895,54.0498690528154,25.996835443038,85.3494107376691,35.4636621562636
250,5859,26.8740399385561,84.5388291517324,40.6613756613757,133.494111623144,55.468339307049
300,4081,38.5824552805685,121.370497427101,58.3766233766234,191.654496446949,79.6346483704974
350,2970,53.0151515151515,166.772053872054,80.2138047138047,263.347474747475,109.423905723906
400,2320,67.8685344827586,213.496982758621,102.6875,337.130172413793,140.081465517241
450,1820,86.5137362637363,272.15,130.898351648352,429.748351648352,178.565384615385
500,1472,106.966711956522,336.489809782609,161.844429347826,531.346467391304,220.780570652174
