"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.EpCAM: SMA","Nexpected.SMA","Nexpected.Unclass"
50,109359,0.21680885889593,2.60430325807661,6.7243848242943,1.52865333443064,1.71926407520186
100,27379,0.865992183790496,10.4022791190328,26.8589795098433,6.10584754739034,6.86719748712517
150,12180,1.94663382594417,23.3829228243021,60.3753694581281,13.7251231527094,15.4365353037767
200,6825,3.47399267399267,41.7295238095238,107.746813186813,24.4940659340659,27.5482783882784
250,4368,5.42811355311355,65.2023809523809,168.354395604396,38.271978021978,43.044184981685
300,3080,7.69805194805195,92.4688311688312,238.757142857143,54.2766233766234,61.0444805194805
350,2220,10.6801801801802,128.29009009009,331.248648648649,75.3027027027027,84.6923423423423
400,1716,13.8170163170163,165.969696969697,428.538461538462,97.4195804195804,109.567016317016
450,1363,17.3954512105649,208.953778429934,539.524578136464,122.650036683786,137.943506969919
500,1092,21.7124542124542,260.809523809524,673.417582417582,153.087912087912,172.17673992674
