"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.SMA","Nexpected.Unclass"
50,56256,0.0712812855517634,3.53100113765643,4.71595918657565,1.03071672354949
100,14016,0.286101598173516,14.1723744292237,18.9284389269406,4.13698630136986
150,6272,0.639349489795918,31.6709183673469,42.2992665816327,9.24489795918367
200,3504,1.14440639269406,56.689497716895,75.7137557077626,16.5479452054795
250,2242,1.7885816235504,88.5994647636039,118.332292595897,25.8626226583408
300,1568,2.55739795918367,126.683673469388,169.197066326531,36.9795918367347
350,1134,3.53615520282187,175.167548500882,233.951499118166,51.1322751322751
400,888,4.51576576576577,223.693693693694,298.762387387387,65.2972972972973
450,693,5.78643578643579,286.637806637807,382.829725829726,83.6709956709957
500,551,7.27767695099818,360.508166969147,481.49001814882,105.234119782214
