"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.EpCAM: SMA","Nexpected.SMA","Nexpected.Unclass"
50,116560,0.255808167467399,3.02059883321894,1.70220487302677,3.21813658201784,3.20024021962938
100,29016,1.02760545905707,12.134029500965,6.83791701130411,12.9275572098153,12.8556658395368
150,12870,2.31678321678322,27.3567210567211,15.4163947163947,29.1457653457653,28.983682983683
200,7316,4.07558775287042,48.1247949699289,27.1198742482231,51.2720065609623,50.9868780754511
250,4653,6.40812379110251,75.6675263271008,42.6410917687513,80.6159467010531,80.1676337846551
300,3237,9.21130676552363,108.767686129132,61.2940994748224,115.880753784368,115.236329935125
350,2414,12.3516984258492,145.849627174814,82.1909693454847,155.387738193869,154.523612261806
400,1798,16.583426028921,195.818131256952,110.349833147942,208.624026696329,207.463848720801
450,1430,20.851048951049,246.21048951049,138.747552447552,262.311888111888,260.853146853147
500,1150,25.9278260869565,306.157391304348,172.529565217391,326.179130434783,324.365217391304
