"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.EpCAM: SMA","Nexpected.SMA","Nexpected.Unclass"
50,170312,0.80902696228099,4.03741955939687,1.42505519282258,3.36041500305322,1.10773756400019
100,42456,3.24540700960995,16.1960853589599,5.71660071603543,13.4802854720181,4.44368287167891
150,18908,7.28723291728369,36.3666701925111,12.8360482335519,30.2686164586418,9.97784006769621
200,10614,12.9816280384398,64.7843414358395,22.8664028641417,53.9211418880724,17.7747314867157
250,6860,20.0855685131195,100.236297376093,35.3795918367347,83.4284256559767,27.5016034985423
300,4698,29.3288633461047,146.364623243934,51.6611323967646,121.82183908046,40.1577266922095
350,3500,39.3677142857143,196.463142857143,69.344,163.519714285714,53.9031428571429
400,2684,51.3364381520119,256.19262295082,90.4262295081967,213.233606557377,70.2909836065574
450,2106,65.4259259259259,326.505698005698,115.244064577398,271.75641025641,89.5826210826211
500,1715,80.3422740524781,400.945189504373,141.518367346939,333.713702623907,110.006413994169
