"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.EpCAM: SMA","Nexpected.SMA","Nexpected.Unclass"
50,217140,0.505176383899788,5.26395873629916,1.54633876761536,3.29137883393203,6.17413189647232
100,54180,2.02462163159838,21.0966408268734,6.19734219269103,13.1910299003322,24.7443890734588
150,24080,4.55539867109635,47.4674418604651,13.9440199335548,29.6798172757475,55.6748754152824
200,13545,8.0984865263935,84.3865633074935,24.7893687707641,52.7641196013289,98.9775562938354
250,8652,12.6784558483588,132.11003236246,38.8085991678225,82.6040221914008,154.952727693019
300,6020,18.2215946843854,189.86976744186,55.7760797342193,118.71926910299,222.69950166113
350,4440,24.7058558558559,257.436036036036,75.6243243243243,160.966216216216,301.948423423423
400,3380,32.4538461538462,338.170414201183,99.3408284023669,211.44674556213,396.642307692308
450,2679,40.9458753266144,426.657708100037,125.334826427772,266.774916013438,500.429637924599
500,2184,50.2261904761905,523.358974358974,153.741758241758,327.239010989011,613.85119047619
