"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.EpCAM: SMA","Nexpected.SMA","Nexpected.Unclass"
50,33489,0.189614500283675,3.15103466809997,0.606318492639374,3.90238585804294,6.78001731911971
100,8281,0.766815601980437,12.7430262045647,2.45199855089965,15.7815481222075,27.4189107595701
150,3721,1.70653050255308,28.3593120128998,5.45686643375437,35.1214727223865,61.0201558720774
200,2116,3.00094517958412,49.8700378071834,9.59593572778828,61.7613421550095,107.304347826087
250,1369,4.63842220598977,77.081811541271,14.8319941563185,95.4616508400292,165.855368882396
300,900,7.05555555555556,117.25,22.5611111111111,145.207777777778,252.284444444444
350,676,9.39349112426036,156.102071005917,30.0369822485207,193.323964497041,335.881656804734
400,529,12.0037807183365,199.480151228733,38.3837429111531,247.045368620038,429.217391304348
450,400,15.875,263.8125,50.7625,326.7175,567.64
500,324,19.5987654320988,325.694444444444,62.6697530864198,403.354938271605,700.79012345679
