"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.SMA","Nexpected.Unclass"
50,43132,1.84568301956784,2.10284707409812,5.73400259667996,2.18830566632663
100,10824,7.35476718403548,8.37952697708795,22.8491315594974,8.72006651884701
150,4840,16.4479338842975,18.7396694214876,51.0989669421488,19.5012396694215
200,2706,29.4190687361419,33.5181079083518,91.3965262379896,34.880266075388
250,1749,45.516295025729,51.8582046883934,141.405946255003,53.9656946826758
300,1188,67.010101010101,76.3468013468013,208.180976430976,79.4494949494949
350,874,91.0846681922197,103.775743707094,282.973684210526,107.993135011442
400,693,114.874458874459,130.880230880231,356.881673881674,136.199134199134
450,522,152.505747126437,173.754789272031,473.791187739464,180.816091954023
500,416,191.365384615385,218.028846153846,594.516826923077,226.889423076923
