"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.SMA","Nexpected.Unclass"
50,38130,0.600760555992657,6.01421452924207,3.02137424600052,2.96016260162602
100,9579,2.39137697045621,23.9400772523228,12.0268295229147,11.7831715210356
150,4216,5.43334914611006,54.3932637571157,27.3256641366224,26.7720588235294
200,2397,9.55652899457655,95.6704213600334,48.0621610346266,47.0884438881936
250,1517,15.1001977587343,151.168094924192,75.9426499670402,74.4040870138431
300,1054,21.7333965844402,217.573055028463,109.30265654649,107.088235294118
350,783,29.2554278416347,292.876117496807,147.13282247765,144.151979565773
400,598,38.3060200668896,383.481605351171,192.650501672241,188.747491638796
450,483,47.4265010351967,474.786749482402,238.51966873706,233.687370600414
500,399,57.4110275689223,574.741854636591,288.734335839599,282.884711779449
