"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.EpCAM: SMA","Nexpected.SMA","Nexpected.Unclass"
50,13908,0.157750934713834,7.74805867126833,2.02243313201035,1.35957722174288,3.97289329882082
100,3477,0.631003738855335,30.9922346850733,8.08973252804141,5.43830888697153,15.8915731952833
150,1558,1.40821566110398,69.1655969191271,18.0539152759949,12.1367137355584,35.4653401797176
200,840,2.61190476190476,128.285714285714,33.4857142857143,22.5107142857143,65.7797619047619
250,552,3.97463768115942,195.217391304348,50.9565217391304,34.2554347826087,100.099637681159
300,380,5.77368421052632,283.578947368421,74.021052631579,49.7605263157895,145.407894736842
350,272,8.06617647058824,396.176470588235,103.411764705882,69.5183823529412,203.143382352941
400,210,10.447619047619,513.142857142857,133.942857142857,90.0428571428571,263.119047619048
450,182,12.0549450549451,592.087912087912,154.549450549451,103.895604395604,303.598901098901
500,132,16.6212121212121,816.363636363636,213.090909090909,143.25,418.598484848485
