"gridsize","Ntiles","Nexpected.CD8","Nexpected.EpCAM","Nexpected.EpCAM: SMA","Nexpected.SMA","Nexpected.Unclass"
50,9790,1.35832482124617,6.42870275791624,0.02073544433095,0.136057201225741,4.23554647599591
100,2475,5.37292929292929,25.4290909090909,0.082020202020202,0.538181818181818,16.7539393939394
150,1110,11.9801801801802,56.7,0.182882882882883,1.2,37.3567567567568
200,594,22.3872053872054,105.954545454545,0.341750841750842,2.24242424242424,69.8080808080808
250,396,33.5808080808081,158.931818181818,0.512626262626263,3.36363636363636,104.712121212121
300,270,49.2518518518519,233.1,0.751851851851852,4.93333333333333,153.577777777778
350,208,63.9326923076923,302.581730769231,0.975961538461538,6.40384615384615,199.355769230769
400,154,86.3506493506493,408.681818181818,1.31818181818182,8.64935064935065,269.25974025974
450,120,110.816666666667,524.475,1.69166666666667,11.1,345.55
500,99,134.323232323232,635.727272727273,2.05050505050505,13.4545454545455,418.848484848485
