"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"98","Ap4e1",71.8416369920539,-0.0427740664630681,0.274709793698033,-0.155706376126096,0.876264471053737,0.937995033280639
"99","Sh3bp1",1601.57799420589,-0.405176599548298,0.245493171470393,-1.65045975462973,0.0988489381832311,0.256710763051429
"100","Rangap1",1626.89463759512,0.0862856981439859,0.164676477757863,0.523970996458029,0.600298712885996,0.761918481132963
"101","Wdr4",288.20029620681,0.305627033355083,0.151358143842171,2.01923084940692,0.04346323133892,0.15193330788453
"102","Lrrc47",984.501927916716,0.46101510464321,0.15409155660086,2.99182586517291,0.00277314396220309,0.0286234632238749
"103","Camsap2",237.739169440785,-0.103321851735165,0.157015344382603,-0.658036653305666,0.510514578978726,0.694394628367481
"104","Celf5",22.4983406896021,-0.465825284954296,0.4154935276142,-1.12113728372402,0.262229430570463,0.467391506157037
"105","Med14",536.814647169178,0.469941770944069,0.24448081101932,1.92220309227841,0.0545802078897725,0.175758579715885
"106","LOC100361083",14.4515604528368,0.74777879800475,0.600510892869002,1.24523769157985,0.213044391579085,0.411500825789816
"107","LOC102552805",29.4940488669077,0.0579205889159427,0.364709886930253,0.158812774184593,0.873816384201997,0.936590243450914
"108","Tspan17",283.265698813677,-0.233320566551652,0.221385990204484,-1.05390845344886,0.291924832248349,0.497400850660779
"109","Chaf1b",145.909026024566,-0.65641029775205,0.270678578690643,-2.42505447208756,0.0153060899509201,0.078947080934481
"110","B3galt4",157.984532675617,0.525836250716034,0.242040026064775,2.17251774124049,0.0298166329407441,0.120392104138978
"111","Mlxipl",23.6967366449166,-0.959195790858738,0.557841697999039,-1.71947668003189,0.0855276103450047,0.234980163400655
"112","Fbxo32",135.392232225989,0.232752894057048,0.218468622277341,1.06538363098008,0.286702361147053,0.491742209756824
"113","Mpnd",1978.55931593251,-0.261795670854974,0.133251596998534,-1.96467191952569,0.0494522220157908,0.16453911015318
"114","Tnfrsf4",8395.69551074479,-0.0768338907156652,0.389172168327784,-0.197429048037554,0.843491799899781,0.919146577797305
"115","Tmem242",322.868341514646,-0.423060155977246,0.159727540802614,-2.64863625803924,0.00808172630800126,0.0537959939111005
"116","Tpm3",11179.1290303922,-0.210090944902981,0.080240440535863,-2.61826759050609,0.00883774708478985,0.0568848499675854
"117","C2",1063.12066699254,-1.42179305752186,0.664871892518407,-2.13844662937454,0.0324805113936393,0.126107608293454
"118","Tprn",272.428568362523,0.49262163107682,0.209969849458309,2.34615413759505,0.0189682613787043,0.0895860310137073
"119","Fxyd2",1215.03687871769,-3.30032484756826,0.707471971280369,-4.66495491205877,3.08684715472357e-06,0.000910202769136058
"120","Rgs10",1251.44679555631,-0.917745191312573,0.308053589267783,-2.97917382976765,0.00289026760333956,0.0294828145202806
"121","Rgs1",44465.6304819393,-0.252729060102652,0.337719094455245,-0.748341045123063,0.454254472953598,0.648086347577318
"122","Trim17",2.77234479932687,0.082669659848628,0.937977117845128,0.0881361157706598,0.929768491824192,NA
"123","Chad",18.5788171932783,0.0111230960117146,0.935939318028714,0.0118844200659741,0.990517827925235,0.994799955993056
"124","Arf6",8953.89716794026,0.244588618680674,0.162823797902111,1.50216750764971,0.133053853957021,0.306749993536226
"125","Arf4",5104.94371703578,0.285001873426929,0.17792338635062,1.60182356728136,0.1091946300088,0.271678731426113
"126","Arf2",346.208226721978,-0.473511501913558,0.221672201592175,-2.13608877663744,0.0326721783921281,0.126491648778608
"127","RGD1308430",777.26803922403,-0.0844061822899981,0.181016019806813,-0.466291228699424,0.641007056298736,0.792811130735655
"128","Hipk1",1081.26103204228,0.312615711479558,0.198503380795129,1.57486341153153,0.115287975711415,0.280506649199718
"129","Armh4",7.21940670466655,1.39562402868432,1.16456164648975,1.1984114648555,0.230756871324355,NA
"130","Mapk1ip1l",304.612985876805,-0.140536680882292,0.276681858102926,-0.507936016643392,0.611498215298412,0.770552729141335
"131","Bola3",630.902418221983,-0.349105359819601,0.243415229821551,-1.43419686629933,0.151516091080874,0.334217661482479
"132","LOC679149",71.2607928800541,-0.824467828907182,0.608099742192911,-1.35581019313379,0.175159567283376,0.365250550279365
"133","Tmem128",856.936622216023,-0.438057241584282,0.139215989516992,-3.14660150104966,0.00165179918142563,0.0214640574996526
"134","Osgep",448.280791846636,-0.218752225190176,0.155291195262042,-1.4086582617968,0.158936242227453,0.343841840710194
"135","Magoh",830.726520582179,-0.0776836994401164,0.187339632008436,-0.414667727310462,0.678385160747501,0.819893885427632
"136","Tmem255b",6.58779838186883,1.66203233064392,1.05676199561211,1.57275937017513,0.115774546794698,NA
"137","Ewsr1",220.456857290818,0.75320955213605,0.268952667205051,2.80052828612329,0.00510190359719582,0.0406290279163551
"138","Pak1ip1",433.884600709441,0.0167714828882957,0.185459735847757,0.0904319355984814,0.927943979714673,0.96611020313838
"139","Fyco1",623.97729421435,0.0739698555065373,0.276046303439458,0.267961767953036,0.788728747594408,0.886842279321344
"140","Mrps18c",514.951052913982,-0.507328158072091,0.241554297575818,-2.10026550205695,0.035705492165259,0.134003068291357
"141","Kat2a",814.856255820604,0.262572354219886,0.163567522761507,1.60528416513794,0.10843128235008,0.270396637814714
"142","Map7d1",1676.52959488857,-0.155247926124994,0.142620676877274,-1.08853729714511,0.276357980594374,0.481947821017363
"143","Mir155hg",147.218867121137,0.668095143124158,0.437400585708249,1.52742169295993,0.126656185601442,0.297229293377442
"144","Mcart1",76.5009192662244,0.457291819814847,0.248171027177956,1.84264789091168,0.0653804367806212,0.197535465321677
"145","Slc10a3",333.632238181163,0.0482127418736293,0.184253408999781,0.261665399491668,0.793579418501684,0.890644116433841
"146","Atg4d",990.619046540594,0.122928367400794,0.175334771452013,0.701106610986389,0.483236484919266,0.673149904298926
"147","Atad1",649.42593346863,0.252031691229688,0.146010551644019,1.72611971115727,0.0843258783939494,0.232674591117346
"148","Mterf4",143.926880117051,-0.0751064778876801,0.166977835009122,-0.44979908790635,0.652855315577564,0.801829505004078
"149","LOC306079",60.9252901255803,0.166812185533135,0.252296271941245,0.661175784523612,0.50849958881705,0.692926599899659
"150","Slc25a15",88.2013907429994,0.0144370360324832,0.263590385366743,0.0547707231900605,0.956321124889047,0.97870784837981
"151","Fn3krp",91.693901441238,0.0306182851627661,0.363904287241235,0.0841382919527656,0.932946479992021,0.969049821598767
"152","Arhgap5",64.7399605401035,-0.562821294022473,0.288235213449225,-1.95264585227932,0.0508615739645439,0.167441089907415
"153","Camp",57.3425956809372,0.592989916683798,1.16327094179244,0.509760792073154,0.610219057204358,0.769652013190699
"154","Fbxo5",182.836780853343,-0.195308574682479,0.250760317562661,-0.778865558078877,0.436058914473596,0.633199216290299
"155","Ttyh1",3.20688205810186,-0.0175143602010072,1.0077576443849,-0.0173795359415977,0.98613383464367,NA
"156","Dhx37",418.328031627388,0.510459449401876,0.240018540369194,2.12675007779271,0.0334408542318535,0.128509672381653
"157","Il12rb1",331.828862995922,-0.0300703409623514,0.448821727650545,-0.0669984074072376,0.9465829710582,0.975278139035316
"158","Stk26",460.685028225603,0.480344509689512,0.360216960438201,1.33348665511246,0.182372151959333,0.374070347410476
"159","Myh2",4.96259844648105,0.864034192230562,1.12341657871696,0.76911290842562,0.441826285791298,NA
"160","Cyp4v3",508.331093864092,-0.610683632165429,0.240053830085128,-2.5439445475578,0.0109608483756294,0.0642573110038245
"161","Myrf",18.8700191756758,-0.836648855253903,0.744009618157373,-1.12451349395988,0.260795249228909,0.465865005044031
"162","Rab11fip1",1556.55322968745,0.459286570194522,0.205344104649821,2.23666791397667,0.0253080525719891,0.108396909861679
"163","Las1l",384.900860025641,0.308357336284323,0.173773585076074,1.7744776120567,0.0759841820662424,0.217012415272959
"164","Dact2",17.5686501576277,0.53871307047951,0.806854286246193,0.66767082937096,0.504343734349536,0.69008463494019
"165","Srsf9",810.97742581059,-0.495374487340854,0.188237265963421,-2.63164939633748,0.00849714995527224,0.0555113209652815
"166","Arpc5",8240.16391538796,-0.445915113665249,0.142473885434715,-3.1298024357564,0.00174923904632878,0.0218855481599163
"167","Armcx3",273.184806325393,0.243044815411183,0.268804610209247,0.904169073670234,0.365905756269628,0.571106123161894
"168","Mzb1",89.2563725694866,1.93741579560177,0.650603437625574,2.97787512877662,0.00290254211598583,0.029490220313914
"169","Ercc3",676.246917351466,0.310562809041874,0.14302726889291,2.17135383654989,0.0299044356243925,0.120477242994447
"170","Tnks",227.912239624845,0.424137992274925,0.2100065921293,2.0196413263722,0.0434206052097553,0.151881629637201
"171","Prag1",335.488378340669,-0.901276038545989,0.290023305115877,-3.10759867447855,0.00188614008175031,0.0228135125187316
"172","Kif26b",5.80967633099485,0.0144707273287179,1.00062995670443,0.0144616171360462,0.988461701147811,NA
"173","Arhgap30",2989.71981487371,0.00509100441660113,0.203694943427948,0.024993278335365,0.980060325046699,0.99059275025565
"174","Mfhas1",325.240345229024,-0.186510911983709,0.348823421341845,-0.53468574806773,0.592867178212444,0.756777923750762
"175","Dcaf10",189.699071664664,0.277009242738333,0.163489748720681,1.69435236708081,0.0901983451227375,0.242798693734312
"176","Trim14",790.112447535607,-0.15132064226756,0.293102806009328,-0.516271557846307,0.605664758178829,0.765589446382925
"177","Gpr87",4.34845951349264,-0.947616721346127,0.950884875829422,-0.99656303873753,0.318976654199167,NA
"178","Naa15",765.889401975166,0.111964602426714,0.154334933726674,0.725465063049192,0.468166770576106,0.660421446468233
"179","Necab3",8.58858259879738,-0.414339753841424,0.770039289578017,-0.53807612085415,0.590524497365655,NA
"180","Arhgap45",9430.61285476146,0.219215844310971,0.238656452164349,0.918541452883115,0.358335467331727,0.564818257845936
"181","Cd3e",10438.7523023328,0.405689594287645,0.343872098562881,1.17976886168756,0.238092157218975,0.441016202930223
"182","Slirp",311.044848904405,-0.77519680612808,0.323286621868171,-2.39786231069032,0.0164910629004909,0.0825309615799795
"183","Apobec3",308.112145952351,-0.04032385450572,0.224052854490708,-0.179974741216217,0.857172397978995,0.9267417363939
"184","Hmcn1",18.9206561750594,-0.0202191306853638,1.03798559658641,-0.0194792015918696,0.984458828621146,0.99205484223836
"185","Golga7b",2.15953933113935,0.00953453219600676,1.04072102713531,0.00916146781645368,0.99269030852854,NA
"186","Ybx2",20.2982752547111,0.192472188928281,0.514250547770037,0.374277071289287,0.708198188939381,0.838614857427064
"187","Trem3",51.6273650384952,-0.729054575300612,0.461122181864364,-1.58104425242128,0.113867919864577,0.278865529929002
"188","Mtfr1l",1120.78531829088,0.157363138177517,0.121817178756474,1.29179759196446,0.19642724951539,0.390990930890879
"189","Paf1",1538.18065009983,0.0526160278169463,0.111769832480105,0.470753392480141,0.637816851155041,0.790209158085567
"190","Plekho1",1313.87698080992,-1.222222202948,0.401092595031352,-3.04723203092909,0.00230959351999024,0.0257119033705036
"191","Alkbh3",1152.80250889688,-0.00361262542827885,0.13643690479676,-0.0264783596026334,0.97887579408239,0.99037509620551
"192","Tbc1d2b",588.691233390063,-0.305086160460631,0.187090308434457,-1.63068928055945,0.102955899585297,0.262625406704603
"193","Nostrin",55.8564443695478,-1.60121922143512,0.548898015639413,-2.91715250522423,0.003532430115195,0.0331650782880493
"194","Nmb",13.9311432834865,0.141001738997578,0.638734935250033,0.220751568790242,0.825285875722637,0.908380640045801
"195","Arid1a",1574.34095568778,0.186406144489996,0.146425240951108,1.27304652721888,0.203001532092494,0.398622518921726
"196","Snx5",2495.78407695118,0.15528691979709,0.140267335617351,1.10707827388062,0.268260087949536,0.474039125288215
"197","Wsb2",219.126960739176,-0.803572462394965,0.203787478683032,-3.9431885981809,8.04053743171683e-05,0.0040801052734898
"198","Ep400",1226.58606945777,0.650239620623321,0.212126598463692,3.06533751699515,0.00217424480427749,0.0247469922694909
"199","Kif22",403.359774714193,-0.559811711942094,0.28605868469961,-1.9569820525811,0.0503495784826968,0.16625723403336
"200","Pgam5",530.100885542272,-0.0476227433143924,0.142742971339857,-0.333625837177,0.738661919039836,0.857684284453449
"201","Fam118b",462.878150679449,-0.130297144081646,0.157834409219571,-0.825530660430218,0.409070383152175,0.611492471186711
"202","LOC100125364",223.551805003126,-0.0215269448266954,0.163079248792468,-0.132002967796904,0.894981944329998,0.947158115495225
"203","Pspc1",547.007702241174,0.628906756617661,0.178953350428574,3.51436145292333,0.000440812552974709,0.0105005784998997
"204","Sp110",1762.63704954681,-0.0377888561826411,0.142591187264238,-0.265015369516588,0.790997621855305,0.888502419714657
"205","Memo1",918.921742112631,0.016875490727405,0.0893314379999199,0.188908754915824,0.850164331694866,0.922634378169402
"206","Gmcl1",616.463393079359,0.331499144099034,0.13882423036036,2.38790550639847,0.0169446979021659,0.0836500697342219
"207","Pop4",483.359646386183,0.226394457908054,0.139118973698598,1.62734422120263,0.103664010930362,0.263157216187524
"208","Catsperd",41.6577009694143,0.547624048080464,0.415142468842913,1.31912316657654,0.187127939388908,0.38074707548172
"209","Tmem167b",137.14444492946,0.417047744157471,0.188753306295713,2.2094857692405,0.0271408711584803,0.113537923442876
"210","Cmc1",204.010311587044,-0.359377992700742,0.206034999676748,-1.74425701101549,0.0811142841326895,0.226795704737991
"211","Snrpf",910.737923374327,-0.0843910255321304,0.225917928452059,-0.373547270508186,0.708741170340242,0.83894928173536
"212","Slc25a38",510.576101492199,0.460657223590077,0.174693749387292,2.63694164906159,0.0083657220558023,0.0550150859727565
"213","Obi1",97.5023386183928,0.258108923315541,0.231918555451133,1.11292916090074,0.265738854794078,0.471263151138392
"214","Hectd2",76.8954159130502,-0.522201995644235,0.240332849200454,-2.17282821462614,0.0297932489200925,0.12038076685303
"215","Abcf3",1263.39152365814,0.551319610246029,0.121579047210832,4.53465973696912,5.76964229120026e-06,0.00130349929343116
"216","Slc1a3",11.0440606710651,-1.79961663286596,1.40178307198189,-1.28380536820266,0.199210064814739,NA
"217","Borcs8",279.986999547566,-0.382383041312616,0.229467007487981,-1.66639660096951,0.0956344473648244,0.251475493070676
"218","Pa2g4",562.194113561797,-0.296018556021319,0.173903377479239,-1.70220130461042,0.0887176383036125,0.240474393513643
"219","Pnkp",728.717370725834,0.141964227825422,0.128983674209493,1.10063718292632,0.271054595806763,0.47734914175115
"220","Tmod4",18.4290652715699,0.567639649641169,0.38344375513679,1.48037265449445,0.138773823557361,0.315329031396068
"221","Psmd12",1159.04295705367,-0.0228013710498625,0.120978974192324,-0.188473833590409,0.850505225699157,0.92282566010719
"222","Prelid3b",1219.81469463608,-0.201385869147776,0.172956452012697,-1.16437326739908,0.244272776239409,0.447977137127577
"223","Ythdf2",1279.63098378776,0.112642250544413,0.124531435969855,0.904528641038714,0.365715154405208,0.570890303986381
"224","Arl2bp",1174.87071179977,-0.185757355171299,0.158983432435253,-1.16840699893021,0.242642633133253,0.446059509174331
"225","Ubfd1",494.397923088761,-0.198602655096499,0.146812194439759,-1.35276674975382,0.176130158300052,0.366218524222163
"226","Tbc1d14",476.395269861326,0.326672760247498,0.198025737662697,1.64964799072699,0.0990149533816639,0.256736709335535
"227","Selenok-ps2",4.47152641512348,0.290754861511904,0.649386123945016,0.447738026408033,0.654342274492483,NA
"228","Gprc5a",1527.14699938374,0.18764398072785,0.374054197220188,0.501649178440826,0.615914319524936,0.773548117777796
"229","Tincr",65.0166484187571,0.508161250769262,0.30249843692679,1.67988058362181,0.0929805522506876,0.247057434255967
"230","Phactr1",32.5613420024649,-1.14003783956759,0.576104161025717,-1.97887451036254,0.0478301367630536,0.160759948270152
"231","Atp5mc3",5021.91642230545,-0.314160036232011,0.221195354054035,-1.42028315909052,0.155525262011724,0.339670985069123
"232","Ocrl",111.590005208415,-0.476226534090808,0.354958558145815,-1.34163981445737,0.179712810205569,0.370916904907824
"233","Snx19",354.90101120653,-0.169298858334977,0.145679939263054,-1.16212883662228,0.245183135608795,0.449229850945354
"234","Ccnt2",700.579576050523,0.236366904746652,0.1658072632329,1.42555217508561,0.153997649424882,0.337847246174434
"235","Tfcp2l1",9.73304020016313,-0.0587194992597603,0.791663373423827,-0.0741723076132816,0.940873280462346,NA
"236","Smpdl3b",135.81884319046,-0.39998532631054,0.245899578043026,-1.62662062901366,0.103817695266936,0.263345978926358
"237","Foxj2",835.46941708904,0.310222031946999,0.202085494470896,1.53510291651179,0.124758550018015,0.29455004992351
"238","Zswim5",62.6251709414035,0.84067025684803,0.465022377106372,1.80780602877468,0.0706366951424249,0.207552096765468
"239","Lime1",2130.28421075164,0.301492097996853,0.314698849921902,0.958033682270124,0.338045774382783,0.544768005689241
