"","10LB","10LC","10LD","10NA","10ND","10RBL","10RBU","10RC","11LB","11ND","11RC","11RD","12LC","12LD","13NA","14NB","14NC","14RD","15LB","15NC-D","15ND","15RD","16LA","16LC","16LD","16ND","16RD","17NA","17ND","17RB","2N","2RA","2RD","3LA","3NB","3RB","3RC","4LB","4NC","4ND","4RB","5LA","5LB","5LC","5LD","5RB","6LDU","6ND","6RB","6RC","7NB","7NC","7RA","7RB","7RD","8LD","8RCL","8RCU"
"CD8",0.0228977401821137,0.0100340714520434,0.0681087685159526,0.046562711539908,0.0227194879526846,0.0202714813177359,0.0670640985529038,0.0417305711342566,0.152177738773681,0.380067171051444,0.050418603715108,0.0224452418752018,0.107059057466693,0.0223692560965648,0.0355810679060535,0.106152004735647,0.0541297977067744,0.0103370617114103,0.0129612204366809,0.010787460286585,0.0104720537207619,0.0328312348073089,0.0171528413159012,0.0476926119861338,0.0316167665758732,0.0753308198822148,0.0306485937592836,0.0472687015058753,0.111526720118085,0.0411073596330847,0.0301040967138085,0.0858191749091156,0.0742194780431157,0.0531246414587471,0.276829917860447,0.0266553579642389,0.0232139311385568,0.0244473882371464,0.00813878305467377,0.00762451633757023,0.0280096449579857,0.0453951787168959,0.0257829624400936,0.0515054602700039,0.0348107762848735,0.0596672294268477,0.0556252700006171,0.0815901125430434,0.155480427254777,0.0788010213529223,0.0206734110298608,0.0479456512895615,0.0319309795486363,0.0169469113521434,0.0321690077775606,0.0562336342953625,0.0176690744267719,0.0287668011746126
"EpCAM",0.266314906408934,0.296041139404701,0.194893106594036,0.555444823554349,0.465147815290904,0.347853361851617,0.163958472607062,0.361817557514021,0.455467236429688,0.423177624094906,0.311258528044436,0.265034819219336,0.581189103201432,0.739762609411425,0.338458463882884,0.368885019612605,0.546049449455146,0.507712748414576,0.215390990012716,0.224532084116795,0.401776130207943,0.149980881107803,0.424868397270005,0.477450786479425,0.354175562795616,0.375935710177509,0.242856718465585,0.182683975918826,0.5278355530209,0.660611956857736,0.313685928213308,0.430418479290512,0.265962886676766,0.395391528632906,0.473121022679488,0.436608192400455,0.388552877169294,0.349872271946222,0.723584571380561,0.377689258178292,0.30318040917295,0.348773829788185,0.470588036624371,0.2846329724021,0.237492099743837,0.343537541709383,0.267647665953286,0.469847319830979,0.177143939704656,0.247887779298085,0.26649275033072,0.140550899935816,0.232309502529544,0.203565927487804,0.255333197983413,0.593615407729621,0.553603622981529,0.257857507750422
"EpCAM: SMA",0.120030410542321,0.167235485042575,0.206384476435713,0,0,0.150545471925821,0.335904973488285,0.027675403456564,1.00783553364504e-05,0.018544266084036,0.173017418342088,0.149355669424051,0.0114933386359117,0.0110840920658259,0,0.063993035302689,0.126293377338986,0.132525465733159,0.0414452883412291,0,0.0548253825607229,0,0,0,0,0.132690974538186,0,0,0.00170250595457748,0.12023329986557,0.092148273941956,0.00169078930906413,0.122200132854801,0.147560841875463,0,0,0.11600413009809,0.105386775000532,0,0,0.164444034127445,0,0,0,0.00956350329898595,0,0,0.107080733317169,0,0.119228740414807,0,0,0.193193417623739,0.525612994299805,0,0.00185299125731538,0,0
"SMA",0.393649789398256,0.308196749664186,0.406670294171786,0.285519900990776,0.283720378932692,0.254764664412288,0.286529107365132,0.131143413070848,3.64371308317822e-05,0.014002997417887,0.208405029282135,0.282367270310208,0.00497116723006562,0.0019855856535153,0.35738956298038,0.181603615050858,0.0814721028821806,0.089090018186444,0.266750081135199,0.267973697291923,0.104215032826581,0,0.374246358068715,0.239858006891454,0.411457244977132,0.312897875011208,0.503444709110452,0.515150256476267,0.0111711228152571,0.0539738376342205,0.196137408430651,0.0391991449539054,0.182066035526712,0.0995966589184779,0.0426761234616355,0.380376399695298,0.151344267503276,0.149662177203559,0.176530861987719,0.504436860068259,0.224308970851053,0.477254010165589,0,0.459279482481496,0.0727252965195933,0.462561160757366,0.647133932365244,0.25345808938465,0.483032657373934,0.391436209983915,0.346743567637522,0.735945452408718,0.338371256425673,0.119487518539035,0.560654157551102,0.00363443845064175,0.248645879366917,0.507401833149184
"Unclass",0.197107153468375,0.218492554436495,0.123943354282513,0.112472563914967,0.228412317823719,0.226565020492538,0.146543347986618,0.43763305482431,0.392308509310462,0.164207941351727,0.256900420616233,0.280796999171204,0.295287333465898,0.224798456772669,0.268570905230682,0.2793663252982,0.192055272616914,0.260334705954411,0.463452420074175,0.496706758304696,0.428711400683991,0.817187884084888,0.183732403345379,0.234998594642987,0.202750425651378,0.103144620390882,0.223049978664679,0.254897066099032,0.347764098091181,0.124073546009389,0.367924292700277,0.442872411537403,0.355551466898605,0.304326329114405,0.20737293599843,0.156360049940009,0.320884794090783,0.37063138761254,0.0917457835770463,0.110249365415878,0.280056940890566,0.12857698132933,0.503629000935536,0.2045820848464,0.64540832415271,0.134234068106403,0.0295931316808527,0.0880237449241583,0.184342975666633,0.162646248950271,0.366090271001897,0.0755579963659046,0.204194843872407,0.134386648321212,0.151843636687924,0.34466352826706,0.180081423224782,0.205973857925782
