"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"19","Inhba",243.588482042787,-1.19858047383281,0.708349994055379,-1.69207381081604,0.0906319011678922,0.469088758412923
"20","Fdx1",605.494227088259,0.231476072855131,0.212165336312156,1.09101739652025,0.27526522782115,0.666060599243601
"21","Cd63",13662.6276811135,-0.435773293897606,0.335359144001172,-1.29942272841704,0.193798895855085,0.588034254594776
"22","Vdr",724.821150890122,0.439389129577026,0.441010523072364,0.996323458487925,0.31909300939034,0.691415281663175
"23","Tbxa2r",31.9407511754877,-0.583583195894131,0.562663344335789,-1.03718005050256,0.299651953587412,0.679854946266353
"24","Cd37",90.4689472820965,-0.904507479779753,0.657155449991022,-1.37639804979493,0.168698431439964,0.561906988597217
"25","Areg",2964.01655905631,0.0785877643886436,0.526270406537744,0.14932962867067,0.881293537079414,0.9653533294125
"26","Casp12",384.907520620909,0.699853252269544,0.265368661884481,2.63728673649567,0.00835721563845174,0.238873720028801
"27","Anxa7",1597.14824361077,0.284998775199724,0.101393411825464,2.81082143374673,0.00494152023764974,0.19740312286783
"28","Slco1a2",9.8276058677703,0.906758339018954,0.987309474815621,0.918413488524752,0.35840243165506,0.717080176285735
"29","Acsl6",5.24032795954265,-0.444593614625925,1.14466779623279,-0.388404055822244,0.697717043259718,0.89205498687096
"30","Lonp1",1215.42791422576,0.0278044818949636,0.120223854143182,0.231272588066004,0.81710304100609,0.939365545817647
"31","Naa35",524.123796451633,-0.00991831313807966,0.128366103124345,-0.0772658271667876,0.938412075581204,0.981759355743415
