"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","baseMean.1","log2FoldChange.1","lfcSE.1","stat.1","pvalue.1","padj.1","baseMean.2","log2FoldChange.2","lfcSE.2","stat.2","pvalue.2","padj.2"
"Scd",118.4126183657,-0.208664027874856,0.561515937702143,-0.371608379859633,0.71018444900126,0.866329149456697,118.4126183657,0.961737408193317,0.559114469229218,1.72010824459461,0.0854127673658351,0.259995658713756,118.4126183657,1.23314715580372,0.532890003105579,2.31407447806709,0.0206636371096364,0.0954770732521145
"RGD621098",295.763942966186,0.38944123153545,0.205351679561613,1.89645992848382,0.0578992538976686,0.247626974314409,295.763942966186,0.195477943994714,0.205311752949028,0.952103039338642,0.341044727776363,0.568922611502962,295.763942966186,0.0840722922273995,0.196138948596005,0.428636396948199,0.668187853697507,0.804241327238198
"Fbxo6",1081.18340456798,-0.372410240748151,0.160170220226995,-2.32509039583243,0.0200671270950197,0.147682121510536,1081.18340456798,-0.529213668385178,0.160121553393514,-3.30507453349883,0.000949511457964351,0.020826548488369,1081.18340456798,-0.294721250095064,0.152525649940805,-1.93227335998532,0.0533257747150336,0.173131351131912
"Ppp1r3b",149.379673350573,0.0978381596412352,0.403167457662019,0.24267375201511,0.808258142571543,0.912032249604766,149.379673350573,0.173080735279533,0.402705386638268,0.429794934516243,0.66734481797766,0.817738327078138,149.379673350573,0.282807088577498,0.38409114212373,0.736302032412908,0.461546909622427,0.651563485443686
"Lmo1",29.2050733042307,-1.2138796888781,0.812771090654356,-1.4935074621082,0.135304402422567,0.377466459588563,29.2050733042307,-1.65587831391719,0.814229959383574,-2.03367401903364,0.0419844733676716,0.177569109391809,29.2050733042307,-1.22509125500466,0.772911097941017,-1.5850351460449,0.112958349143845,0.273390902424037
"Ppp2ca",83.4743683970274,0.419264137656677,0.267979997971552,1.56453519229142,0.117691935010307,0.35150896366677,83.4743683970274,0.338222003747747,0.267749369768721,1.26320373429786,0.206515971169777,0.426670361792587,83.4743683970274,0.183358803591888,0.245396160907502,0.747195078006951,0.454945814713323,0.646111902961117
"Cisd2",662.111916101695,0.238611658694819,0.286517272840615,0.832800257831416,0.404957389310856,0.660521472393137,662.111916101695,0.12895741509483,0.286463951522747,0.450169783699958,0.652588022049795,0.808769539218971,662.111916101695,-0.21219973595983,0.27323881844667,-0.776609038079437,0.437389467565542,0.630658445824936
"Ern1",534.004497778153,0.680055919163738,0.407072196126388,1.6706027226497,0.0948001743642611,0.315400346328788,534.004497778153,0.847695391280791,0.406928207433164,2.08315711665189,0.0372369045348649,0.165581122779093,534.004497778153,0.285978603276564,0.388051839436645,0.736959793031091,0.461146800565886,0.651364834013727
"Foxred2",13.1598191670594,-0.603013437695055,0.775136341005018,-0.777944995990262,0.436601440302491,0.685331228159914,13.1598191670594,-2.36267795272423,0.801904231680593,-2.94633431198217,0.00321564643482065,0.042096722753142,13.1598191670594,-1.22245381573785,0.746733224339062,-1.6370690038867,0.101616052243033,0.255894438130265
"Rfng",414.083369683654,-0.0630836968598618,0.168640605326784,-0.374071812287563,0.708350889364179,0.865390586480435,414.083369683654,-0.13798236569003,0.168423766863981,-0.819257093338045,0.412639746975986,0.631957977110935,414.083369683654,-0.121591416114034,0.160689354183908,-0.756686195744329,0.449237886964094,0.640923977830353
"Hapln2",255.290094045937,0.10021157502654,0.481529999020544,0.208110762009378,0.835142484258097,0.925722634921472,255.290094045937,0.0149461359101306,0.481408209980656,0.0310466992466356,0.975232296992434,0.987944804318983,255.290094045937,0.45984782818549,0.458571246371127,1.00278382437727,0.31596517505273,0.517895616742703
"Ccn2",84.8709011542744,-1.4716999724729,0.644852772847566,-2.28222632272187,0.0224759817893476,0.156554710990512,84.8709011542744,-1.68218135508046,0.644865327388705,-2.60857776598445,0.00909193504725858,0.0751733605436564,84.8709011542744,-1.88370030977846,0.615865365095067,-3.05862355076209,0.00222356369230734,0.0236125241419829
"Pdcd4",3710.54705714828,-0.140199866744447,0.261999118113594,-0.535115796396159,0.592569787495988,0.798544363862365,3710.54705714828,-0.202930802480434,0.261982856874877,-0.774595730809032,0.438578580776819,0.655521859868415,3710.54705714828,0.1535612308501,0.249647991504248,0.615111020620758,0.538481404491898,0.711372799969861
"Ccr7",3378.95128745702,1.04499750379707,0.54109764800856,1.93125493641129,0.0534515332398364,0.238626313362089,3378.95128745702,1.4389088740102,0.541074022486085,2.65935678707843,0.00782900063553459,0.0690382389220003,3378.95128745702,0.512351482847366,0.515663087258226,0.99357796884693,0.320428374329982,0.52160094963495
"Map1lc3a",2186.51538653813,-1.06962049896284,0.312914464455044,-3.41825201601221,0.000630247207721862,0.0253317508484954,2186.51538653813,-1.01620901840936,0.312856917963845,-3.24815901474423,0.00116154337023503,0.0237616872189602,2186.51538653813,-1.13788134684523,0.298171395487556,-3.81619888448594,0.000135523281826771,0.00411448683626076
"Ndufa10",720.284225789634,-0.160990128011754,0.17108957185791,-0.940969845581569,0.346720312345688,0.609552868917242,720.284225789634,-0.151142584433586,0.170871911617227,-0.884537329764078,0.376406220324419,0.600648223921946,720.284225789634,-0.0925703706512119,0.162854334383173,-0.568424359117191,0.569746853955592,0.735271812773114
"Lin7b",6.843677891445,0.244819510285314,0.939516413564001,0.260580344048068,0.79441614929785,NA,6.843677891445,-1.15522587230264,0.962347161703441,-1.20042529169804,0.229974211154728,0.453421286956066,6.843677891445,-0.79114234484758,0.908668884749828,-0.870660763370801,0.383939408183048,NA
"P3h4",50.9707224225398,-0.565200147913841,0.492041688414515,-1.14868345756446,0.250686529486234,0.517040967065358,50.9707224225398,-1.64417619198029,0.496888945436482,-3.30894097580697,0.000936495778349621,0.0206972688656166,50.9707224225398,-0.837890054995305,0.469747269373177,-1.7837039395958,0.0744717856570072,0.212124413236184
"Tgfb1",1347.03769090679,0.297339208801797,0.305763465057023,0.972448453729895,0.330827496725219,0.596621424079934,1347.03769090679,-0.735681207274782,0.305968011606936,-2.40443830520388,0.0161973399623653,0.103401470105709,1347.03769090679,-0.738861770976636,0.291590204695222,-2.53390463424145,0.0112799425386514,0.0655884299297988
"Ppp1r1b",58.2932390677189,0.00344108074281896,0.833755826719547,0.00412720443149172,0.996706976653631,0.998109678001723,58.2932390677189,-2.28871284688946,0.840125845283452,-2.7242500153263,0.00644476988226298,0.0631898162430957,58.2932390677189,-2.16318862141242,0.800723963912308,-2.70154100402236,0.00690189693686884,0.0483557517700011
"Retsat",1726.80084858614,0.456869833395313,0.187714770985552,2.4338512680522,0.0149391322192302,0.128170324277269,1726.80084858614,0.129577972518537,0.18774339266408,0.690186592879914,0.490076853485934,0.694688869866356,1726.80084858614,0.527185255627819,0.178853882106866,2.94757513461644,0.00320276911097528,0.0293766186424138
"Tmem37",129.473669387226,-2.8775936798097,0.943800904329502,-3.04894143098328,0.00229649248754787,0.0491028039291351,129.473669387226,-3.30027818259136,0.944423351148242,-3.49449023955077,0.000474967976324197,0.0140854661346142,129.473669387226,-1.530508428372,0.896431090696,-1.7073352812693,0.0877597520003386,0.233882204242475
"Lmbrd1",731.397992313527,0.291737279288387,0.196547552060308,1.48430889232785,0.137726992313142,0.379967519933921,731.397992313527,0.11100457224208,0.196519628505339,0.564852341144457,0.572174202362645,0.755511710866169,731.397992313527,0.56254810294922,0.18715156207386,3.00584241304493,0.00264846216355028,0.0263751087036036
"Asmt",2.65642784094645,0.531718466698049,1.0768266554903,0.49378278666026,0.621459591052968,NA,2.65642784094645,1.22305305055719,1.04728976541661,1.1678267953575,0.242876637350864,NA,2.65642784094645,0.0583154764134633,1.03448771638089,0.0563713570398665,0.955045974431446,NA
"Zbtb45",147.43021468281,0.101195270796087,0.280607137743732,0.360629710312305,0.718376276239655,0.870151888934341,147.43021468281,0.211085758777472,0.279844008967647,0.754297937469425,0.450670340536644,0.664227375961369,147.43021468281,0.0711401708729985,0.267288112152162,0.266155386785402,0.790119540288652,0.882951606417972
"Map3k9",95.513610396032,0.0661524534014745,0.294834786229058,0.224371263132026,0.822468429378864,0.920365939500528,95.513610396032,0.0556100559557891,0.294090984079581,0.189091332159781,0.850021234873187,0.926335769380432,95.513610396032,0.0748598625889601,0.280710341781341,0.26668010203654,0.789715475527055,0.882846689795319
"Dok2",3987.51987182831,0.233212226598458,0.189341035775879,1.23170460984754,0.218059447197577,0.483185443040953,3987.51987182831,0.112246238219358,0.189328120140466,0.592866174005642,0.553270717220525,0.742172558369118,3987.51987182831,0.2686411735189,0.18042479699264,1.48893709732071,0.136503933597141,0.307924962156421
"Ephb1",14.769068538554,0.124120235541342,1.28693625347159,0.0964462965485044,0.923166124145333,0.964951002882356,14.769068538554,-1.10829060827188,1.29631436644239,-0.854955122740389,0.39257599250079,0.614556411637717,14.769068538554,-1.22657533814317,1.24238866351523,-0.987271837037437,0.323509393170709,0.524965000177953
"Abhd3",36.9087446465445,0.867188365696907,0.501421594398498,1.72945955137249,0.0837268797644295,0.295392167994431,36.9087446465445,-0.403364257168874,0.506817211222034,-0.795877188535657,0.426103421270176,0.644573344475895,36.9087446465445,0.23923746448094,0.480515559531195,0.497876623837836,0.618571004536365,0.771519597573019
"Trappc8",504.142808791444,0.300856383016946,0.162198831536707,1.85486159281523,0.0636159937866208,0.258390327956003,504.142808791444,0.443971863044313,0.161782530054783,2.74425095771451,0.00606491533935561,0.0618069750771715,504.142808791444,0.642312238613302,0.154216326520814,4.16500803192592,3.11341603711766e-05,0.00142444934791444
"Nedd1",171.025432875108,0.268033244442376,0.203308513273758,1.31835721055844,0.187384097678831,0.446591574643812,171.025432875108,0.211949532432753,0.202876071600209,1.04472415480533,0.296150477647565,0.525289792897916,171.025432875108,0.434512900277969,0.193478000383612,2.24580003626487,0.024716818996563,0.106272192191619
"Eif4enif1",372.572414264832,0.653104716682032,0.199688614388071,3.27061569676076,0.00107313635076478,0.0326523105817104,372.572414264832,0.660788653194914,0.199425700836667,3.31345784631897,0.000921499965539136,0.0204942967357874,372.572414264832,0.733964226218787,0.190237036717796,3.85815632372141,0.000114245571358986,0.00367810250545272
"Zc3h14",1120.58945824329,0.479744130765453,0.187397936045988,2.5600288929955,0.0104663461244414,0.108749814353481,1120.58945824329,0.304760979695384,0.187380148202612,1.62643152232887,0.103857889616914,0.289531886521972,1120.58945824329,0.311834271603557,0.178666049507872,1.74534710126793,0.0809244677091467,0.223502172806857
"Rnaseh1",228.098623840531,0.170103008006447,0.228448033220658,0.744602637231482,0.456511973183241,0.701875599553166,228.098623840531,-0.0668460664846589,0.228472723921479,-0.292577885610679,0.769844819166031,0.882588365168157,228.098623840531,0.328266198428231,0.217423360628842,1.50980187905662,0.131093985449199,0.300182024203365
"Purb",2440.31276719126,0.311553872929189,0.392784915533246,0.793192051446841,0.427665937812016,0.678792235046675,2440.31276719126,0.426663452177258,0.39275334392982,1.08633945139242,0.277328838900059,0.505320964296738,2440.31276719126,0.0793930202964649,0.374316699806059,0.212101197562385,0.832028085439775,0.908541685004362
"Rsrc1",339.248568701242,-0.0931832745912311,0.195302457247469,-0.477122899038378,0.63327460945458,0.823029472330861,339.248568701242,-0.0407580242719985,0.194898905288303,-0.209123926128305,0.834351497274336,0.918705461853355,339.248568701242,-0.0838188871966938,0.186050992909926,-0.450515667160527,0.652338659899828,0.794412331304944
"Supt20h",1340.21323455978,0.333898594990873,0.142240290291838,2.34742627637925,0.0189036137349408,0.143192044159881,1340.21323455978,0.319202807248561,0.14214294874454,2.24564644302008,0.0247266631730158,0.129759585668857,1340.21323455978,0.389352434315932,0.135528592900301,2.87284347888385,0.00406795604418021,0.034409687200212
"Ppp2r3c",342.573903663767,0.0736012201302373,0.134170592317394,0.548564471982996,0.583304373060013,0.79332460724982,342.573903663767,0.0983209311715149,0.133647876067622,0.735671482888118,0.461930648412448,0.671748589182584,342.573903663767,0.300014330167967,0.127400377845232,2.3548935665829,0.0185280117116132,0.088929769534872
"Irf2bp1",364.705012734389,-0.0347845227428232,0.177733437039139,-0.195711754199426,0.84483578380912,0.928870632415919,364.705012734389,-0.0141942386760802,0.177336523212382,-0.0800412595158464,0.936204440872198,0.968530446305891,364.705012734389,0.221381809152995,0.168892437783872,1.31078579987277,0.189930141387417,0.380227652487383
"Prr7",364.029608168269,-0.0321982646866939,0.314232379128603,-0.102466412837477,0.918386471166904,0.963059934896823,364.029608168269,0.204379160911508,0.313846778304792,0.651206815043437,0.514912991661934,0.712009459744259,364.029608168269,-0.627656435969378,0.299877364792448,-2.09304372273577,0.0363452517072409,0.134961086329725
"Arpc4",9578.19945448966,-0.403242158414324,0.165185494521964,-2.44114750863132,0.0146406732463155,0.126852408606775,9578.19945448966,-0.433080258659694,0.165172108160692,-2.62199389159797,0.00874169977822993,0.0731621741698509,9578.19945448966,-0.479844653187203,0.157412428836769,-3.04832761131451,0.00230118901662529,0.0240358137195219
"Anapc10",193.477559162954,0.227778475193305,0.215611839918202,1.05642841914302,0.290772527862868,0.558540749755362,193.477559162954,-0.146537303610247,0.215975068551431,-0.678491756447118,0.497459948862015,0.699941654753894,193.477559162954,0.199707005454292,0.205595166540429,0.971360410922019,0.331368835510834,0.533309894301788
"Dnajb1",14789.2607749521,0.297307719983532,0.446701810526293,0.665561931869608,0.505691145580319,0.736415156361209,14789.2607749521,0.0497706544416674,0.446702226949316,0.111417968031116,0.911284912343252,0.956886198716494,14789.2607749521,0.472900737766596,0.425680481929424,1.11092887233905,0.266598966565648,0.468471868243541
"Ostc",1143.15109303592,-0.272346829709614,0.204910709605102,-1.32910002719952,0.183814971320682,0.441654718617294,1143.15109303592,-0.631341808445491,0.204975671538376,-3.08008166875204,0.00206943841052323,0.0328202203578889,1143.15109303592,-0.434330711183503,0.195331397360169,-2.22355810204258,0.0261781901355382,0.110503870092838
"Cacna2d1",10.9694841870786,0.224693869295961,1.11322707184346,0.201840105203223,0.840041727322602,0.926642289077398,10.9694841870786,-1.39425043141912,1.133662239582,-1.22986404833701,0.218748019040999,0.440644027463776,10.9694841870786,-0.517793134367142,1.07150568618418,-0.483238811556003,0.628926180563464,0.779165317507172
"Phf20",600.908380817235,-0.239099578165441,0.183289682608208,-1.30449010966171,0.192066529521307,0.452447225036226,600.908380817235,-0.0199095152222097,0.182883904585267,-0.108864228743143,0.913310179296545,0.958320320816169,600.908380817235,-0.0468095038780458,0.174448921742877,-0.268327848692806,0.788446971790653,0.881830069065102
"Nod1",110.429636455186,-0.557022855890031,0.411314490093734,-1.35425050491922,0.175656471024014,0.431559974667327,110.429636455186,-0.809993555411652,0.411406282729207,-1.96884099590866,0.0489713529397459,0.193176782465065,110.429636455186,-0.492199439099782,0.391766926506538,-1.25635781327643,0.208986269681555,0.405711264433874
"Ar",481.474724894321,-0.29326355946887,0.520257257264243,-0.563689512013706,0.572965456332214,0.785266849686079,481.474724894321,0.273887069322024,0.519932236368224,0.526774548997291,0.59835015897747,0.775194538962787,481.474724894321,0.101965673154084,0.495571379587023,0.205753756883731,0.836983264901544,0.911958509991777
"Adrb2",366.343445219691,-0.4091481152872,0.426755168784283,-0.958742026377231,0.337688721104832,0.601092259189886,366.343445219691,0.040788499544258,0.426277220875441,0.0956853839398011,0.923770449557333,0.963210285774867,366.343445219691,0.28838261371846,0.406256699435782,0.709853189175642,0.477795181336675,0.663894514701536
"Gclc",614.716446685357,0.32930854126323,0.371687603309009,0.885982040647865,0.375627204956428,0.635847110554741,614.716446685357,0.521160500733678,0.371536468732767,1.40271694596024,0.160701262000341,0.369281246959721,614.716446685357,0.135492639036812,0.35427512316386,0.382450333590437,0.702127361886154,0.825882840693653
"Egr4",11.7877921407136,-1.4118797833932,1.07093137791391,-1.31836624877257,0.187381073524704,0.446591574643812,11.7877921407136,-0.797072398539609,1.0619961816312,-0.750541680211436,0.452928530654104,0.665650337402523,11.7877921407136,-1.60591787836766,1.02138526258699,-1.57229395918653,0.115882393353684,0.277985893032385
"Avpr2",6.56554294078741,0.256824956819487,0.721139100822424,0.356137888691087,0.721737303859771,NA,6.56554294078741,-0.0929721606991074,0.724210106033774,-0.128377331280671,0.897850369721052,0.951515187479005,6.56554294078741,0.977120833693506,0.676555269027605,1.44425870054622,0.148666218344922,NA
"Syn1",61.3807092174516,-0.0847222293017816,0.484724026224894,-0.174784464392268,0.861248996040594,0.936782127771403,61.3807092174516,-0.552882856340071,0.485547506752909,-1.13867922016008,0.254836972890918,0.480220426301982,61.3807092174516,-0.738125576170865,0.46362870996022,-1.59206183809065,0.111370810692901,0.270889779137404
"Prkaa1",401.419672183494,0.208962905271876,0.181048983695617,1.15417883606124,0.248426857463494,0.514430660644212,401.419672183494,0.132125213825619,0.180864449598329,0.730520641945105,0.465072000187486,0.674458832607226,401.419672183494,0.239936581712256,0.172498396629404,1.39094963431884,0.164240700158768,0.347083323118799
"Rab4b",1842.45395419616,-0.243394466346501,0.0984463121107018,-2.47235738066863,0.0134225258565041,0.121518919201774,1842.45395419616,-0.0866190705103442,0.0982281460857606,-0.881815181920661,0.377876760275492,0.60175579975378,1842.45395419616,-0.144724325720985,0.0937066022508667,-1.54444107719898,0.122481515306318,0.287990923536231
"Hck",1132.3424109813,-1.15765443514571,0.378682734348515,-3.05705629050487,0.00223522295945046,0.0482884504617524,1132.3424109813,-1.28481800064261,0.378652181825872,-3.39313507833807,0.000690975558715035,0.0173865603248101,1132.3424109813,-1.35709926339333,0.360903665748954,-3.7602811835592,0.000169722477364784,0.00478289704157938
"Ntf4",48.21305461154,-0.194295985314498,0.508976842979298,-0.381738359995292,0.702655443799004,0.861194138743201,48.21305461154,-0.381723691072229,0.508853037661311,-0.750164905817663,0.453155392266809,0.665655247357837,48.21305461154,0.38176051611863,0.483095228382046,0.790238639692633,0.429388414080525,0.624260898264178
"Slc11a2",503.248169665401,0.258724563675031,0.210093604893708,1.23147281806092,0.218146076902142,0.483193856388291,503.248169665401,0.378545773945299,0.20978921704356,1.80441006110766,0.0711670469773569,0.235100005999367,503.248169665401,0.562855573397197,0.199952001170828,2.81495343933229,0.00487843013651261,0.0391961376882117
"Gnai3",4091.99389055435,0.357130586793756,0.216947534751684,1.64616107393211,0.0997306010965186,0.32311693041658,4091.99389055435,0.304889301105479,0.216930773205161,1.40546818969354,0.159882102070508,0.368187651300942,4091.99389055435,0.294654246080763,0.20674680021432,1.42519374314532,0.154101204480833,0.332595680192282
"Ocm2",3.34738928336702,1.03371663240961,1.24320573686313,0.831492810689481,0.40569528794755,NA,3.34738928336702,-0.306255995504011,1.27223080996393,-0.240723611710593,0.809769337517436,NA,3.34738928336702,0.597107290664143,1.19713671976393,0.498779530195924,0.617934709701476,NA
"Cd3d",6387.63328680837,0.158065630945599,0.443633603035251,0.35629769671221,0.72161763405594,0.871683476257493,6387.63328680837,0.254204617271203,0.443623494984413,0.573018832738187,0.566631942649162,0.752272640418648,6387.63328680837,0.149482163544063,0.422758962521075,0.353587213509663,0.723648258247073,0.839298125466882
"Hmbs",701.801368933008,-0.158246707287132,0.179192433281264,-0.883110432675162,0.377176607951576,0.636535880605861,701.801368933008,-0.265004853722722,0.1790991900341,-1.47965411609213,0.138965576543774,0.341538018461179,701.801368933008,-0.0823314545091352,0.170688838973497,-0.482348201582874,0.629558611123491,0.779502423886998
"Cntf",25.0573878585229,-0.119437961735441,0.551832890986229,-0.216438642361428,0.82864584778362,0.92292437654241,25.0573878585229,0.658832496781485,0.544845529368342,1.20920969571925,0.226582293702683,0.449444893673703,25.0573878585229,-0.408713942824301,0.526586658741338,-0.776157040896592,0.43765626755623,0.630917666191562
"Mak",9.38655825412594,0.845865297466443,1.12008783747268,0.755177646937956,0.450142398884893,0.696841971729476,9.38655825412594,1.31076730726798,1.11496277253398,1.1756153116117,0.239748634137143,0.463354592160314,9.38655825412594,0.675544791673683,1.07147806775161,0.630479346246674,0.528381011663952,0.703346992137163
"Hsd17b1",94.2464639530256,-1.94117048005001,0.482018614619756,-4.02716911997541,5.64524285283961e-05,0.00649202928076555,94.2464639530256,-1.4070240671288,0.479092021852239,-2.93685555791357,0.00331558494268271,0.0428498301150359,94.2464639530256,-1.55859981368155,0.457374456029917,-3.40771066930682,0.000655103171405884,0.0113005297067515
"Mal",135.437218339987,-2.65573911622967,0.737861720647117,-3.59923687855842,0.000319152375203296,0.0175533806361813,135.437218339987,-1.68024053892739,0.73520092459321,-2.28541679250074,0.0222884002864757,0.123617678115591,135.437218339987,-2.88663627595707,0.704051491757786,-4.1000357356677,4.13086346425951e-05,0.00169782962240414
"Cstb",3869.61942750175,-1.09951968643138,0.350528087998921,-3.13675201524724,0.00170830550792169,0.0423726758337439,3869.61942750175,-1.04718233320099,0.350500654210538,-2.98767583061903,0.00281107543625584,0.039138387327106,3869.61942750175,-1.02048797630644,0.334018095393317,-3.055187699052,0.00224919710994193,0.0237102862006379
"Slc39a5",57.1004481834427,-0.830812717781597,0.431139439544808,-1.92701627728319,0.0539776014306853,0.239447099031734,57.1004481834427,0.131754099458308,0.42562239026519,0.309556316753488,0.756898379676237,0.876985690034802,57.1004481834427,-0.597564719102583,0.408603966064169,-1.46245452499778,0.143616697226195,0.317922632300258
"Mapk1ip1",351.604083750894,-0.0144306946418021,0.157069659480354,-0.0918744886157156,0.926797760851923,0.966794255753999,351.604083750894,-0.0140630832426209,0.156663494902887,-0.0897661784663902,0.928473025324185,0.965601978832855,351.604083750894,0.0675773709369113,0.149434649804928,0.452220224861682,0.651110339504572,0.793416591593659
"Tlr1",66.7062179371247,-1.78769301884308,0.647912417178199,-2.75915844710752,0.00579504297449953,0.080151222309793,66.7062179371247,-1.06639724786122,0.644465014371594,-1.65470153395533,0.0979850557692534,0.28049157185855,66.7062179371247,-1.31616054001874,0.615603770921535,-2.13799947659271,0.0325167857151656,0.126279987381044
"Alpk3",17.7036993137971,0.814638169949624,0.609195543584464,1.33723593110408,0.181145636772426,0.438516494717005,17.7036993137971,-0.274747059253533,0.616505714118441,-0.445652088799212,0.655848578105969,0.810639081730898,17.7036993137971,0.156071513959519,0.585115229748038,0.266736372640183,0.78967214686894,0.882846689795319
"Rps6ka3",593.050837685499,0.134478017075935,0.21645801671399,0.621266050190337,0.53442458738146,0.75752289931996,593.050837685499,-0.0131409644631244,0.216397471370972,-0.0607260536820077,0.951577382129494,0.976353668778056,593.050837685499,-0.0519199364458019,0.206352267270935,-0.251608267417931,0.801343867700627,0.889297196000745
"Nckap5l",127.65077158202,-0.198257992329534,0.25719013099385,-0.770861586186893,0.440788978354985,0.6883767733048,127.65077158202,0.000666875555476114,0.255900043767933,0.00260600016184788,0.997920715058898,0.999065379485231,127.65077158202,-0.440683565539061,0.2454558661782,-1.79536782885086,0.0725951146390242,0.208921986897192
"Ldlrad4",1352.54730493537,0.44036500547326,0.432900874303339,1.01724212542174,0.309038260841726,0.575568052813026,1352.54730493537,0.360026604992048,0.432879542931224,0.831701591981325,0.405577401842406,0.626223575032271,1352.54730493537,0.400805631378288,0.412537411842393,0.971561899291239,0.331268544916218,0.533223863123306
"Ccny",482.998076136997,0.465827523305945,0.209249077191919,2.22618675101108,0.0260016750363642,0.167547719697645,482.998076136997,0.104831041185387,0.209368272156647,0.500701658878635,0.616581104622914,0.786639566951312,482.998076136997,0.201389724982545,0.199612152892146,1.00890512959579,0.313020134890324,0.515735779410469
"Fastkd1",457.423817665585,0.318647614098875,0.170523246952161,1.86864618047221,0.0616720563232722,0.254335739821146,457.423817665585,0.315279988572462,0.170270962568834,1.85163684879627,0.0640779879312882,0.223494332343602,457.423817665585,0.394921852992069,0.162430130602516,2.43133371577768,0.0150433517157958,0.0781691279253015
"Dcp1a",176.547002089506,0.274608071765125,0.209143035530356,1.31301561665087,0.189177685960628,0.448892862580608,176.547002089506,0.364245124423665,0.208338715298433,1.7483314318316,0.0804066535400641,0.250798858975918,176.547002089506,0.476281784200231,0.198697671539237,2.39701744117408,0.0165291369146355,0.0828275632804248
"Astn2",6.67190278115823,0.339367471576716,1.41014631543243,0.240661176689773,0.809817731166233,NA,6.67190278115823,-0.201994351881979,1.41354787229629,-0.142898840457268,0.886370074356071,0.945794198840904,6.67190278115823,0.0836404531442164,1.34684098323635,0.0621012088177147,0.950482234361033,NA
"Sccpdh",14.619640532017,-0.670997341594647,0.505462401771489,-1.32749209286984,0.184345953854288,0.442313737540794,14.619640532017,-0.705415927712038,0.503966456164561,-1.39972793641983,0.16159480476487,0.370593727636932,14.619640532017,-0.477731691808721,0.463176296316395,-1.03142517354209,0.302341480903877,0.504789230105681
"Pcgf3",169.08683779319,0.04434482708623,0.191572032962922,0.23147860572536,0.816943004299932,0.916434732875626,169.08683779319,0.0762981405382898,0.19080097748766,0.399883383947676,0.689242411202377,0.83358749794295,169.08683779319,0.192742716249643,0.182032908758708,1.05883445781296,0.289675177804181,0.492011323183738
"Pex19",90.3337976099965,0.232272704104892,0.231516416211571,1.00326667069963,0.315732212609279,0.583825116218391,90.3337976099965,-0.273667810761282,0.233189248699822,-1.17358674247271,0.240560593986197,0.464297872552108,90.3337976099965,-0.104855991512948,0.220199938390703,-0.476185380791984,0.633942313650498,0.782462406863716
"Lrtomt",4.80106493891673,-0.74483162917766,0.991979701691459,-0.75085369983642,0.452740707430385,NA,4.80106493891673,-1.01653809709314,0.99317340972002,-1.02352528485404,0.306059551170468,NA,4.80106493891673,-0.909604216982529,0.947861221291316,-0.959638601675604,0.337237134172072,NA
"Srgap2",1106.81413459043,-0.347011752756602,0.226268147956986,-1.53363058782171,0.125120558873377,0.361846800538549,1106.81413459043,-0.315669558423722,0.226158770310301,-1.395787384193,0.162778530537313,0.37230136673534,1106.81413459043,-0.492394835994243,0.215637700112647,-2.2834357616364,0.0224047127541241,0.100187609860842
"Nr0b2",15.0070936416144,-0.209545227946165,1.11991028516103,-0.187108941423852,0.851575217725593,0.932139587905574,15.0070936416144,-1.71555625792239,1.13052886033644,-1.51748117019484,0.129145244045016,0.328084235582017,15.0070936416144,-1.15067995663555,1.07394201432358,-1.07145445590962,0.283965138600803,0.486669140895701
"Terf2ip",406.132783124598,-0.13731605692352,0.236474372992684,-0.580680499056734,0.561455807114926,0.776323320554485,406.132783124598,-0.517879143479819,0.236642829583185,-2.18844215306247,0.0286374106053098,0.142582159742695,406.132783124598,-0.372250267694165,0.225533716613831,-1.65053045408527,0.0988344898440145,0.251363749896611
"Abi3",965.665311103883,-0.654229079808292,0.348758841481581,-1.87587811976043,0.0606720177666949,0.25262614366075,965.665311103883,-0.615168338027899,0.348665729046138,-1.76434988236683,0.0776730905036346,0.246235108189757,965.665311103883,-0.193070404596169,0.332197420578295,-0.581191763199332,0.561111218386064,0.728081732176532
"Ap4m1",142.238609012457,0.546618602739002,0.233464381617711,2.34133617707077,0.0192148566220502,0.144346118715186,142.238609012457,0.427910878572977,0.23317478580565,1.83515073078973,0.0664833589615307,0.22778339166749,142.238609012457,0.524637663452024,0.222470633026281,2.35823333765606,0.0183621469687367,0.0885094315317948
"Srsf10",1001.18219787618,0.0507901672390012,0.202201493332793,0.251185915602554,0.801670373282293,0.909330192258745,1001.18219787618,0.29397814510282,0.201993053309193,1.45538740212429,0.145562042062717,0.349724605672044,1001.18219787618,0.0497582821417122,0.192677519824338,0.25824643262523,0.79621672485,0.886458772972545
"Nop14",494.720422547372,0.204792864554535,0.176276801470638,1.16176866635879,0.245329444937835,0.511778386612654,494.720422547372,0.0153339872236588,0.176239780919689,0.0870063906323529,0.930666432383742,0.966413334208218,494.720422547372,0.14943025266723,0.16802109350587,0.88935412542122,0.373812791203728,0.574417415016122
"Slc29a4",6.89903050163742,2.08710537407932,1.2293260773787,1.69776385003536,0.0895523413374504,NA,6.89903050163742,0.964957759923785,1.23916326914518,0.778717206966155,0.436146317725194,0.653544849646221,6.89903050163742,2.2730521645752,1.17166275787612,1.94002254428192,0.0523769501266197,NA
