"","P24T3 CD45","P24T2 CD45","P26T1 CD45","P26T2 CD45","P27T1 CD45","P28T1 CD45","P29T2 CD45","P29T1 CD45","P31T1 CD45","P31T2 CD45","P31T3 CD45","P33T1 CD45","P34T1 CD45","P35T1 CD45","P36T3 CD45","P39T1 CD45","P4T1 CD45","P5T1 CD45","P5T2 CD45","P5T3 CD45","P6T2 CD45","P6T1 CD45","P7T1 CD45","P8T2 CD45","P8T1 CD45","P13T1 CD45","P14T1 CD45","P16T1 CD45","P17T3 CD45","P19T1 CD45","P19T2 CD45","P21T1 CD45","P22T2 CD45","P22T1 CD45","P23T2 CD45","P24T2 DN","P26T1 DN","P26T2 DN","P27T1 DN","P29T2 DN","P29T1 DN","P30T2 DN","P31T2 DN","P31T3 DN","P32T1 DN","P33T1 DN","P34T1 DN","P36T2 DN","P36T3 DN","P38T2 DN","P39T3 DN","P39T1 DN","P4T1 DN","P5T1 DN","P5T2 DN","P6T2 DN","P6T1 DN","P7T1 DN","P8T2 DN","P8T1 DN","P10T1 DN","P17T1 DN","P17T3 DN","P22T2 DN","P22T1 DN","P23T1 DN","P24T3 Ep","P26T1 Ep","P26T2 Ep","P27T1 Ep","P28T1 Ep","P29T2 Ep","P29T1 Ep","P30T2 Ep","P31T2 Ep","P31T3 Ep","P32T1 Ep","P34T1 Ep","P36T2 Ep","P39T3 Ep","P4T1 Ep","P7T1 Ep","P8T2 Ep","P17T1 Ep","P19T1 Ep","P21T1 Ep","P22T2 Ep"
"Col1a1",9.46536124244539,10.7352543314438,3.84035238632178,8.80445454368947,4.41568855586978,4.01835387321431,6.86894472476479,9.30968220671067,4.36116473127687,6.87947844299249,4.91678973151343,7.78648937846619,4.85402896792037,6.03941877776735,7.29775667659129,5.63464569326557,8.66558209312438,7.83477770610916,8.68567916628978,8.53193553360848,13.4490975118359,8.19062887296801,8.76076050372014,6.21893047342153,8.18658967013904,6.07160509184085,6.63054488511513,5.52175811000808,7.64386225917652,6.61803822970494,4.88514266307662,7.94103220810484,7.22536664676078,5.46783717536537,5.35052209718098,17.470945319172,11.0969206571427,17.5794029377923,12.290684784567,13.4358481093617,15.7213248754031,14.3684001673022,11.8392052697074,9.5309506455304,9.36330709184864,15.4794764442713,12.9622348390835,13.9156637926372,13.3174854513568,9.80359184307455,9.08126243956379,9.79918607367553,13.8185315144043,16.7286171636812,16.0762307858437,20.8148254973122,15.6676797000922,14.5088407478293,16.0474832205983,15.5338266460803,12.6180514585387,16.737522384136,16.978547079617,9.96151808705024,8.96741913669542,10.6955079212286,10.7582142627817,7.41827938265369,10.8401487208265,6.6885334911333,4.81680937958687,10.4977174777972,10.5896252410826,8.24539533790498,5.18605159878493,5.05789820808457,5.96711056376985,9.13673631733902,8.28958871485016,5.26466855227143,11.0569653464964,10.9090803312269,9.48437349486495,9.57003203926589,8.90815092490035,10.4967533845703,7.22029852361517
"Acta1",4.23476065553002,5.83939462906415,4.63058868760107,6.78753559033348,6.31236222843836,4.59275943694551,5.0931293548874,6.8452137914579,4.27125025070623,4.8125124879725,4.42599130432696,5.90986857719326,4.43896758544064,5.6464352837622,6.53051044168217,6.55936841042437,4.3220168994785,6.18625897720259,6.28236874223959,7.20088454803133,5.13522328041978,6.22462105632392,7.24728503992536,4.00739851097859,6.15432410390636,7.00011060555169,7.73737492898085,4.33436336317802,5.65943044505847,5.17727637529508,6.4708899030602,4.66340878119579,4.68684442737403,6.73212212757802,6.60794138359875,5.421966325101,9.74693122208637,6.25233124890242,5.75792111015801,7.57623990899074,9.13378756008777,5.28298964671154,6.97668845339076,5.59796220279458,5.16286866697825,5.57240958572831,7.83441654751377,9.28578496576598,5.45718742811064,5.90998098987412,5.78711799733686,5.44328000759345,6.16085365420182,9.04476088647577,8.15917655625273,6.61647114265467,6.93302582291775,12.1065396800345,4.12808452982374,5.84932967805309,5.39832193446656,6.18936703041187,5.48537164242372,4.66439951521042,6.19878710186416,10.3258265767733,5.77954538401443,6.46470418830894,5.22542456685428,5.02107780784726,5.04051715989755,6.27305035180501,7.90230923565675,4.58409295910087,5.59541506311573,5.68333998139719,3.48748816779447,8.02508250785432,6.64417999189415,6.57524255358742,6.63115136598323,9.28334545801266,4.33124782359776,4.05512253096733,6.2233796971484,5.06069345178427,4.62487157127824
"Acta2",5.23049646370756,6.25394374303262,5.32938619068112,6.7330079984957,6.51107637260166,4.23412796324129,5.4795135960394,6.93589902933535,5.16547159958346,4.95715321883733,4.91678973151343,6.39443543812814,6.38876908043792,6.22147545773231,6.54634313353861,6.79788839491501,7.93523403995319,6.58066016275658,6.2520589644373,7.08603422528941,5.01461713689502,6.54990418369724,5.51563213108699,5.06129520372575,6.34981434697413,6.95871837542525,8.54826586339818,6.94514148197709,5.68617528396477,6.89855001114346,6.60525599142377,5.05628477145689,6.51808179449233,6.61026933345521,6.72167915681629,9.23869532951239,8.70083697167029,10.6821368036669,8.7050780158243,9.53382404406321,9.52610413371357,8.72696195049932,10.4813612372077,11.6310536795176,11.1979211247303,10.2706576394112,11.5203868772604,11.9071622483497,6.72703950676838,9.55406306847226,9.51518051765651,8.15327085373169,12.4599211185262,9.90538968016138,11.2607490266134,8.17014050075631,9.38842086133482,8.52572005069681,9.32413026727716,9.40259038553046,7.09372071943372,8.36088149629448,8.70568957355819,9.30420494389177,9.47183021937797,10.3987735789027,7.98318223118137,8.54454957672214,6.37328578563225,6.37065026122073,6.93710054442771,6.86965997996987,8.29388316277343,6.64435664965999,7.3172730285001,7.68688129229807,9.34396043115661,9.62735841839136,8.3017725106542,7.79084550192648,9.69233590310152,7.95684589331149,5.14224616579917,6.92660276506702,8.4625460079771,7.44701209383007,7.82319142659809
"Cd38",10.2931192431338,8.95960754062216,10.3814327716339,9.50562322770653,8.83154791645975,9.74190659857226,10.1969752409291,9.36331093275553,10.0891076638522,11.5464514756587,10.1229608880775,8.64831894906465,10.348906371668,9.76349794125956,9.8438907250113,8.85581675766098,8.35691584845158,8.94320684655436,8.75612509434473,8.95354126732693,7.72159373915223,9.30328882968481,9.54222963352225,8.73081597247327,10.0222867984209,8.73751030503938,8.95000989599482,10.6005896524796,8.8155355271566,10.1321474526727,9.84796187917119,10.6472481556622,9.62675638174793,9.70936132144421,10.1236234890164,8.89891235245117,6.46554726109177,9.1419852202996,5.56522667445606,8.19236020473278,6.75707432779146,5.68836497188832,6.21905150371537,5.3977934651621,3.48748816779447,7.32059478629496,5.95208518273785,7.13699897700019,5.13294483985441,3.48748816779447,4.84001778500575,4.99606941245598,6.85766546167589,7.93315472639027,8.23762800853062,6.64118102766969,8.19830664329244,5.93391023891442,8.47986426386638,7.87422256641893,5.30598392145902,6.93065832829036,7.00079622041495,4.39639575000044,5.30727472039352,6.9004668539538,6.02751321666235,3.48748816779447,4.98880295996736,3.48748816779447,6.32394423794549,5.96720405565452,4.18946008917204,4.19087196321727,3.48748816779447,4.45479195256396,3.48748816779447,3.48748816779447,4.39994426896066,4.58031581226949,5.18924732256832,6.14083302689683,4.83548983083584,5.83710458283109,5.15289627970893,3.48748816779447,4.75149211303662
"Gzmf",3.48748816779447,4.12750498391599,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,4.20217508392106,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,4.61450775469983,4.29723074061198,3.81169625627131,3.48748816779447,3.48748816779447,3.88354384387543,3.75139199301884,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,4.08828439548806,3.48748816779447,3.88135461567294,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.86978478578134,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.90898379879424,3.48748816779447,4.31998665789526,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447
"Ifng",7.68962171198874,7.02558871402343,8.35542489737245,8.52619135063937,9.30925710699667,9.22996384167217,7.88287654208112,7.8227684595948,10.4010696278419,8.26969573961328,9.10968205280189,5.0275363717137,9.05420220810569,8.96121124251791,8.60372258338692,9.44308054376283,7.68704375516952,9.20049058907554,6.91145986755717,3.96558034365281,5.3921245457977,8.19062887296801,9.74028662083606,8.52112865673842,8.62020853489074,9.07850897615453,7.47217858094637,9.29539603377903,8.0691037039251,8.52186448391716,7.74214669827907,8.58600433396448,8.53826293085102,8.30922733184733,9.3608885524101,3.48748816779447,4.68387782483694,3.48748816779447,4.06762087822073,4.94515118118021,3.48748816779447,4.33121960432877,3.48748816779447,4.16554734670554,3.48748816779447,3.48748816779447,4.28967267302796,3.81688939921715,3.48748816779447,3.48748816779447,4.62484579759178,4.07984345299418,3.48748816779447,4.4409432957345,4.09136736624806,4.69770122550589,3.48748816779447,3.48748816779447,4.20226192161427,4.14054072625825,3.48748816779447,3.48748816779447,4.38110272420308,3.48748816779447,3.48748816779447,3.48748816779447,4.43093188531789,3.48748816779447,3.96974582461619,3.48748816779447,4.93434813715161,4.2355180167886,3.48748816779447,3.48748816779447,3.48748816779447,4.45479195256396,3.48748816779447,3.48748816779447,3.48748816779447,4.08149065890482,3.48748816779447,5.47787109450442,3.97922184101751,5.81382077963322,3.48748816779447,3.48748816779447,3.48748816779447
"Cd3g",12.4645169865209,12.3088368929369,13.3010354076576,12.9673399482127,12.8739900876932,13.090498861234,12.2881342270549,12.0695931247245,13.3422827231588,12.0653671567134,13.047499940558,12.414371656876,12.9088141891239,12.820121013076,12.8159791701551,13.0989078270696,13.4392706775478,13.2825356746339,12.6348975642059,8.25470869206186,8.76721152823302,12.4696824805132,12.9615919025399,12.6932002495975,12.7675648489806,12.9332642292764,12.3001595701841,13.0011409190487,13.103879452888,12.943562740589,12.8047844862097,12.7109383008155,12.5788272031202,12.6288780750728,13.3994902685378,5.66410794601721,7.10724694821362,4.51059828442139,5.70569567913543,6.37866877967523,4.2729613965589,3.48748816779447,4.73738227002786,4.85969528549459,4.33439543206458,5.71321857163683,5.39122337235178,5.48803272158055,4.63958599316909,5.48623696412879,4.34468397480967,5.04447139095497,6.89548674338413,5.88024954070262,6.79478235343539,4.26605193776956,5.91385537258193,5.95740436004062,5.30292976753035,6.30902917498474,4.3722052152781,7.57297835243975,7.24715268968908,4.9816741476073,4.12978758087221,7.35866419640309,6.82354121774811,4.83503924339357,4.31527531921212,4.39990458034625,7.50064141643323,5.04485435930171,4.34313477182249,4.815708011932,4.14585669497148,4.45479195256396,4.73160887228605,6.40181953074709,4.09043907590897,4.4171672658618,4.87142804935412,7.42154758077223,4.66487685008487,7.98425046296299,5.68325312949245,5.21542193003365,4.62487157127824
"Prf1",10.5648374072105,9.29603860885158,8.64777692759696,10.3964518623764,8.07117521558785,9.43759495330774,9.83926215217305,10.3312791154584,9.16147678405353,10.157448430746,10.145501739453,9.51904066307713,9.02847036703891,9.02529260344107,9.62255541814757,9.17682981744121,8.32250780830223,9.94981624645568,9.03421531649017,6.13679968443596,8.92441092605759,9.16579975924111,9.79246685297037,8.94434722565852,9.88874780040328,9.11636459829895,8.7192841935943,10.9895205857489,11.3467640923976,8.23938926430068,9.36105968340841,8.69973033431168,9.47856373753903,8.72952443354718,10.816984820637,4.15717374036425,7.08558056069852,3.48748816779447,4.75254157608549,5.93812033299437,3.48748816779447,4.33121960432877,3.48748816779447,4.04279650972445,4.91640151858997,5.35689593160045,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.92039449162712,4.34328638099529,4.33549010784575,5.8338550381585,4.75890362930128,3.48748816779447,4.20226192161427,4.14054072625825,4.81306775595698,4.51360705405644,6.37701924696041,3.48748816779447,3.86035150609998,4.14022818974181,6.65392641618537,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,5.1880027971126,3.84106119320144,3.48748816779447,4.41082255514949,3.92653202277543,3.48748816779447,4.1820784880906,3.48748816779447,3.48748816779447,3.48748816779447,6.01435685866198,4.17961910394617,6.01012528143793,3.48748816779447,3.94385374069919,4.47859409956232
"Cd8a",11.8464926557366,9.90044283911296,10.6373982471053,10.6004471336501,9.55949693847773,10.7656962708189,11.1256019592067,11.547672471433,11.9251617185227,10.9952249946806,12.4118034092422,10.4054421701276,10.7332827161193,9.20203363959535,10.2616574171539,11.6886356286376,9.60650359505155,12.3110898970103,10.7986989987998,9.34147001043872,9.44134767884149,10.9108795107376,11.9218844402863,11.5063735150575,10.9741758897237,11.428904745798,9.91747979722068,12.6185429868798,12.6376967458879,9.34568657393614,9.77020395000357,9.50230197090806,10.9578912506461,9.69017461901944,12.1625533839908,5.46564157025031,5.71992911750019,4.90694425467423,4.39587116714291,4.46410956016924,4.62806934504246,4.22072166016914,4.12691746032795,3.48748816779447,5.07054358236403,4.32220314571859,3.48748816779447,4.45935867686637,3.94950482289697,4.75855273672051,3.48748816779447,4.64891979685969,4.81433952611666,5.93092175121093,4.84199123346565,4.69770122550589,5.79348074687677,5.83560306380363,5.08295772091009,5.06522885933433,3.48748816779447,6.46050030031632,7.42006897791761,4.66439951521042,3.86035150609998,5.42124063979425,6.13631823828608,3.48748816779447,3.82928579387658,4.53550655470832,8.2380282487517,4.10049466090368,4.52815479194061,4.77347173445192,4.60926316236355,4.45479195256396,3.48748816779447,3.48748816779447,3.83728366214425,4.50254639751694,4.02769473971471,7.03228344391414,4.91134463870379,7.57454907978269,5.10786367694836,6.90497457135725,5.1030254184085
"Gzmb",6.59270452693355,6.75777812537796,5.78708466950457,6.4909573514407,6.14208301530454,6.90299432536969,5.75719119619326,5.85390020866551,7.07839830247687,4.88725375137526,5.58188573676961,6.56716946821481,5.27387867983751,6.11055506266,5.37565022400457,5.3125796792444,5.44852226944508,6.62674675153634,5.61988278637392,4.16058908160675,5.75319368323509,6.1908872648834,7.161819575571,4.98722655908088,6.01368277470079,5.93265167825637,5.80463020237869,6.94514148197709,8.97635314298622,5.21661781216969,5.6965332525177,5.68598906055302,6.2274362254558,5.5257612674555,6.22781597292953,3.96313315637471,3.48748816779447,3.48748816779447,3.89907609896059,3.48748816779447,3.48748816779447,4.66483846382092,4.12691746032795,4.04279650972445,3.48748816779447,3.48748816779447,4.14522805988824,4.05559037398384,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.92039449162712,3.48748816779447,4.09136736624806,4.26605193776956,5.1957261235223,3.48748816779447,3.48748816779447,4.32594201022546,3.48748816779447,3.48748816779447,5.06537563845418,4.17932865310433,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,4.34557867226114,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,4.31998665789526,3.83603367467871,5.76599455154243,5.01219132651533,3.48748816779447,3.89871551749078
"Ptprc",14.017965784342,13.6540302617667,13.5910899020577,13.6132223599852,13.7240323704297,13.9890731607624,14.060655252559,13.9507419732329,13.876266986766,14.3091792178291,14.032104894543,14.0313154042759,13.7974704314656,13.8403137450325,13.6327312931882,13.4024332432928,13.4611560566161,13.9526740172701,13.7388179331918,12.9477785867824,12.8909534717267,13.4416543609565,13.7168944401982,13.1879710290808,13.6686415073408,13.3114677488558,13.1493334791605,13.4428340072785,14.1128554273943,13.4761219516926,13.5881156218909,14.3027545320348,13.3451243955307,13.6170756997196,13.8699585268571,5.92993608017991,7.68329996841765,4.85892848417442,6.75031238577168,7.84616828862322,4.39088611277311,5.87707038193637,6.38606949973447,5.1592693285417,5.28915988598284,7.57053543472751,6.56427843735112,6.06492513171384,5.57393970338989,4.84055156879838,4.84001778500575,5.04447139095497,7.36752365038376,7.58839289904138,8.57623465449557,7.06176078276326,7.7423927062812,7.96573148527744,6.44799169697717,7.77481111218269,5.02657598462729,9.03388618910037,8.46067525276195,5.88465003494488,3.86035150609998,8.52709236714813,7.51779426239483,5.68776438378233,4.16640146894825,5.44299999441372,10.3171642419442,6.34925889803485,5.48111968088942,7.04759646131898,5.8240624502971,5.15590864501451,6.16358595866428,6.99393618111675,5.61528859938964,4.21248641689152,6.50867672011006,8.52968778701364,5.74514131435972,9.29697611065702,6.08052330077238,9.59355975800024,5.75624971643691
"Cd3d",12.5639072867549,12.1403446317001,13.5460901927432,12.4418143826483,12.901793801143,13.0520115749715,11.8065412043524,11.675717792424,13.0016908267339,11.591019377199,12.5553983685412,12.5452495355702,12.1675935908275,12.6977091061233,12.8173863285071,12.6144845587018,13.6215852490858,12.9262052313827,12.2567057085313,7.46842980705526,8.07065000180551,12.5579721994301,12.4299085124079,12.5124978514967,12.5620751520418,12.2768526186909,12.2248578538594,12.632706482073,13.501038341159,12.7733201337918,12.2558594313058,11.9240517971586,12.0346351942781,12.0086438588371,12.725177753312,4.8676586273703,6.53169911779831,3.48748816779447,4.9670411460125,6.58295410291671,3.48748816779447,3.48748816779447,4.22387586322687,4.43797531554755,5.40361259860118,6.42329611289038,5.39122337235178,4.50988163751319,4.45361293737173,4.46111935139353,4.73816718458327,3.48748816779447,6.37475181170414,5.22307537264206,5.57625306458374,4.43549509055295,5.79348074687677,5.14461191913819,5.59989095813503,6.54775971037909,4.00356523558493,7.17830220618456,7.14457100824532,4.70981731609216,3.48748816779447,7.06167635838087,7.45764235207024,4.54577023338897,4.07677933196029,4.98139400420325,5.38902138835754,5.09454731824002,4.18946008917204,3.8417827321536,4.24556884863928,4.24223590135921,4.99003810365387,5.53027275713729,3.48748816779447,4.58031581226949,5.25678894517868,6.64215559104553,4.51388569557453,7.37414619786362,4.96115724413011,4.74361829316761,4.55468198291618
"Cd4",11.8638672552859,11.4244797422126,11.0839916337211,11.5875122657479,11.1583442798601,11.5009909832136,11.4898884477783,11.419852863481,11.1359437803066,11.2342185431233,11.7627629982476,10.8377916072102,12.0879406470727,11.0007575771445,11.3984090383349,11.0683980740708,9.7540473066417,11.7176736462832,11.5775931574367,12.6918998240116,11.4954807131623,11.5340403058754,11.3446907456527,12.5605867077269,12.2733895793074,11.1214163213228,10.642587635309,11.5106144626615,9.60910780644179,10.9768785468496,11.7165051794666,11.9484810718813,10.8593405352179,12.1749805906757,12.2375516483605,4.71433177128674,5.98445123693816,4.16514764573539,5.99215583819111,6.02210962507026,3.81145046849747,4.66483846382092,4.73738227002786,4.90773407390272,5.85922608311297,5.41431650592225,3.48748816779447,5.4677369281403,4.5038600582444,5.054686267517,3.48748816779447,4.57738125073878,6.4954977607535,7.38334688369882,7.40295597868538,5.64490882715286,8.06179899344808,6.99124070066563,6.3603086552559,7.0796993221833,5.62584858489928,5.90148334025413,7.2329422200767,3.48748816779447,3.48748816779447,9.62898440910702,6.4610226621839,5.25015998899568,4.31527531921212,5.26630763190726,8.8815701829879,5.89166234453986,4.89274299328231,6.73099938067233,5.28585387094428,5.40943326337388,3.48748816779447,5.34098723227253,4.18206640787529,5.30359133667214,5.32076905325999,7.13505648895795,5.91839155038771,7.9942559454197,6.53460950773931,8.51173011125733,5.53365582812001
"Cd3e",13.5337997734736,13.0496306655415,13.4012827141311,13.5297265904582,12.9964501289141,13.5070541261237,13.0980554257141,12.9856984598674,13.7866382710756,12.8575828540404,13.8582578388158,13.0955167111293,13.5164159244235,12.978926482238,13.2051286187905,13.3751434575613,12.7889630102897,13.694094627835,12.9308962486883,8.54641075622213,8.618625143989,12.5923022155824,13.5293876137508,12.9226910318657,13.2874705992122,13.2155771561631,12.4323006918327,13.7389085520154,13.9249546753017,13.1636829356336,13.4254887494541,13.5756806968818,13.2184063605523,13.4400197468337,13.9168412074885,5.5078623302778,7.43267074987893,4.57814470646727,6.4913004289292,6.4990295218555,4.2729613965589,4.22072166016914,5.80787496359562,4.16554734670554,5.32849898120648,7.173181384506,5.95208518273785,4.40562791154177,4.05215071973042,3.98118241809366,3.48748816779447,4.49980384708215,7.15615702558418,6.33657177753475,6.71398426157666,4.26605193776956,7.18569654335097,6.26843041703854,5.36819568576079,6.78296248476607,4.58186753599971,7.63892117299142,8.58838641394813,4.56656584481318,3.86035150609998,7.42908851856864,7.35140334043173,5.33450110017064,4.16640146894825,4.80659212731383,8.64049900730812,5.89166234453986,4.4708984815464,4.53020091666259,4.60926316236355,4.83203944955875,3.48748816779447,5.34098723227253,4.91609458371305,3.48748816779447,5.43958180216162,8.23062851432364,5.20056323679183,8.8207730026361,5.01219132651533,7.48411011318246,5.30105990438847
"Itgad",8.08326592389475,8.38345727608279,7.17956634774599,8.20761314151191,7.97507919340781,8.70337778836088,8.17025759549059,8.31450804250352,5.16547159958346,7.2379064660662,8.44269089692252,7.47045087404377,7.66658621172821,7.56874210810551,7.16177758032739,8.09411036865324,7.26469259218075,8.37364399853009,8.59396278047755,9.69308113021441,8.02270190081533,9.27209814399289,7.07089954706932,8.16508438011899,8.42160182626302,8.36001432265671,8.1128998456913,8.22310990351352,6.84469152755103,6.98439891375736,7.62611982899195,7.94763386529649,6.88540873968014,8.97132057316377,7.30262764527362,5.23011976107857,4.68387782483694,3.48748816779447,3.48748816779447,4.84457252826756,3.48748816779447,4.96490663704448,4.30863225113264,4.16554734670554,3.48748816779447,5.64471329104385,3.48748816779447,3.48748816779447,3.81487817197923,5.65657886896478,3.87533265392325,3.48748816779447,3.48748816779447,5.08609207080092,5.39362174152395,5.78908682291825,4.19938168745902,3.48748816779447,4.77575695758958,4.85817984605487,3.48748816779447,3.91373337863704,5.32266751682466,3.48748816779447,3.48748816779447,4.59996708995084,6.13631823828608,3.48748816779447,3.82928579387658,4.32264714587078,7.47592118730418,5.09454731824002,3.48748816779447,4.93316340672841,3.86978478578134,4.54335316677998,3.48748816779447,3.48748816779447,3.48748816779447,3.90898379879424,5.82810652391547,5.17944411147368,3.48748816779447,3.89015203243237,4.08665264358789,4.13025148833291,3.48748816779447
"Itgam",9.58581674507056,10.6206755546965,8.68610108945954,8.54198171399863,8.43032767730637,6.67001399658108,9.40813942473413,8.63629199660739,7.06004785844884,7.49385800721636,7.52340718981022,10.3009193544741,9.80830798883732,8.23914824958965,9.12153531672749,9.04232783203236,8.58444945624723,8.54542104708065,10.4822328764487,11.4800374300331,10.3601961102557,9.87262800435177,7.44995991275726,9.07422085222296,9.78582040131691,9.68103452940021,10.2259402889068,8.78571517545543,6.99599529584994,9.99271653601425,8.69954854670313,8.55611219796405,9.68547337078403,9.43749756423257,7.41876030154728,4.71433177128674,5.71992911750019,3.48748816779447,5.22709372584588,5.41332249014403,3.48748816779447,3.48748816779447,3.48748816779447,4.43797531554755,5.24851343593312,4.59561966040446,4.14522805988824,4.40562791154177,3.48748816779447,5.34164554825017,4.15530108942809,4.07984345299418,5.0376973525492,4.74946856749133,5.89564079018911,6.90817341377276,5.78082389360816,3.91034598709214,4.94005503207841,5.27272406649183,5.38039503547402,5.79897760325993,4.2209178711537,4.9467956392852,3.48748816779447,5.5419250127048,6.28488358316632,3.48748816779447,3.48748816779447,3.48748816779447,9.84426591263976,5.43151554783573,3.98628028128485,6.46451539989015,3.86978478578134,3.92653202277543,7.02384150562996,3.48748816779447,3.48748816779447,3.48748816779447,5.32076905325999,6.75023246125629,4.2595118534041,5.19303770639934,5.39253339558962,7.23468582437344,4.47859409956232
"LOC691670",4.84998567558884,6.20989572406569,3.48748816779447,4.92899607417587,3.48748816779447,6.20384383936627,5.26262634498955,4.42712517117149,4.76145547917227,4.88725375137526,4.91678973151343,5.24140304312807,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,4.94963431537186,3.92131639253947,3.86972664195697,3.48748816779447,3.967517212493,3.48748816779447,5.36078609379587,3.48748816779447,4.1957352559604,4.41420572036274,5.1325371962538,5.32066805713727,6.79831830167421,5.17727637529508,4.04670785877766,5.30349965800938,5.21332910795108,4.27237371899464,4.35103001405808,3.48748816779447,4.09839712086536,3.48748816779447,3.48748816779447,4.60843894499857,3.48748816779447,4.22072166016914,3.48748816779447,3.88135461567294,3.48748816779447,3.86493525975572,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,4.90417712738224,3.48748816779447,3.48748816779447,4.04338430829881,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,5.07027208967033,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,4.53414653455229,3.48748816779447,3.48748816779447,3.86978478578134,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.90898379879424,4.95965617864038,4.89323238669656,3.83603367467871,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447
"Gzmbl3",4.6505315628339,5.95210704696813,3.48748816779447,3.98574969445379,4.08052701203426,5.93245522490073,4.38551678415941,4.7557655649674,4.64624291410988,4.54816859577397,4.2845519406804,6.28833379343979,3.85269086555279,3.48748816779447,4.09382820442439,3.9651753390456,3.48748816779447,5.09032052979698,4.54776377885141,3.48748816779447,4.31151649707132,4.26950833267702,5.71763683451595,4.00739851097859,4.47952860070878,4.41420572036274,4.03308511918745,3.48748816779447,8.04959940700663,3.48748816779447,4.04670785877766,5.11003483762843,4.03612407744263,5.87187001796376,4.38825060818898,3.48748816779447,4.09839712086536,3.48748816779447,3.48748816779447,4.46410956016924,3.48748816779447,3.48748816779447,4.01098713704515,3.48748816779447,3.48748816779447,4.23610986285307,3.48748816779447,3.48748816779447,3.48748816779447,3.98118241809366,4.15530108942809,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,4.04131382859841,3.48748816779447,3.91034598709214,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,4.2209178711537,4.39639575000044,3.48748816779447,3.95099592005451,4.16043693553838,3.48748816779447,3.48748816779447,3.48748816779447,5.04051715989755,3.92256677086897,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447,3.83603367467871,3.48748816779447,3.48748816779447,3.48748816779447,3.48748816779447
