"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MDN1",0.136124553571429,-0.149526845637584,2.45636915706242,0.0143908577949078,0.032977433610104,-4.4281573831258
"C11orf16",-0.159388392857143,-0.00542997762863535,-2.4563633380034,0.0143910878615334,0.032977433610104,-4.42817147742652
"AZI2",-0.11921875,0.188207382550336,-2.45525145897672,0.0144351076946988,0.0330751955152251,-4.4308639542454
"VGLL3",-0.138435714285714,-0.0890290827740492,-2.45507651164441,0.0144420447802746,0.0330879792408548,-4.43128749071971
"PDP2",-0.156364732142857,-0.0883633109619687,-2.45459666941786,0.0144610868273986,0.0331284914741044,-4.43244900751069
"FBN2",-0.145304464285714,-0.117355033557047,-2.45449611424181,0.0144650800702915,0.0331345244550538,-4.43269238555898
"SERPINI2",0.150345535714286,0.0762031319910515,2.45441494853895,0.0144683040306707,0.0331387943057979,-4.43288882733588
"BC021745",-0.160699553571429,-0.0513704697986577,-2.45427043177222,0.0144740459145818,0.0331473897448628,-4.43323857922623
"GOLGA2LY1",-0.154146875,-0.00485592841163311,-2.45422990389439,0.0144756565143177,0.0331473897448628,-4.43333665906331
"ARFIP1",-0.124651785714286,0.180362863534676,-2.45421779835405,0.0144761376257727,0.0331473897448628,-4.4333659548734
"LOC121952",0.161669196428571,0.0316163310961969,2.45365035887236,0.0144987052954898,0.0331959457521841,-4.43473901921062
"INTS6",0.155329910714286,0.127354138702461,2.45314312271688,0.0145189049525201,0.0332390713907374,-4.4359661442421
"AMY2B",0.146935267857143,0.0879062639821029,2.45257942469757,0.0145413822889894,0.0332874028762888,-4.43732957378173
"HLTF",-0.140782589285714,-0.124106935123043,-2.45252137447771,0.0145436987760355,0.0332891758776902,-4.4374699638522
"PIP5K1B",-0.144741071428572,-0.0852664429530201,-2.45247408640876,0.0145455860419744,0.0332891758776902,-4.43758432407934
