"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RPAP2",0.249276339285714,0.117135123042506,4.14492218810365,4.02403846855837e-05,0.000136267050308269,1.00461144589428
"PRUNE2",-0.237198660714286,-0.0623355704697987,-4.1445884582852,4.02969771809634e-05,0.000136439730435698,1.00327844176279
"RBM41",-0.253548214285714,-0.0991055928411633,-4.14438287795189,4.0331876329916e-05,0.000136538922257209,1.00245734986199
"CIR1",-0.251988839285714,0.0354626398210291,-4.14165389026538,4.07978816309977e-05,0.000138097344017801,0.991561308589127
"ITGB6",-0.220520535714286,-0.050962192393736,-4.14140987380759,4.08397988966958e-05,0.000138220030488151,0.990587348157189
"AJ005282",0.243224107142857,0.0431328859060403,4.14010091507982,4.10653531437883e-05,0.000138964105736402,0.985363718270903
"MKRN1",0.231959821428571,0.0929076062639821,4.13801052136217,4.14280216169963e-05,0.00014017190096681,0.97702482015858
"SLC11A2",0.237322321428571,0.0315666666666667,4.13757182614557,4.15045181797676e-05,0.000140411231293153,0.975275295690305
"GGT1",-0.225511160714286,-0.209561073825503,-4.13584316568782,4.18072604045641e-05,0.00014140537605708,0.968383046243717
"C1orf97",0.243170982142857,0.238546085011186,4.13582765771587,4.18099858212106e-05,0.00014140537605708,0.968321227367498
"CALN1",-0.225398660714286,-0.118640715883669,-4.13432119504283,4.20755435885017e-05,0.000142283769936804,0.96231709691742
"SLC26A2",-0.234130357142857,-0.136691946308725,-4.13326654919127,4.2262410004278e-05,0.000142895852224816,0.958114930603425
"PIPOX",-0.216579464285714,-0.0823456375838926,-4.13295689600923,4.23174254316543e-05,0.000143062017608012,0.956881327517624
"BC041482",0.24493125,0.0883821029082774,4.13249414466281,4.23997685408866e-05,0.000143316328706417,0.955037968918682
"CPA3",-0.247001785714286,0.188708277404922,-4.13246807063033,4.24044127533349e-05,0.000143316328706417,0.954934109367804
"ANKRD19",0.267146428571429,0.102935570469799,4.1321942572155,4.24532126550472e-05,0.000143461362637386,0.953843477215888
"ATAD3A",-0.203103125,-0.354244295302013,-4.13165048447657,4.25502840814759e-05,0.000143769456807738,0.951677763600345
"COPZ2",0.256935267857143,0.173555033557047,4.13153329266283,4.25712321927598e-05,0.000143820294755743,0.951211052051653
"OMD",0.251854464285714,0.388992170022371,4.13068430711867,4.27232822594771e-05,0.000144313964804399,0.947830370126542
"SNORA33",-0.246065178571429,-0.257556599552573,-4.1294933639587,4.29374468495488e-05,0.000145017284106695,0.943089093907328
"KLC1",0.23925625,-0.00238478747203579,4.12914539037459,4.30002147584942e-05,0.000145209150947199,0.941704012826249
"FAM54A",-0.238848660714286,-0.213024161073826,-4.12877749832631,4.30666705398186e-05,0.000145413416615533,0.940239766012664
"SCEL",-0.204268303571429,-0.173960402684564,-4.12765722138966,4.32696391240949e-05,0.000146078493512877,0.935781700564912
"ST14",-0.209994642857143,-0.184829082774049,-4.12534653087322,4.36911621716642e-05,0.000147481124781703,0.926590021915508
"USP32",0.218376339285714,-0.0744375838926175,4.12524757381211,4.37093011828506e-05,0.000147521918452037,0.926196488325627
"DDR2",0.221183928571429,0.113307382550336,4.12513276780424,4.37303543143265e-05,0.000147572534819486,0.925739937469788
"PDE2A",0.238644642857143,0.0755116331096197,4.12437497327083,4.38695609492891e-05,0.000148021802992561,0.922726700692844
"IKZF2",0.248199107142857,-0.015241163310962,4.12359467052022,4.4013342911129e-05,0.000148486382397673,0.919624502391998
"KRCC1",-0.232471875,0.0802219239373602,-4.1228163341002,4.41572091776075e-05,0.000148951117558131,0.916530665786094
"SIKE1",-0.257151339285714,-0.126990156599553,-4.12229391134139,4.42540236698769e-05,0.000149257030974057,0.914454374218221
"SOX8",-0.131509375,-0.231060850111857,-4.12176397759749,4.43524364090032e-05,0.000149568249434623,0.912348481579405
"MRTO4",-0.239616517857143,-0.211524608501119,-4.12167741812295,4.43685309347775e-05,0.000149601821200866,0.912004528634879
"LAMC2",0.229789285714286,0.142036465324385,4.12074722120479,4.45418391556074e-05,0.000150165403506342,0.908308720212879
"NBR2",-0.258463839285714,-0.0880785234899329,-4.11990117363436,4.47000283840557e-05,0.000150677865771568,0.904947923789611
"IL3RA",-0.235760714285714,-0.141008948545861,-4.11904237087799,4.48611490894487e-05,0.00015120006652997,0.901537116327806
"YOD1",-0.250664285714286,-0.137817002237136,-4.11758652889243,4.51355438050328e-05,0.000152103848906242,0.895756629522752
"RAB18",-0.201548214285714,0.0909863534675615,-4.11624479275696,4.53898453452635e-05,0.000152936830902236,0.890430889779471
"RPS3",-0.254654017857143,-0.0155512304250559,-4.11621621513977,4.53952765067248e-05,0.000152936830902236,0.890317474506792
"ARV1",0.241174107142857,0.347445413870246,4.1154808721333,4.55352408848782e-05,0.000153387164761227,0.887399389286181
"DHX38",-0.225631696428571,-0.395363087248322,-4.11532286017798,4.55653702472591e-05,0.00015346744190535,0.886772408737953
"ARHGAP4",-0.205589285714286,-0.20793937360179,-4.11485087751556,4.56554798075642e-05,0.000153749686560355,0.884899747526812
"TM4SF4",-0.165801785714286,-0.184937360178971,-4.11418062128227,4.57837345346823e-05,0.000154160293373102,0.882240750161198
"SIGMAR1",-0.212370535714286,-0.24678389261745,-4.1127948361577,4.60499947265535e-05,0.000155035406396333,0.876744431614736
"PMCHL2",0.24741875,0.0756995525727069,4.11239096615695,4.61278697640065e-05,0.000155276133500388,0.875142921750315
"SPON1",0.237728125,0.249085906040268,4.11167115122913,4.62669766605269e-05,0.000155722884981177,0.872288924031793
"RNF208",0.259067857142857,0.00426129753914989,4.11136785391789,4.63257094033227e-05,0.00015589903145148,0.871086518348512
"CALML3",0.258848214285714,0.233551006711409,4.11091291137258,4.64139408502152e-05,0.000156169038542525,0.869283078252129
"CNN3",0.241079464285714,0.223667561521253,4.11088808585327,4.64187601019167e-05,0.000156169038542525,0.869184672629753
"DA375949",0.300955803571428,0.397400223713647,4.11038478975746,4.65165651157928e-05,0.00015647648519349,0.867189781710684
"RASGRP1",-0.265732142857143,-0.0596331096196868,-4.1096117252706,4.66671758253992e-05,0.000156961454867264,0.864126065580906
"SENP7",0.233486160714286,0.183822818791946,4.10905109901532,4.67766887352842e-05,0.000157308080472178,0.8619045947826
"KIAA0562",0.223822321428571,-0.0419161073825503,4.10848383315281,4.68877474123143e-05,0.000157659808050679,0.859657101939082
"CDIPT",0.261115625,0.0784697986577181,4.10840392434179,4.69034120092016e-05,0.000157690720728508,0.859340528493012
"ICOSLG",-0.204975446428571,-0.280725055928412,-4.10814388701228,4.69544218270941e-05,0.000157840440210047,0.858310382495879
"USF1",0.250039285714286,0.103470693512304,4.10762999978738,4.70553829340291e-05,0.000158158009839506,0.856274780792464
"PTH2R",-0.191114732142857,-0.127037136465324,-4.1069507549976,4.71891479681606e-05,0.000158585734062631,0.853584531299892
"KIT",-0.218505803571429,0.0135322147651007,-4.10685913897491,4.72072177521419e-05,0.00015862458386434,0.853221704198687
"PPP6R3",0.251724553571429,-0.0565595078299776,4.10420017432864,4.7734532177025e-05,0.000160374338906624,0.842694685975171
"C21orf99",0.299002232142857,0.202396644295302,4.10333140048609,4.79080345267199e-05,0.000160935068286064,0.839256528811503
"TK2",0.2377375,0.147770469798658,4.10225170087701,4.81244967054798e-05,0.000161639936005394,0.834984581499557
"GPR172B",0.263009821428571,0.128590827740492,4.10176001007477,4.82233806539717e-05,0.000161949743629546,0.833039501127311
"HPX",0.255932589285714,0.233652125279642,4.10126804549874,4.83225130381546e-05,0.000162260300084574,0.831093555091818
"FAM161B",0.260863839285714,0.268906263982103,4.09965068092303,4.86497847016426e-05,0.000163326420362543,0.824697667154539
"KCNMA1",0.260265625,0.174201789709172,4.09963278432669,4.86534178189307e-05,0.000163326420362543,0.824626907992012
"CFP",-0.232080803571428,-0.138375615212528,-4.09947182904888,4.86861043111134e-05,0.000163413634966007,0.823990539544758
"VPS13A",0.245696428571429,0.0477890380313199,4.09746273309825,4.90958689409617e-05,0.00016476630413901,0.816049140866073
"CGRRF1",-0.20985625,0.192850111856823,-4.09722279423119,4.91450242585983e-05,0.000164908558404506,0.81510097154485
"TOR1A",-0.226962053571429,0.014151677852349,-4.09677634891652,4.92366103070055e-05,0.000165189837052371,0.81333688586833
"POLR3D",-0.231090178571429,-0.17826129753915,-4.09674811842441,4.92424071055656e-05,0.000165189837052371,0.8132253418172
"TRIM33",0.239233482142857,0.100704026845638,4.09617555043425,4.93601173472829e-05,0.000165561918722449,0.810963171187686
"TSEN34",-0.227630803571429,-0.141907382550336,-4.09585962256624,4.94251812438029e-05,0.000165757337812963,0.809715091401547
"AI821401",0.259143303571428,0.0335250559284116,4.09561107752395,4.94764252652832e-05,0.000165906361753739,0.808733271941461
"CD274",-0.227927678571428,-0.124736241610738,-4.09448454521913,4.97093232895614e-05,0.000166664390467809,0.804283863739696
"MOBKL2C",0.235265178571429,0.1369774049217,4.09444533563359,4.97174481787395e-05,0.000166668699576217,0.804129020141795
"ZC3H12B",0.244631696428571,0.167051454138702,4.09423702904129,4.97606340062094e-05,0.000166790526748736,0.803306414306857
"RAB11FIP4",0.253521428571429,0.0976982102908277,4.09309738081789,4.99975363738319e-05,0.000167561541240206,0.798806616775935
"TGOLN2",0.227570982142857,0.306704026845638,4.09221320051191,5.01820721618443e-05,0.000168156866672143,0.795316315213465
"APOA1BP",0.234536607142857,0.202346085011186,4.09217771746053,5.01894912694865e-05,0.00016815860349991,0.795176260540173
"ZIC2",-0.227623660714286,-0.201801342281879,-4.09209329845155,5.02071465289638e-05,0.000168194631099504,0.79484305595748
"AKR1C4",-0.230092857142857,-0.0124850111856823,-4.09186643703945,5.02546212322922e-05,0.000168330530610103,0.793947658296834
"MSX2",0.274552232142857,0.163060178970917,4.0912489748132,5.0384052243746e-05,0.00016874087205547,0.791510835402383
"POMZP3",0.260093303571429,0.109640939597315,4.09093080061868,5.04508708669576e-05,0.000168941434833863,0.790255290492877
"LOC283788",0.248891517857143,0.0220778523489933,4.08992003712152,5.06636971057728e-05,0.000169630801191738,0.786267327570228
"LGALS3",-0.248502678571429,-0.00219798657718121,-4.089745393531,5.07005564189611e-05,0.000169730891443501,0.785578365095447
"PSMF1",0.210716071428571,0.196290604026846,4.08942027731734,5.07692415760195e-05,0.00016993748334127,0.784295866738634
"SMAD9",0.247912053571429,0.0552442953020134,4.08911055552028,5.0834756733754e-05,0.000170133409159197,0.783074183696628
"FBLIM1",0.235692857142857,0.0701364653243848,4.08779796265638,5.11133014867381e-05,0.000171042149221208,0.777897680056292
"COX7B2",-0.160407142857143,-0.140375391498881,-4.08691922831916,5.13005875535011e-05,0.000171645299670975,0.774433060100036
"EDARADD",0.25776875,0.177478747203579,4.0859551003118,5.15068242615065e-05,0.000172311682263096,0.770632553863142
"HES1",0.246800446428572,0.157719910514541,4.08582213880475,5.1535327840602e-05,0.000172383372521591,0.770108497084602
"PARVG",-0.214404017857143,-0.125999552572707,-4.08560823793674,5.15812142383484e-05,0.000172513179873741,0.769265457864194
"ANKFY1",0.25480625,0.11247293064877,4.08512184151341,5.16857014978772e-05,0.000172838915067966,0.767348595569126
"COMMD7",-0.239811160714286,-0.105537807606264,-4.08453827843161,5.18113275510677e-05,0.000173235240088422,0.765049085358668
"CWF19L2",-0.242074107142857,0.160664876957494,-4.08398687830419,5.19302964319474e-05,0.000173609200638455,0.762876593501878
"SCARA3",0.2333375,0.115026398210291,4.08386919611076,5.19557208890143e-05,0.000173670371278944,0.762412966318021
"CD164",-0.229692410714286,0.0594501118568233,-4.08295599122541,5.21534153246212e-05,0.000174307286329772,0.758815677812026
"SERPINA9",-0.170267410714286,-0.139816331096197,-4.08217801505552,5.23223987815917e-05,0.000174848081940459,0.755751672577644
"LOX",-0.230644196428571,-0.101287919463087,-4.0819037925682,5.23820863523491e-05,0.000175023540413279,0.754671796041799
"CWH43",-0.198141071428571,-0.163589261744966,-4.08117976227445,5.2539990805254e-05,0.000175527076493341,0.751820920392917
"SEPT1",-0.206488839285714,-0.157708277404922,-4.07841346685322,5.31474717489311e-05,0.000177532226398623,0.740932949326623
"Tmp21-II",-0.232876339285714,0.107183668903803,-4.07817440070152,5.32002831511544e-05,0.000177684279033351,0.739992322531728
"C9orf86",0.221991071428572,-0.0744906040268456,4.07790776319516,5.32592441018009e-05,0.000177856826130284,0.738943274455225
"C22orf39",-0.230595535714286,-0.0491841163310962,-4.07784504005939,5.32731229487403e-05,0.000177878796932708,0.738696508316813
"EPB49",0.259016071428571,0.108586353467562,4.07757207761232,5.33335618223185e-05,0.000178056204204173,0.737622657280187
"KNTC1",-0.206995982142857,-0.392925727069351,-4.07729889272795,5.33941151990249e-05,0.000178233945091759,0.736547998258865
"C3orf34",0.247010267857143,0.151253243847875,4.07666321272731,5.35352712469748e-05,0.00017868065877911,0.734047610039982
"ZNF484",0.239696428571429,0.356516331096197,4.07660009298985,5.35493066547219e-05,0.00017870302719286,0.733799354254253
"SYNE1",-0.255962946428571,0.00258747203579419,-4.0762064929427,5.3636907139249e-05,0.000178970854877341,0.732251369585312
"ARTN",0.260957142857143,0.119549888143177,4.07521627387598,5.38578952364296e-05,0.000179683624195142,0.72835756577529
"SLC25A22",0.218566071428571,-0.00777561521252796,4.07491114746819,5.39261648074151e-05,0.000179886760304872,0.727157905638593
"RGS22",0.262601785714286,0.275296420581655,4.07481481234684,5.39477360912573e-05,0.000179934086103443,0.72677916392951
"NDRG2",-0.2237875,-0.0714472035794183,-4.07226707371015,5.45212092527457e-05,0.000181821927887082,0.716765754755806
"AX747981",-0.238446428571429,-0.159730872483221,-4.07050422796432,5.49213962908272e-05,0.000183131442913913,0.70984063819716
"DBN1",0.217948660714286,-0.0440697986577181,4.07031946239905,5.49635015331197e-05,0.000183246764996451,0.70911497192701
"SVOPL",-0.206561160714286,-0.197081431767338,-4.06981582765538,5.50784280090078e-05,0.000183604806254925,0.707137103776074
"TOR1AIP1",0.254426785714286,0.296291722595078,4.06910534607303,5.52409440995809e-05,0.00018412136859781,0.704347297355775
"CLNK",-0.228952232142857,-0.182780313199105,-4.06832658811614,5.54196012465493e-05,0.000184691581397143,0.701289915881419
"DEXI",0.265698660714286,0.224485682326622,4.0682429094852,5.54388308436101e-05,0.000184730402023396,0.700961428438526
"FSD1L",-0.251780803571428,-0.132767561521253,-4.06756659861608,5.55944819714585e-05,0.000185223726644859,0.698306744992144
"CCDC53",-0.223867857142857,0.118915212527964,-4.06726427586229,5.56641949720646e-05,0.000185430636101062,0.697120188313723
"FH",-0.254044642857143,-0.0972152125279642,-4.06720015423198,5.56789915372022e-05,0.000185454574327302,0.696868534240658
"SH3BGRL",0.211575892857143,0.384670917225951,4.06689599115072,5.57492304650689e-05,0.000185663147187755,0.695674855197368
"KSR2",0.264513839285714,0.14834451901566,4.06441159182869,5.6326101896878e-05,0.000187558684206494,0.685928020718145
"CLNS1A",-0.23633125,-0.0987527964205817,-4.06339634197506,5.65634691832689e-05,0.000188323352515084,0.681946575412559
"BSN",0.26689375,0.128652796420582,4.06335921105572,5.65721684520114e-05,0.000188326584814018,0.681800978867687
"NAPRT1",0.224041071428572,0.0536568232662192,4.06284082009931,5.66937532421503e-05,0.000188684394155943,0.679768410829841
"FOXN3",-0.272028125,-0.166601118568233,-4.06283492014663,5.66951384606786e-05,0.000188684394155943,0.679745278995758
"FLVCR1",-0.221292857142857,-0.226258836689038,-4.06198015703824,5.68961639349672e-05,0.000189327560121163,0.676394356368408
"FOXD4L1",0.250785714285714,0.0467176733780761,4.05889016048306,5.76285417901224e-05,0.000191738436147147,0.664286147907835
"OSTCP1",-0.210910267857143,-0.192925055928412,-4.05831122302413,5.77667516460421e-05,0.000192172041516827,0.662018526906288
"COX11",-0.221957142857143,-0.0281545861297539,-4.05812816930565,5.78105175871633e-05,0.000192291385826371,0.661301592635476
"MRPS9",-0.209878125,-0.208479418344519,-4.0575689235146,5.79444217512599e-05,0.000192710477580824,0.659111479981832
"PABPC4",-0.216175,-0.203001118568233,-4.05699691275713,5.80816871280482e-05,0.000193140632087374,0.656871668601011
"AA532505",0.294792410714286,0.0953313199105145,4.05647133323262,5.82080826915463e-05,0.000193534528452395,0.654813926794534
"COLEC11",-0.211171875,-0.176823266219239,-4.05430403016115,5.87320589287123e-05,0.000195250042561373,0.646331158853385
"MGC16075",-0.243450446428572,-0.087872706935123,-4.05296891134982,5.90570699325072e-05,0.000196303734840449,0.641107643898317
"SLC36A4",-0.228520089285714,-0.296926174496644,-4.05290643204131,5.90723211837349e-05,0.00019632764901872,0.640863239351353
"P53TG1",0.205697321428571,0.300751454138702,4.05279097402433,5.91005144278046e-05,0.000196394563695178,0.640411603649487
"RPS10",-0.266154910714286,-0.0675879194630872,-4.05253421014801,5.91632584286796e-05,0.00019657625871149,0.639407266594433
"AK130343",0.271914285714286,0.0611948545861298,4.05240267885505,5.91954245253279e-05,0.000196656319677327,0.638892802299984
"LRRIQ1",0.260591964285714,0.10992706935123,4.05152980689073,5.94093074658709e-05,0.000197339967874638,0.635479093495138
"CLDN8",-0.215156696428571,-0.129392841163311,-4.05148295532346,5.94208084073209e-05,0.000197351268811448,0.635295881435234
"AA400272",-0.259349553571428,-0.0838599552572707,-4.05129883387934,5.94660263180235e-05,0.000197474533839956,0.634575897584706
"HPS6",0.222368303571429,0.145966890380313,4.05121112264107,5.94875785876534e-05,0.000197519187222229,0.634232924507898
"GLIS3",0.274966071428571,0.169382774049217,4.05084250912227,5.95782348745783e-05,0.000197793246243014,0.632791628372138
"NBPF3",0.238089285714286,0.172736465324385,4.0497850464512,5.98390345802884e-05,0.00019863201125902,0.628657578876786
"BU739297",-0.217523214285714,-0.183054362416107,-4.04906430717249,6.00174099838912e-05,0.000199196982632452,0.625840494558225
"CYB5R3",-0.242016517857143,-0.21807293064877,-4.04748764899987,6.04093788527519e-05,0.000200470617442988,0.619679593710774
"KLHL2",-0.231616964285714,0.032582774049217,-4.04566026579438,6.0866722040204e-05,0.000201960822804424,0.612541769206849
"KATNAL2",0.220130357142857,0.0744044742729306,4.04500025795127,6.10327105642262e-05,0.000202484015116278,0.609964494323376
"MRAP2",-0.186066517857143,-0.123268680089485,-4.04485891736873,6.10683128328692e-05,0.000202574550382706,0.609412622306293
"PRMT6",-0.254536160714286,-0.0420096196868009,-4.04297913989846,6.15436894565791e-05,0.000204123672883887,0.60207464007872
"FAM126A",-0.238375,-0.130512975391499,-4.04275611299874,6.16003233556642e-05,0.000204283707067341,0.601204233711885
"CSN3",-0.165578125,-0.153466666666667,-4.04222442075591,6.1735537303788e-05,0.000204704255411445,0.599129380881652
"ENO1-AS1",0.266960714285714,0.0768004474272931,4.0418383126875,6.18339045541659e-05,0.000205002528731417,0.597622809094019
"AW069099",0.251147321428571,0.0501843400447427,4.04153352158701,6.19116601090934e-05,0.000205232394713425,0.596433626377064
"OPA1",-0.233125446428572,-0.152314541387025,-4.04096558231537,6.20567954437499e-05,0.00020568552657417,0.594217959644753
"TMPRSS3",0.279784821428572,0.329334004474273,4.04057337807003,6.21572107225491e-05,0.000205990331957987,0.592688046884063
"TMEM57",0.230280803571429,0.0709527964205817,4.03931752867337,6.2479782501877e-05,0.000207031185750032,0.587790154288803
"APH1A",-0.249655803571429,-0.0516375838926174,-4.03904707117913,6.25494587306536e-05,0.000207233883120132,0.586735538845141
"TIMP1",0.207059375,0.189655257270694,4.0382870553683,6.27456519707664e-05,0.000207855634478472,0.583772304384408
"BX090013",0.261127678571428,0.102963534675615,4.03722791271764,6.30200377640831e-05,0.00020873620772532,0.579643669043196
"CDC37L1",-0.21286875,0.00155525727069351,-4.03658556389114,6.31870019242694e-05,0.0002092607859324,0.577140226836181
"AK055360",0.251588839285714,0.0862561521252796,4.03605952952114,6.33240455164037e-05,0.000209686145012057,0.5750903768558
"SLK",-0.239361160714286,0.0683659955257271,-4.03574066253317,6.34072547708356e-05,0.000209933150034745,0.573847937847201
"SRSF9",-0.232638839285714,-0.0801257270693512,-4.03421556537376,6.38066711252597e-05,0.000211226866183987,0.567906789542251
"FAM127B",-0.257636160714286,-0.298784340044743,-4.0329170964283,6.41486163398567e-05,0.000212330003120026,0.562850143534977
"AK131352",-0.22001875,-0.0740391498881432,-4.03263596144591,6.42228806151919e-05,0.000212546944836479,0.561755515751412
"LOC388456",-0.260533035714286,-0.0848429530201342,-4.02955553976943,6.50419668066229e-05,0.00021522849635304,0.549766246831789
"LAMA2",0.242289285714286,0.416164876957494,4.02934398534131,6.50985817300209e-05,0.000215386590576667,0.548943172554591
"SRXN1",-0.222901785714286,-0.173023489932886,-4.02919696777206,6.51379532394714e-05,0.000215487597683877,0.548371209334877
"STAP2",0.210397767857143,-0.0125384787472036,4.02637719785705,6.58974808746247e-05,0.0002179706548056,0.537404831656576
"C16orf86",0.233794196428572,0.147448769574944,4.02586990395001,6.60350138913644e-05,0.000218395930850267,0.535432674008046
"PELI1",-0.185164732142857,-0.118976510067114,-4.02426091051461,6.64730349705255e-05,0.000219814753177061,0.529179080618206
"ERMP1",0.213588839285714,0.0749778523489933,4.02302413434426,6.68115996676524e-05,0.000220904350163006,0.524373752329867
"MOB2",0.242275446428571,0.0708850111856823,4.02275054071666,6.68867161048756e-05,0.000221122710357293,0.523310927252516
"RCBTB2",-0.211341071428571,0.0643606263982103,-4.02106351472082,6.73516714023431e-05,0.000222629615943068,0.516758854236993
"TBC1D19",0.214361160714286,0.3590548098434,4.02069846415158,6.74526846827369e-05,0.000222933272799259,0.515341408368404
"ZNF439",0.238109375,0.198662416107383,4.01956765667249,6.77665043317515e-05,0.000223940083747779,0.510951386759062
"C15orf27",-0.221240625,-0.0775572706935123,-4.01810891426816,6.81733792442558e-05,0.000225254088871054,0.50528995975461
"KIR3DL1",-0.244879910714286,-0.175304921700224,-4.01802314101479,6.81973753024891e-05,0.00022530282556549,0.504957130707599
"KIF6",-0.239766071428572,-0.178306040268456,-4.01790610859066,6.82301294070472e-05,0.000225380478973963,0.504503016279627
"HOXA5",0.239602678571429,0.151855704697987,4.01653340888927,6.86154260577574e-05,0.000226622486063355,0.499177528173781
"MDH1B",0.251542857142857,0.212186129753915,4.01577839489656,6.8828226791643e-05,0.000227294515579178,0.496249121277429
"GOLGA8E",0.229926339285714,-0.0140270693512304,4.01573915690512,6.88393031267751e-05,0.000227300289782284,0.496096946362763
"MIPEP",0.218140625,0.16434384787472,4.01520199157464,6.89911075887327e-05,0.000227770669248373,0.494013822213939
"CCDC46",-0.209770089285714,-0.0326487695749441,-4.01482230708727,6.90985991128778e-05,0.000228094644159118,0.492541564941601
"MMAB",0.232179910714286,-0.0374387024608501,4.01417988817814,6.92808348081743e-05,0.000228665228579926,0.490050829957569
"ELL3",-0.219113392857143,-0.2238225950783,-4.01394168144549,6.93485230346968e-05,0.000228857639397277,0.489127368590873
"AKR1A1",-0.207687053571429,-0.00901610738255034,-4.01299618351702,6.96178128458601e-05,0.000229715215088412,0.485462440579147
"S100A2",-0.18553125,-0.148608724832215,-4.0124864582263,6.97634005095149e-05,0.00023016443861574,0.483486984042728
"CCDC67",-0.200391517857143,-0.16492841163311,-4.01235056142863,6.98022640928532e-05,0.000230261482525335,0.482960351278914
"NRD1",-0.223927232142857,-0.267551230425056,-4.01151284402228,7.00422874805717e-05,0.000231021989892606,0.479714362934333
"LOC653113",0.2515,0.191620357941834,4.01058943433583,7.03077709838847e-05,0.00023186625569567,0.476137067845538
"AV30S1",-0.236752232142857,-0.0931545861297539,-4.00993698562231,7.04959277073887e-05,0.000232455313447043,0.473609941267645
"OSBPL9",-0.244859821428571,-0.071731096196868,-4.00983210669469,7.05262178105369e-05,0.000232523728265074,0.473203750045587
"CNTNAP5",-0.272316964285714,-0.107479642058166,-4.00868577985976,7.0858094939061e-05,0.000233586317299112,0.468764726634467
"TPTE2",-0.206292410714286,-0.156129977628635,-4.00786978884757,7.1095237746071e-05,0.000234336365940249,0.465605614637425
"SNRK",0.232879910714286,0.269526398210291,4.00694400507802,7.13652003790104e-05,0.000235194374200125,0.462022167338873
"ZBED4",-0.210539285714286,-0.314156823266219,-4.0065847511162,7.14702221682512e-05,0.000235508637430148,0.460631805151136
"BX106314",-0.265973660714286,-0.0982040268456376,-4.00609368400742,7.16140145530005e-05,0.000235950555249799,0.458731496437639
"CCL28",-0.248741964285714,-0.0474008948545861,-4.00526842130179,7.18562833205115e-05,0.000236688373339742,0.455538423416766
"LOC730441",-0.247717857142857,-0.0497675615212528,-4.00526469854688,7.18573779533574e-05,0.000236688373339742,0.455524020877228
"ABTB1",0.246738392857143,0.136316554809843,4.00508581681769,7.19099946990782e-05,0.000236829673040565,0.454831980614722
"BQ709011",0.233861607142857,0.0033102908277405,4.0049732641899,7.19431199630269e-05,0.0002369067496296,0.45439656274408
"ATF5",-0.222053125,-0.240725055928412,-4.0036896167147,7.23219347692944e-05,0.000238114003107007,0.449431489880692
"UBAC1",-0.218931696428571,-0.177250782997763,-4.00366479596463,7.23292781926323e-05,0.000238114003107007,0.449335499340547
"SLC35E4",-0.229797767857143,-0.220062639821029,-4.00314703137331,7.24826245190986e-05,0.000238586599254545,0.447333249004243
"SESN2",0.236308035714286,0.0161353467561521,4.00305396536042,7.25102205645987e-05,0.000238628615935584,0.446973378568655
"PAFAH1B1",0.23829375,0.134369351230425,4.00303793606082,7.25149745979562e-05,0.000238628615935584,0.446911396784078
"LMCD1",0.241873214285714,0.211890604026846,4.0024974526772,7.26754465242874e-05,0.000239124396557364,0.444821601907141
"NIPAL4",-0.172755803571429,-0.184571140939597,-4.00201151519908,7.28200111285999e-05,0.000239564088631697,0.442942935536854
"RNF217",-0.215727678571429,-0.215691051454139,-4.00198219895489,7.28287413240156e-05,0.000239564088631697,0.442829603820489
"LRRC4C",0.260486160714286,0.329700223713647,4.00178112370911,7.28886470529228e-05,0.000239728782748768,0.442052301330198
"FLJ14186",0.250338839285714,0.0716747203579418,4.00057789113445,7.324810053998e-05,0.000240878503907994,0.437401692605679
"RDH12",-0.193133482142857,-0.124544295302013,-4.0005336222308,7.32613574487965e-05,0.000240889590920561,0.43723061400074
"PPP1R9A",0.249836607142857,0.0332519015659955,3.99990532273645,7.34497556467475e-05,0.000241476476740413,0.434802721136969
"ERP44",0.242075,0.0230574944071588,3.99902605990903,7.37141781044818e-05,0.000242313111027926,0.431405647055211
"C5orf22",-0.231764285714286,-0.068086129753915,-3.99889586205596,7.37534094478553e-05,0.000242409371651651,0.430902680749218
"CD200",-0.209715178571429,-0.0424897091722595,-3.99810924799688,7.39908544576488e-05,0.00024312626654537,0.427864243762698
"FGFR4",-0.212582142857143,-0.236218791946309,-3.99810717775437,7.39914803307807e-05,0.00024312626654537,0.427856247819253
"MAP7",0.23906875,0.16793937360179,3.99788044966301,7.40600548885977e-05,0.000243318783541236,0.42698057432341
"IDH2",-0.204547321428571,-0.290768008948546,-3.99730488628315,7.42344065870744e-05,0.000243858724685067,0.42475783112469
"EHBP1",-0.20529375,-0.190269574944072,-3.9969999391957,7.43269399812489e-05,0.000244129784804296,0.42358029046605
"PRMT3",-0.220686607142857,-0.120214317673378,-3.99582065005649,7.46858152988197e-05,0.000245275464582431,0.419027304252246
"BCL3",0.234965178571429,0.0529684563758389,3.99520213401814,7.487469553965e-05,0.000245862630495916,0.416639846641488
"SPSB2",0.232714285714286,0.0764838926174497,3.99515070443894,7.48904213123207e-05,0.000245881135346083,0.416441345214115
"TCP10L",0.235388392857143,0.0998454138702461,3.99488090419598,7.49729702671519e-05,0.000246119000332744,0.415400043276745
"SORCS1",0.267149553571429,0.169647651006711,3.99356079612823,7.53781207439799e-05,0.000247415685114399,0.410305995393427
"PRCC",0.234995089285714,0.000171140939597313,3.99338176546735,7.54332261844776e-05,0.000247560188939221,0.40961527107363
"SNW1",-0.239596428571429,0.010176062639821,-3.99335176506553,7.54424640127485e-05,0.000247560188939221,0.409499528328857
