"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Vdr",279.254501324529,2.30944292090938,0.539171180501021,4.28332040811853,1.84124724878586e-05,0.0196762376449798
"Hspa1l",200.007249830301,3.37227752779984,0.676157158517408,4.98741673488179,6.11919783277512e-07,0.00179827926310679
"Lrp6",501.332111870786,1.81859504451981,0.407545866127468,4.46230767054574,8.10816935640514e-06,0.0119139413480678
"Iscu",1068.08887653035,-1.2414854023198,0.281311803004205,-4.41320054495275,1.01853566337055e-05,0.0133032074699121
"Adamts3",197.224782057584,2.36722475909078,0.530150065837125,4.46519751978687,7.99949166847063e-06,0.0119139413480678
"Creb1",126.703063676136,1.77335094198598,0.405327135064875,4.37511034562771,1.2137106577216e-05,0.0142671687815174
"Alg5",678.869274198629,-1.21968076990049,0.290570823917757,-4.19753350820144,2.69837741920385e-05,0.026432855468951
"Epc2",105.415673740621,2.60441918671525,0.629606703248985,4.13658109622335,3.52518805851261e-05,0.0318758350983198
"Mir207",132.673544242659,3.66343492864177,0.613520906041641,5.97116559935633,2.35564484796344e-09,2.76906051878103e-05
"Cdk6",218.456673846525,2.11981949818154,0.464414810952923,4.56449589502092,5.00695997597635e-06,0.0101658111073352
"Tpsab1",590.696154917598,-9.1303217057053,1.64925311495527,-5.53603423447403,3.09397116250904e-08,0.000121232103384313
"Mcpt1l1",351.354969812087,-7.5756342875824,1.83992880689434,-4.11735185578702,3.83250727736131e-05,0.0321793736038444
"Hsph1",15660.4703766597,4.27060516296693,0.744324774499501,5.73755611700359,9.60524587086638e-09,5.64548326060172e-05
"Rnf144b",299.964780551452,2.47343518002535,0.608075588328667,4.06764426577908,4.74908069538446e-05,0.0372169623828295
