""	"Basal"	"Her2"	"LumA"	"LumB"	"Normal"	"Call"	"Confidence"	"ROR-S (Subtype Only)"	"ROR-S Group (Subtype Only)"	"Proliferation Score"	"ROR-P (Subtype + Proliferation)"	"ROR-P Group (Subtype + Proliferation)"	"ER"	"Her2"
"10L_C_DN"	"0.00747536527885808"	"-0.188998376696785"	"0.0982368709878218"	"-0.0981613622476313"	"0.259145996333747"	"Normal"	"0.91"	"32.7277825938334"	"med"	"-0.736298808994807"	"8.64373462322813"	"low"	"-0.413846300677159"	"-1.2860563324167"
"10R_BU_DN"	"0.304137722742374"	"0.199788583509514"	"-0.506644518272425"	"0.224101479915433"	"-0.40048323769254"	"Basal"	"0.95"	"70.3627670337734"	"high"	"1.14793024392137"	"95.4591400496566"	"high"	"-1.14895024112428"	"-0.79593171960845"
"11L_B_DN"	"-0.299154334038055"	"-0.268347931138629"	"0.429477499244941"	"-0.307459981878587"	"0.244488070069465"	"LumA"	"1"	"12.814269577167"	"low"	"-0.56894091528002"	"9.77292428927731"	"low"	"1.38331436670344"	"1.14313962011489"
"11R_C_DN"	"0.374565779834797"	"0.236973269580967"	"-0.422292709846006"	"0.131249057530822"	"-0.227458090496454"	"Basal"	"0.99"	"66.2076774348544"	"high"	"0.729142820578227"	"77.5927952375929"	"high"	"-1.49147264031684"	"-0.255301252770523"
"15L_B_DN"	"-0.00755172943215318"	"0.0280924334876098"	"0.0661531498256618"	"-0.190605650867546"	"0.212354631632147"	"Normal"	"0.83"	"35.6215964528966"	"med"	"-0.330908875548111"	"26.3805486562335"	"med"	"-0.313632069921076"	"-0.222034471688215"
"16L_D_DN"	"-0.0996677740863787"	"0.135155542132286"	"-0.0478707339172455"	"0.163243733011175"	"-0.153427967381456"	"LumB"	"0.71"	"47.3792196937126"	"med"	"0.184227379950883"	"51.108620771534"	"med"	"0.0343528779710148"	"0.433887533796532"
"16R_D_DN"	"0.188696341736024"	"-0.239740250104792"	"0.0644089553824842"	"0.00694680409752468"	"0.219428398993551"	"Normal"	"0.84"	"36.0410263519995"	"med"	"-0.78725814923142"	"7.17009198464912"	"low"	"-0.415527712431505"	"-0.0987584375815228"
"17N_A_DN"	"-0.110813887182806"	"0.123621929739414"	"0.0906290606220757"	"0.0967088276584403"	"-0.200145930837124"	"Her2"	"0.56"	"40.3009684983148"	"med"	"0.260543412732564"	"52.118505984222"	"med"	"0.895324042394076"	"0.968661596805648"
"2R_A_DN"	"-0.266686801570523"	"-0.330564784053156"	"0.509211718514044"	"-0.28767743884023"	"0.497281787979462"	"LumA"	"1"	"9.08807647822765"	"low"	"-1.40167086860559"	"-24.6784510772165"	"low"	"0.336865963081199"	"-0.53179540337029"
"2R_C_DN"	"-0.0922275162081265"	"-0.0464536629549531"	"0.0342926227342256"	"-0.0696427272267753"	"0.0923030506194353"	"Normal"	"0.44"	"37.452232740886"	"med"	"0.299894188436084"	"51.9632659622088"	"med"	"0.693889945593951"	"-0.299836271779226"
