""	"Basal"	"Her2"	"LumA"	"LumB"	"Normal"	"Call"	"Confidence"	"ROR-S (Subtype Only)"	"ROR-S Group (Subtype Only)"	"Proliferation Score"	"ROR-P (Subtype + Proliferation)"	"ROR-P Group (Subtype + Proliferation)"	"ER"	"Her2"
"3N_DN_B"	"-0.295077016007249"	"-0.220326185442465"	"0.545454545454546"	"-0.267441860465116"	"0.385986106916339"	"LumA"	"1"	"9.40029666015243"	"low"	"-0.912942462207551"	"-4.60216511643563"	"low"	"-0.998972493624411"	"1.56175619079637"
"3R_DN_C"	"-0.325128360012081"	"-0.271519178495923"	"0.575807913017215"	"-0.115070975536092"	"0.199939595288433"	"LumA"	"1"	"9.79021518432319"	"low"	"-0.719329034161613"	"3.23965677215685"	"low"	"1.91055881741893"	"1.41540415614965"
"3R_DN_B"	"-0.244035034732709"	"-0.29009362730293"	"0.498640893989731"	"-0.296436122017517"	"0.336756266988825"	"LumA"	"1"	"10.0856047156537"	"low"	"-0.507221509542221"	"11.3375272906193"	"low"	"2.12189865629611"	"1.67304400152181"
"4N_DN_C"	"-0.182724252491694"	"-0.45394140742978"	"0.54243430987617"	"-0.499546964663244"	"0.592872244035035"	"Normal"	"1"	"2.77441959351182"	"low"	"-1.39466595101774"	"-27.0154763924286"	"low"	"0.0906212200526278"	"1.48305525372246"
"6R_DN_B"	"-0.396864111498258"	"-0.354878048780488"	"0.661672473867596"	"-0.376132404181185"	"0.426829268292683"	"LumA"	"1"	"0.287536168272171"	"low"	"-1.47623876828038"	"-30.0521086527219"	"low"	"1.39200040924876"	"1.22915927911404"
"6R_DN_D"	"-0.247659317426759"	"-0.272123225611598"	"0.558441558441559"	"-0.470703714889761"	"0.541528239202658"	"LumA"	"1"	"4.93825457299199"	"low"	"-1.52937701044534"	"-30.9041254318196"	"low"	"-0.288368263957397"	"1.21702843410294"
"8R_DN_CU"	"0.195040920508873"	"0.0835426626691516"	"-0.0598816951624666"	"-0.222915484968803"	"0.0148286200469978"	"Basal"	"0.78"	"42.1226886633269"	"med"	"0.559006563874921"	"63.4740687340152"	"high"	"0.264332074597533"	"1.81217159628759"
"8R_DN_CL"	"0.00656348756178592"	"-0.418361559030873"	"0.50117494530427"	"-0.605866623450288"	"0.73908111174135"	"Normal"	"1"	"4.16636681773334"	"low"	"-0.644594241373079"	"2.96972733723474"	"low"	"-0.697003309228052"	"1.54863549593816"
"9L_DN_A"	"0.0255209906372697"	"-0.313500453035337"	"0.30579885231048"	"-0.412715191784959"	"0.493506493506494"	"Normal"	"1"	"17.127089001901"	"low"	"0.120771648048732"	"37.6107837712697"	"med"	"-0.0112941402958995"	"1.44858478634182"
"10L_Ep_D"	"-0.260999918969289"	"-0.308483915403938"	"0.545741836155903"	"-0.444777570699295"	"0.389028441779434"	"LumA"	"1"	"5.29884809210808"	"low"	"-0.738217558974129"	"0.601719969334081"	"low"	"1.14840269468639"	"1.97579911125665"
"10R_Ep_B"	"-0.380763309294223"	"-0.372498176809011"	"0.632768819382546"	"-0.145126002755044"	"0.198606271777003"	"LumA"	"1"	"5.16978826246323"	"low"	"-0.670959364170486"	"3.53750716565048"	"low"	"2.36870000402237"	"1.38462447293047"
"10R_Ep_BU"	"-0.0794321957112655"	"0.219571126547871"	"-0.199486559951676"	"0.335095137420719"	"-0.569314406523709"	"LumB"	"0.97"	"57.8762089633486"	"high"	"1.08287102885405"	"90.2772677034248"	"high"	"1.76343652915148"	"1.41685948947353"
"11L_Ep_B"	"-0.408486861975234"	"-0.152823920265781"	"0.427665357897916"	"0.0208396254907883"	"-0.0659921473874962"	"LumA"	"1"	"19.5319009684296"	"low"	"-0.25926318815574"	"24.9849714841985"	"med"	"2.23731463062505"	"2.06117686013159"
"11N_Ep_D"	"-0.0527204502814259"	"0.123827392120075"	"-0.0178236397748593"	"0.0463414634146341"	"-0.300750469043152"	"Her2"	"0.55"	"44.2452652120075"	"med"	"0.684274029040358"	"69.9104718750073"	"high"	"2.15593486791209"	"2.39110518365687"
"11R_Ep_D"	"-0.569012382965871"	"-0.0850196315312595"	"0.510268800966475"	"0.0341286620356388"	"-0.0225007550588946"	"LumA"	"1"	"16.5292781674276"	"low"	"-0.434527396868808"	"17.7273670827889"	"med"	"2.05838724807664"	"1.89789678396938"
"11R_Ep_C"	"-0.249924494110541"	"-0.160676532769556"	"0.348837209302326"	"-0.136363636363636"	"0.0221987315010571"	"LumA"	"0.98"	"20.8411477062199"	"low"	"0.225366859198191"	"44.1737454285242"	"med"	"1.27692684202979"	"1.79383954757848"
"12L_Ep_D"	"-0.405768649954696"	"-0.319389912413168"	"0.625641800060405"	"-0.189217758985201"	"0.252038659015403"	"LumA"	"1"	"5.3830306672944"	"low"	"-0.881342620525913"	"-4.58190844997282"	"low"	"1.17846220596253"	"1.51781179974571"
"14N_Ep_C"	"-0.43204469948656"	"-0.431591664149804"	"0.658864391422531"	"-0.300815463606161"	"0.326185442464512"	"LumA"	"1"	"0.363941344182495"	"low"	"-0.935565894490558"	"-8.67211272227363"	"low"	"1.9003252631835"	"1.67516258605976"
"14N_Ep_D"	"-0.303231652068861"	"-0.433856840833585"	"0.576864995469647"	"-0.315614617940199"	"0.375566294170945"	"LumA"	"1"	"4.12045678256081"	"low"	"-0.209822358989972"	"21.030003970221"	"med"	"0.896160565842328"	"1.34296069525206"
"14R_Ep_B"	"-0.417496443812233"	"-0.324561403508772"	"0.672356567093409"	"-0.190611664295875"	"0.27430061640588"	"LumA"	"1"	"3.28928722198979"	"low"	"-1.02860931571943"	"-11.0186524061157"	"low"	"2.2476140514967"	"1.67278575398441"
"15N_Ep_C"	"0.26456527023742"	"-0.113686087026983"	"-0.0686330119115145"	"-0.216595089538935"	"0.0683088890689571"	"Basal"	"0.91"	"40.0427633225451"	"med"	"0.944814455713117"	"77.3595356415369"	"high"	"-1.53266698362884"	"1.11326529121169"
"16L_Ep_C"	"-0.080338266384778"	"0.12503775294473"	"-0.0862277257626095"	"0.170643310178194"	"-0.416490486257928"	"LumB"	"0.73"	"49.0403320676177"	"med"	"0.852811897187237"	"78.1227465838135"	"high"	"1.82592981908149"	"1.5586085074161"
"17N_Ep_D"	"-0.289942615524011"	"-0.0329205678042887"	"0.172153427967381"	"0.0815463606161281"	"-0.247508305647841"	"LumA"	"0.73"	"33.4846892241548"	"med"	"0.0608717364367128"	"41.9105993618303"	"med"	"1.40984153589982"	"2.17319800787674"
"2N_Ep_"	"-0.104198127453941"	"-0.0602536997885835"	"0.146934460887949"	"-0.10314104500151"	"-0.00966475385080036"	"LumA"	"0.65"	"31.9609830735338"	"med"	"0.306142147616404"	"50.645588812266"	"med"	"1.44863847578874"	"1.95116869376854"
"3N_Ep_B"	"-0.396707943219571"	"-0.291754756871036"	"0.604953186348535"	"-0.268347931138629"	"0.335548172757475"	"LumA"	"1"	"5.36767593156501"	"low"	"-0.961259253868019"	"-7.76831178510692"	"low"	"2.50899467276609"	"1.7159846834905"
"3R_Ep_C"	"-0.559045605557233"	"-0.241920869827847"	"0.682120205376019"	"-0.0617638175777711"	"0.132588341890667"	"LumA"	"1"	"5.55005046529393"	"low"	"-0.848104368799007"	"-2.50274131697414"	"low"	"3.17259909149853"	"2.03514500318136"
"6R_Ep_B"	"-0.469495620658411"	"-0.354122621564482"	"0.712322561159771"	"-0.240108728480821"	"0.339172455451525"	"LumA"	"1"	"0.113752579814157"	"low"	"-1.25680040888965"	"-21.0761676321017"	"low"	"1.64125284853318"	"1.95201848639541"
"7N_Ep_A"	"-0.257626094835397"	"-0.173210510419813"	"0.369374811235276"	"-0.12503775294473"	"0.0448504983388704"	"LumA"	"0.98"	"19.9571930154387"	"low"	"-0.0895807642937736"	"31.3656003621723"	"med"	"2.47749922189432"	"1.99182640274905"
"8L_Ep_D"	"-0.329411764705882"	"-0.291036414565826"	"0.570028011204482"	"-0.207282913165266"	"0.207002801120448"	"LumA"	"1"	"8.18041469599604"	"low"	"-1.59613315655983"	"-32.3081265457923"	"low"	"1.78729327414835"	"1.67380531014886"
"8R_Ep_CU"	"0.237088492902446"	"0.0998187858652975"	"-0.233162186650559"	"-0.00392630625188765"	"-0.253397765025672"	"Basal"	"0.87"	"53.414609031215"	"high"	"0.981059755890153"	"83.6213831705025"	"high"	"0.991592503254968"	"1.73051816022297"
"NMU12_Ep_RL"	"0.0152521896707943"	"0.054364240410752"	"0.058743581999396"	"-0.114617940199336"	"-0.0610087586831773"	"LumA"	"0.29"	"37.6976588105602"	"med"	"1.03791682886466"	"81.6294801373786"	"high"	"2.05126845331196"	"1.4876641697399"
"control_CD45_"	"0.135217723453018"	"-0.0172650878533231"	"-0.162108479755539"	"0.0734912146676853"	"0.0728800611153552"	"Basal"	"0.56"	"49.5418642259471"	"med"	"-0.221490513677904"	"34.4415650171706"	"med"	NA	"-2.88195678775432"
"NMU10_Ep_LL"	"-0.0415282392026578"	"0.0800362428269405"	"-0.0777710661431592"	"0.110993657505285"	"-0.199184536393839"	"LumB"	"0.52"	"47.2245369241566"	"med"	"0.437471756391701"	"60.7701274800637"	"high"	"0.516658990674985"	"-0.0952305687823812"
"NMU13_Ep_LLU"	"0.375494071146245"	"-0.182806324110672"	"-0.182806324110672"	"-0.24802371541502"	"0.0494071146245059"	"Basal"	"0.92"	"43.7857876796094"	"med"	"0.747100262429216"	"70.0061066480205"	"high"	NA	"0.548986838650969"
"NMU14_Ep_"	"-0.206882591093117"	"-0.283198380566802"	"0.294331983805668"	"-0.0244939271255061"	"-0.0734817813765182"	"LumA"	"0.93"	"23.3873835567992"	"low"	"0.00686750909123904"	"35.7290605543244"	"med"	"0.89337531797034"	"0.782237317077925"
"NMU7_Ep_RLU"	"0.0453024453024453"	"-0.0754182754182754"	"0.0844272844272844"	"-0.0813384813384813"	"-0.0478764478764479"	"LumA"	"0.38"	"35.4347852821561"	"med"	"-0.0861024468721214"	"35.7109185344579"	"med"	NA	"0.3632281343005"
"NMU10_CD45_LL"	"-0.0106138527191159"	"0.211511106247948"	"-0.179122442280337"	"0.231206915417442"	"-0.254623044096728"	"LumB"	"0.84"	"55.5175276956547"	"high"	"-0.323951181089925"	"33.346433656696"	"med"	"-3.0874595313585"	NA
"NMU12_CD45_LA"	"0.211336032388664"	"0.491093117408907"	"-0.621255060728745"	"0.478137651821862"	"-0.591902834008097"	"Her2"	"1"	"83.1745520921648"	"high"	"1.300335907783"	"106.669224802451"	"high"	NA	"-2.29413201525133"
"NMU13_CD45_LAU"	"0.247800586510264"	"0.103372434017595"	"-0.312316715542522"	"0.116935483870968"	"-0.194648093841642"	"Basal"	"0.83"	"58.8220209733483"	"high"	"0.166509043889642"	"52.797516669753"	"med"	NA	NA
"NMU13_CD45_LLU"	"-0.00197628458498024"	"-0.0573122529644269"	"0.0405138339920949"	"-0.0543478260869565"	"0.245059288537549"	"Normal"	"0.74"	"37.7378617112299"	"med"	"-0.492538599714607"	"20.3255544162318"	"med"	NA	"-2.63495978269586"
"NMU13_CD45_RAU"	"0.285199485199485"	"0.324324324324324"	"-0.457657657657658"	"0.149034749034749"	"-0.256370656370656"	"Her2"	"0.95"	"68.8096158797789"	"high"	"0.146619187294009"	"55.6142063340585"	"high"	"-1.01645995637066"	NA
"NMU14_CD45_"	"-0.0777692895339954"	"0.0588235294117647"	"-0.122383498854087"	"0.0701298701298701"	"-0.066768525592055"	"LumB"	"0.31"	"47.8999441245675"	"med"	"-0.46549934718283"	"24.9027465934259"	"med"	NA	"-2.36433914969935"
"NMU7_CD45_RLU"	"0.125177809388336"	"0.433143669985775"	"-0.500474158368895"	"0.430298719772404"	"-0.563537221431958"	"Her2"	"0.99"	"76.0911096828717"	"high"	"0.582517885364298"	"75.9898637728993"	"high"	NA	NA
