""	"Basal"	"Her2"	"LumA"	"LumB"	"Normal"	"Call"	"Confidence"	"ROR-S (Subtype Only)"	"ROR-S Group (Subtype Only)"	"Proliferation Score"	"ROR-P (Subtype + Proliferation)"	"ROR-P Group (Subtype + Proliferation)"	"ER"	"Her2"
"C2N_Ep_"	"0.120011344857633"	"-0.0632065151849791"	"-0.0527531299813095"	"-0.108909687703349"	"0.237105465937499"	"Normal"	"0.87"	"41.2095307466601"	"med"	"-0.394907733462182"	"24.8796165037567"	"med"	"-1.28684855959216"	"-0.930889712463915"
"C2R_Ep_"	"-0.0560253699788584"	"-0.302023557837511"	"0.292811839323467"	"-0.344004832376925"	"0.487768045907581"	"Normal"	"1"	"18.5788069969975"	"low"	"-0.771324072249835"	"2.72985183127808"	"low"	"-1.62914136449785"	"-0.965897610717108"
"C5R_Ep_"	"0.0817004568861054"	"0.259523540034699"	"-0.313889832971849"	"0.163476422512401"	"-0.272435534607272"	"Her2"	"0.91"	"61.1330112809265"	"high"	"0.789345676822837"	"79.1796944456892"	"high"	"0.0658021124663435"	"-0.98794094551099"
"D11N_Ep_"	"0.148444578677137"	"0.458622772576261"	"-0.591362126245847"	"0.443219571126548"	"-0.67592872244035"	"Her2"	"1"	"80.563745253078"	"high"	"2.57553487897622"	"156.658965959393"	"high"	"1.39832166038893"	"0.214864935574011"
"D14R_Ep_"	"-0.311498257839721"	"0.0902439024390244"	"0.0329268292682927"	"0.255226480836237"	"-0.351393728222997"	"LumB"	"0.89"	"43.8600097081369"	"med"	"-0.0715396200952642"	"40.2096807055924"	"med"	"1.69791448112114"	"-0.192832160235844"
"D17N_Ep_"	"-0.119433198380567"	"0.298987854251012"	"-0.123481781376518"	"0.410728744939271"	"-0.410323886639676"	"LumB"	"0.99"	"56.9569175929983"	"high"	"0.0890818373796355"	"50.9392037080688"	"med"	"-0.839004394150335"	"-0.465572117834166"
"D18N_Ep_"	"0.339021443672606"	"0.182271217154938"	"-0.417547568710359"	"0.113409845967986"	"-0.162186650558744"	"Basal"	"0.97"	"64.7343043951534"	"high"	"0.724951087636413"	"76.827535835045"	"high"	"-3.65828663542405"	"-1.42062665944115"
"D2N_Ep_"	"0.241316822712172"	"0.16143159166415"	"-0.343098761703413"	"0.0013591060102688"	"0.00981576562971912"	"Basal"	"0.88"	"58.9848738207757"	"high"	"0.434453881584629"	"63.6155431469721"	"high"	"-1.16563605309651"	"-0.76747942736614"
"D3R_Ep_"	"0.300664451827243"	"0.221534279673815"	"-0.46481425551193"	"0.173210510419813"	"-0.211416490486258"	"Basal"	"0.95"	"68.0795183022723"	"high"	"0.74239176559102"	"78.7223856226964"	"high"	"-0.341251102513644"	"-1.35094043475827"
"D4R_Ep_"	"0.374056176381758"	"-0.159619450317125"	"-0.118393234672304"	"-0.238598610691634"	"0.27302929628511"	"Basal"	"0.99"	"41.6061945527386"	"med"	"0.0422384422432009"	"41.4577285962175"	"med"	"-1.04695209955434"	"-1.4182625409523"
"D9N_Ep_"	"-0.108906882591093"	"0.297368421052632"	"-0.272874493927125"	"0.185425101214575"	"-0.28582995951417"	"Her2"	"0.93"	"59.41075292784"	"high"	"0.735011671230892"	"77.0132280030121"	"high"	"-1.3780505480865"	NA
"D9R_Ep_"	"-0.187556629417095"	"0.238296587133796"	"-0.196315312594382"	"0.423135004530353"	"-0.642253095741468"	"LumB"	"0.99"	"58.9559963622151"	"high"	"0.652375695123459"	"73.772812275865"	"high"	"1.33851265488331"	"0.453535428548821"
"10L_DN_C"	"0.13832678948958"	"-0.226064633041377"	"0.0440954394442767"	"-0.207641196013289"	"0.362126245847176"	"Normal"	"0.98"	"33.2459506928776"	"med"	"-0.712508760201439"	"9.24542343953757"	"low"	"-0.742828348731974"	"-1.27602440972923"
