""	"Basal"	"Her2"	"LumA"	"LumB"	"Normal"	"Call"	"Confidence"	"ROR-S (Subtype Only)"	"ROR-S Group (Subtype Only)"	"Proliferation Score"	"ROR-P (Subtype + Proliferation)"	"ROR-P Group (Subtype + Proliferation)"	"ER"	"Her2"
"C2N_Ep_"	"0.127299246414391"	"-0.080949679928693"	"-0.055343975366664"	"-0.130054290576128"	"0.261972287496961"	"Normal"	"0.91"	"40.7392203977178"	"med"	"-0.393446476543747"	"24.6987453317247"	"med"	"-1.28642163873838"	"-0.947895437299394"
"C2R_Ep_"	"-0.072334642102084"	"-0.29855028692238"	"0.307762005436424"	"-0.333585019631531"	"0.490033222591362"	"Normal"	"1"	"18.1034636171763"	"low"	"-0.770347848709863"	"2.69194235531664"	"low"	"-1.6283283336818"	"-0.984703549677098"
"C5R_Ep_"	"0.073542736333434"	"0.244941105406222"	"-0.302929628511024"	"0.151162790697674"	"-0.261099365750529"	"Her2"	"0.89"	"60.2184819009718"	"high"	"0.794022065458048"	"79.0538756494002"	"high"	"0.072299052932591"	"-1.01194852072279"
"D11N_Ep_"	"0.152219873150106"	"0.444427665357898"	"-0.591815161582603"	"0.431742675928722"	"-0.663696768347931"	"Her2"	"1"	"80.2011144196706"	"high"	"2.57404567755546"	"156.422071964701"	"high"	"1.40115327781364"	"0.194655380443045"
"D14R_Ep_"	"-0.313588850174216"	"0.0790940766550523"	"0.0440766550522648"	"0.25383275261324"	"-0.341637630662021"	"LumB"	"0.89"	"43.2006146443943"	"med"	"-0.0696957875880208"	"40.0596244423874"	"med"	"1.7000719347"	"-0.211894509732757"
"D17N_Ep_"	"-0.118016194331984"	"0.283603238866397"	"-0.113765182186235"	"0.395748987854251"	"-0.390688259109312"	"LumB"	"0.99"	"56.0850181390807"	"high"	"0.0911675511039104"	"50.7010728833628"	"med"	"-0.837145667033948"	"-0.483780109509906"
"D18N_Ep_"	"0.322259136212625"	"0.169133192389006"	"-0.407580791301722"	"0.109936575052854"	"-0.147991543340381"	"Basal"	"0.96"	"63.9873454945192"	"high"	"0.730038149161728"	"76.7932229901499"	"high"	"-3.6662562220646"	"-1.4404719411932"
"D2N_Ep_"	"0.226668680157052"	"0.15418302627605"	"-0.336001208094231"	"0.00347327091513138"	"0.0134400483237693"	"Basal"	"0.86"	"58.5471373718621"	"high"	"0.438376643389542"	"63.6471558405151"	"high"	"-1.16390618169143"	"-0.784590219475368"
"D3R_Ep_"	"0.315463606161281"	"0.20386590154032"	"-0.475234068257324"	"0.156146179401993"	"-0.19540924192087"	"Basal"	"0.96"	"68.040276540942"	"high"	"0.748595624443868"	"78.8415032741613"	"high"	"-0.337035645808467"	"-1.37339462365648"
"D4R_Ep_"	"0.37617034128662"	"-0.160827544548475"	"-0.123980670492298"	"-0.236182422228934"	"0.27182120205376"	"Basal"	"0.99"	"41.8709689203546"	"med"	"0.0446121287995453"	"41.6187642261284"	"med"	"-1.04479620399806"	"-1.43419701736367"
