""	"Basal"	"Her2"	"LumA"	"LumB"	"Normal"	"Call"	"Confidence"	"ROR-S (Subtype Only)"	"ROR-S Group (Subtype Only)"	"Proliferation Score"	"ROR-P (Subtype + Proliferation)"	"ROR-P Group (Subtype + Proliferation)"	"ER"	"Her2"
"10R_B_DN"	"0.314255511929931"	"0.0481727574750831"	"-0.1723044397463"	"-0.166565992147388"	"0.224705527031108"	"Basal"	"0.96"	"47.7969848822996"	"med"	"-0.263269418918737"	"32.0115260407997"	"med"	"-1.73568142079252"	"-1.59668005135423"
"11R_D_DN"	"0.170039263062519"	"0.282845061914829"	"-0.411960132890365"	"0.276804590758079"	"-0.198731501057082"	"Her2"	"0.93"	"67.8730098138114"	"high"	"0.431583814462849"	"66.8679138786523"	"high"	"-2.03433919066653"	"-1.99809559583841"
"12L_D_DN"	"-0.120492666720687"	"-0.259379304756503"	"0.448342921967426"	"-0.262458471760797"	"0.499068146827648"	"Normal"	"1"	"13.8012070545337"	"low"	"-1.48339195398967"	"-26.5414130999065"	"low"	"-1.31154149141361"	"-0.218658583576619"
"14N_C_DN"	"-0.00694654183026276"	"-0.276200543642404"	"0.315312594382362"	"-0.491845363938387"	"0.541981274539414"	"Normal"	"1"	"15.7957943079219"	"low"	"-0.861877304514947"	"-1.78167440928599"	"low"	"-1.23109547650211"	"0.153185575085316"
"14N_D_DN"	"0.399426155240109"	"-0.222742373905165"	"-0.0872848082150408"	"-0.351555421322863"	"0.416943521594684"	"Normal"	"0.99"	"37.6276686213513"	"med"	"0.0921578629338016"	"41.9248481632937"	"med"	"-2.6763031596546"	"-0.0805827782866194"
"14R_B_DN"	"-0.0211490154768657"	"-0.166680171785107"	"0.230046187505064"	"-0.199416578883397"	"0.404424276800908"	"Normal"	"0.99"	"25.7562311204641"	"med"	"-0.0773641483228469"	"33.0072860989149"	"med"	"-0.0712676606465561"	"0.0405699907174989"
"15N_C_DN"	"0.656321969735701"	"-0.0274851814293368"	"-0.459093140358152"	"-0.232189376085743"	"0.151999094003448"	"Basal"	"1"	"59.1727260585886"	"high"	"1.38307080565334"	"99.7526042472781"	"high"	"-4.23769164746563"	"-0.528295878088518"
"16L_C_DN"	"0.250528541226216"	"-0.0573844759891272"	"-0.282392026578073"	"-0.06674720628209"	"-0.0847176079734219"	"Basal"	"0.89"	"52.1657757086006"	"med"	"1.04428789510284"	"85.0439787440665"	"high"	"0.735735416489481"	"0.233029378483614"
"17N_D_DN"	"0.0425258735668921"	"-0.267014143976844"	"0.320416972772213"	"-0.361507692524237"	"0.38197751798894"	"Normal"	"0.99"	"18.1434240318273"	"low"	"-0.331493149950785"	"20.1097943647996"	"med"	"-1.41942297472668"	"0.49207879148276"
"2N__DN"	"0.320598006644518"	"0.00649350649350649"	"-0.298852310480217"	"-0.115070975536092"	"0.157354273633343"	"Basal"	"0.96"	"53.3240307079788"	"high"	"0.705306746762635"	"71.9603862248135"	"high"	"-0.591289373321249"	"-0.717407000143243"
"3L_D_DN"	"0.351706433101782"	"0.296738145575355"	"-0.617034128662036"	"0.380549682875264"	"-0.429779522802779"	"LumB"	"0.99"	"79.2124376984028"	"high"	"0.978713932701163"	"91.648545121837"	"high"	"-0.245933724451197"	"-2.04161897508423"
"3N_B_DN"	"-0.115830407452205"	"-0.10729791981068"	"0.225846641909742"	"-0.123305772731063"	"0.305432854070514"	"Normal"	"0.95"	"27.6049907582738"	"med"	"-0.648599630603819"	"11.2407831806514"	"low"	"-2.78442711282372"	"-0.0887595666078021"
"3R_C_DN"	"-0.126415950694244"	"-0.040477269756341"	"0.225494640844094"	"0.153602176649996"	"-0.0460655495361344"	"LumA"	"0.85"	"33.1775269062875"	"med"	"-0.543373342361907"	"17.5883888581932"	"med"	"1.20138579487433"	"-0.0679535866218657"
"6R_B_DN"	"-0.339895470383275"	"-0.361324041811847"	"0.57212543554007"	"-0.326132404181185"	"0.507665505226481"	"LumA"	"1"	"5.02329082701373"	"low"	"-1.15129123803165"	"-15.8771462450933"	"low"	"0.254140132127111"	"-0.381055936197301"
"8R_CU_DN"	"0.577829997569079"	"0.450773843286606"	"-0.767279799043838"	"0.15047402965724"	"-0.323717689004133"	"Basal"	"1"	"84.9727170566786"	"high"	"1.74099098996309"	"123.582086157123"	"high"	"-1.4855548171168"	"0.635385864255988"
"10L_D_Ep"	"0.00170164492342598"	"-0.175755611376712"	"0.194716797666316"	"-0.431164411311887"	"0.307997731140102"	"Normal"	"0.95"	"23.3256618164225"	"low"	"-0.40184909018219"	"19.0583070479822"	"med"	"-0.188210777600781"	"0.209484149555121"
