""	"Basal"	"Her2"	"LumA"	"LumB"	"Normal"	"Call"	"Confidence"	"ROR-S (Subtype Only)"	"ROR-S Group (Subtype Only)"	"Proliferation Score"	"ROR-P (Subtype + Proliferation)"	"ROR-P Group (Subtype + Proliferation)"	"ER"	"Her2"
"2R_DN_A"	"-0.289942615524011"	"-0.374811235276352"	"0.606010268800967"	"-0.411205073995772"	"0.56070673512534"	"LumA"	"1"	"2.24570743191145"	"low"	"-1.16459143966145"	"-17.3953607996976"	"low"	"0.654137321842918"	"0.869632537369577"
"2R_DN_C"	"-0.152521896707943"	"-0.296436122017517"	"0.349441256418001"	"-0.331017819389912"	"0.351857444880701"	"Normal"	"0.98"	"16.0524634970775"	"low"	"-0.0756870854511237"	"29.9310683490285"	"med"	"0.963900426699029"	"1.15074562701004"
"2R_DN_D"	"0.233125354509359"	"0.299084352969776"	"-0.567782189449802"	"0.33489992707236"	"-0.375901466655863"	"LumB"	"0.97"	"75.8544943907682"	"high"	"0.785447596912075"	"83.167449901904"	"high"	NA	"-1.54171329692247"
"3L_DN_D"	"0.212624584717608"	"0.171549380851706"	"-0.401842343702809"	"0.40893989731199"	"-0.401540320144971"	"LumB"	"0.99"	"68.2416528678025"	"high"	"0.722643688950221"	"78.2021107467177"	"high"	"0.597650527245074"	"-0.89036885545656"
"3L_DN_A"	"-0.281787979462398"	"-0.243733011174872"	"0.543793415886439"	"-0.242222893385684"	"0.276049531863485"	"LumA"	"1"	"9.61337090926857"	"low"	"-0.290767732643947"	"20.1487974166761"	"med"	"0.50506945620375"	"1.585027166535"
"3N_DN_B"	"-0.302778616732105"	"-0.219118091211115"	"0.548172757475083"	"-0.26215644820296"	"0.382512836001208"	"LumA"	"1"	"9.35556883099116"	"low"	"-0.925279606814915"	"-5.08255105255715"	"low"	"-0.982818848202761"	"1.59438531511473"
"3R_DN_C"	"-0.326034430685594"	"-0.283147085472667"	"0.583358501963153"	"-0.118393234672304"	"0.20507399577167"	"LumA"	"1"	"9.24662862614813"	"low"	"-0.730151094620319"	"2.61025320754416"	"low"	"1.91075643965791"	"1.44285830030174"
"3R_DN_B"	"-0.252189670794322"	"-0.29009362730293"	"0.511325883418907"	"-0.293566898218061"	"0.342494714587738"	"LumA"	"1"	"9.56735269138522"	"low"	"-0.520599546673703"	"10.6803003849374"	"low"	"2.12202584092557"	"1.70295554103272"
"4N_DN_C"	"-0.188462700090607"	"-0.453186348535186"	"0.548474781032921"	"-0.494261552401087"	"0.594986408939897"	"Normal"	"1"	"2.59505132392914"	"low"	"-1.40472662016188"	"-27.4462964662032"	"low"	"0.100424339469429"	"1.51301616300988"
"6R_DN_B"	"-0.400348432055749"	"-0.362717770034843"	"0.668989547038328"	"-0.377526132404181"	"0.434320557491289"	"LumA"	"1"	"-0.171331611190833"	"low"	"-1.48613070502895"	"-30.5995243125276"	"low"	"1.39789806344671"	"1.26273313490667"
"6R_DN_D"	"-0.245696164300816"	"-0.273633343400785"	"0.558894593778315"	"-0.467834491090305"	"0.54001812141347"	"LumA"	"1"	"4.95502733100005"	"low"	"-1.53812982806323"	"-31.2536329653083"	"low"	"-0.276732758153478"	"1.24797917613772"
"8R_DN_CU"	"0.185965480917268"	"0.0707398103881371"	"-0.0462685357750588"	"-0.224860222024147"	"0.0226075682683737"	"Basal"	"0.76"	"41.2931238115893"	"med"	"0.54118320042941"	"62.4972953677589"	"high"	"0.273337364933993"	"1.83879253608011"
"8R_DN_CL"	"0.0164492342597845"	"-0.413499716392513"	"0.491127137184993"	"-0.615914431569565"	"0.740539664532858"	"Normal"	"1"	"4.53514447403918"	"low"	"-0.657671283339516"	"2.5415935978524"	"low"	"-0.684124336395056"	"1.57893787961788"
"9L_DN_A"	"0.0371488976140139"	"-0.324373301117487"	"0.303684687405618"	"-0.409392932648747"	"0.49879190576865"	"Normal"	"1"	"17.1684050082612"	"low"	"0.101878912543339"	"36.8115100444862"	"med"	"0.00191616804906417"	"1.48677003064439"
"10L_Ep_D"	"-0.268940928611944"	"-0.304270318450693"	"0.551089863058099"	"-0.441860465116279"	"0.38594927477514"	"LumA"	"1"	"5.14839913659394"	"low"	"-0.751511990807813"	"0.0645265197991574"	"low"	"1.15429165497525"	"2.00716615401281"
"10R_Ep_B"	"-0.379304756502715"	"-0.373470545336683"	"0.635523863544283"	"-0.142695081435864"	"0.20022688598979"	"LumA"	"1"	"5.08919317616553"	"low"	"-0.683519951426221"	"3.01247676608578"	"low"	"2.36726199598348"	"1.41546598633557"
"10R_Ep_BU"	"-0.0856236786469345"	"0.214134702506796"	"-0.184989429175476"	"0.332376925400181"	"-0.564028994261552"	"LumB"	"0.97"	"57.1193946667969"	"high"	"1.06487449397738"	"89.3388927976915"	"high"	"1.76632154159132"	"1.44424072531476"
"11L_Ep_B"	"-0.403956508607671"	"-0.148595590456056"	"0.425853216550891"	"0.0212926608275446"	"-0.0708245243128964"	"LumA"	"1"	"19.6990526437721"	"low"	"-0.271326632659595"	"24.5614039791996"	"med"	"2.23750052405906"	"2.08436399703385"
"11N_Ep_D"	"-0.0517823639774859"	"0.105065666041276"	"-0.00318949343339587"	"0.0429643527204503"	"-0.286679174484053"	"Her2"	"0.48"	"43.3116252855093"	"med"	"0.665845944832376"	"68.8402423819271"	"high"	"2.16459272066627"	"2.42978729523083"
"11R_Ep_D"	"-0.552250075505889"	"-0.0969495620658411"	"0.511174871639988"	"0.0182724252491694"	"-0.0116279069767442"	"LumA"	"1"	"16.1346284685629"	"low"	"-0.446284230225974"	"17.057954316033"	"med"	"2.05625786681837"	"1.92109588783346"
"11R_Ep_C"	"-0.249169435215947"	"-0.187556629417095"	"0.373905164602839"	"-0.157505285412262"	"0.0590456055572335"	"LumA"	"0.99"	"19.0579603370228"	"low"	"0.210716593080349"	"42.9679322702371"	"med"	"1.28048116184698"	"1.81794025492278"
"12L_Ep_D"	"-0.404862579281184"	"-0.325883418906675"	"0.636816671700393"	"-0.193144065237089"	"0.263515554213229"	"LumA"	"1"	"4.76338598059942"	"low"	"-0.892611990590124"	"-5.23158462915947"	"low"	"1.18383219656572"	"1.54730985656291"
"14N_Ep_C"	"-0.427514346118997"	"-0.433403805496829"	"0.655240108728481"	"-0.301721534279674"	"0.327393536695862"	"LumA"	"1"	"0.49489099507879"	"low"	"-0.944911244756543"	"-9.02423466510651"	"low"	"1.90105081750458"	"1.6996362198275"
"14N_Ep_D"	"-0.286922379945636"	"-0.440652370884929"	"0.572938689217759"	"-0.319842947749924"	"0.389761401389308"	"LumA"	"1"	"4.19362488460923"	"low"	"-0.222906635985401"	"20.4711960730162"	"med"	"0.901930150312632"	"1.37018711037232"
"14R_Ep_B"	"-0.428639165481271"	"-0.312470365101944"	"0.679468942626837"	"-0.171171171171171"	"0.261972498814604"	"LumA"	"1"	"3.44167534655399"	"low"	"-1.03795552077156"	"-11.2579193766754"	"low"	"2.24936653273621"	"1.70413646038915"
"15N_Ep_C"	"0.257920751964995"	"-0.131674904788915"	"-0.0459444129325014"	"-0.225184344866704"	"0.0905113037841342"	"Basal"	"0.9"	"38.6618607224126"	"med"	"0.924653363453497"	"76.1069905412798"	"high"	"-1.51469358604521"	"1.14788229722518"
"16L_Ep_C"	"-0.0738447598912715"	"0.109332527937179"	"-0.0824524312896406"	"0.161582603443069"	"-0.397765025672002"	"LumB"	"0.7"	"48.5341389398973"	"med"	"0.836980083244423"	"77.268757892015"	"high"	"1.82880359319273"	"1.58416110184651"
"17N_Ep_D"	"-0.29250981576563"	"-0.0602536997885835"	"0.199335548172757"	"0.0690123829658713"	"-0.224856538810027"	"LumA"	"0.8"	"31.7346949931601"	"med"	"0.0462053706863785"	"40.7271262729913"	"med"	"1.41444112808327"	"2.19909993047451"
"2N_Ep_"	"-0.103594080338266"	"-0.0712775596496527"	"0.153276955602537"	"-0.109030504379342"	"-0.00377529447296889"	"LumA"	"0.67"	"31.4408883267895"	"med"	"0.289455060105776"	"49.7859847654173"	"med"	"1.45143770306821"	"1.97678570765864"
"3N_Ep_B"	"-0.390667472062821"	"-0.301872546058593"	"0.614617940199336"	"-0.279371790999698"	"0.353820598006645"	"LumA"	"1"	"4.66422350222964"	"low"	"-0.973275031220736"	"-8.50209556246318"	"low"	"2.50314797078229"	"1.74990932803174"
"3R_Ep_C"	"-0.546964663243733"	"-0.234521292660828"	"0.6674720628209"	"-0.0588945937783147"	"0.128057988523105"	"LumA"	"1"	"6.37361491108071"	"low"	"-0.857392572324623"	"-2.6330664667555"	"low"	"3.16677485085399"	"2.05725952856464"
"6R_Ep_B"	"-0.465720326185443"	"-0.352763515554213"	"0.713983690727877"	"-0.240712775596497"	"0.344457867713682"	"LumA"	"1"	"0.0734258549931607"	"low"	"-1.26869517883278"	"-21.5613212694065"	"low"	"1.64682999276839"	"1.98809917425957"
"7N_Ep_A"	"-0.255058894593778"	"-0.176985804892782"	"0.378284506191483"	"-0.118544246451223"	"0.0481727574750831"	"LumA"	"0.99"	"19.6537788880203"	"low"	"-0.105688124421623"	"30.6310601666307"	"med"	"2.47606110657624"	"2.02093991301745"
"8L_Ep_D"	"-0.333333333333333"	"-0.290756302521008"	"0.573109243697479"	"-0.205042016806723"	"0.206442577030812"	"LumA"	"1"	"8.07484189289834"	"low"	"-1.60734121556961"	"-32.7732577325479"	"low"	"1.79308250656374"	"1.70885620691109"
"8R_Ep_CU"	"0.223044397463002"	"0.0845665961945032"	"-0.208849290244639"	"0.00392630625188765"	"-0.237541528239203"	"Basal"	"0.85"	"52.2447930360474"	"med"	"0.960691672030486"	"82.4609673993449"	"high"	"0.997174147219767"	"1.75823159297478"
"NMU12_Ep_RL"	"0.0338266384778013"	"0.0116279069767442"	"0.0875868317728783"	"-0.130323165206886"	"-0.0193295077016007"	"LumA"	"0.42"	"35.7045763407181"	"med"	"1.00968351647783"	"79.7409326887384"	"high"	"2.05178559858637"	"1.52780824548116"
"control_CD45_"	"0.137356760886173"	"-0.0209320091673033"	"-0.157830404889228"	"0.0722689075630252"	"0.0771581359816654"	"Basal"	"0.56"	"49.3008961260055"	"med"	"-0.233529490223488"	"33.8770284946393"	"med"	NA	"-2.86024544479298"
"NMU10_Ep_LL"	"-0.0391120507399577"	"0.0874358199939595"	"-0.0709755360918152"	"0.110238598610692"	"-0.199335548172757"	"LumB"	"0.52"	"47.050709289001"	"med"	"0.421434687653344"	"60.1110008552494"	"high"	"0.526056139559985"	"-0.0581870169503357"
"NMU13_Ep_LLU"	"0.379446640316206"	"-0.197628458498024"	"-0.16798418972332"	"-0.273715415019763"	"0.0563241106719368"	"Basal"	"0.92"	"42.5439345396419"	"med"	"0.736316038093122"	"69.1403925856167"	"high"	NA	"0.570360468150833"
"NMU14_Ep_"	"-0.195951417004049"	"-0.281578947368421"	"0.281578947368421"	"-0.0202429149797571"	"-0.0718623481781377"	"LumA"	"0.92"	"24.065022330793"	"med"	"-0.00540388971367787"	"35.4197870494427"	"med"	"0.900687777915956"	"0.811892347383593"
"NMU7_Ep_RLU"	"0.0458172458172458"	"-0.0723294723294723"	"0.0831402831402831"	"-0.0720720720720721"	"-0.0576576576576577"	"LumA"	"0.37"	"35.6909377948368"	"med"	"-0.0959164620893127"	"35.413382316159"	"med"	NA	"0.393381230476984"
"NMU10_CD45_LL"	"-0.0184921763869132"	"0.209760367655104"	"-0.171900645584856"	"0.236021446547762"	"-0.251121566911041"	"LumB"	"0.85"	"55.2339637225079"	"high"	"-0.336828725861603"	"32.7672994675097"	"med"	"-3.08527087384228"	NA
"NMU12_CD45_LA"	"0.215384615384615"	"0.482995951417004"	"-0.61497975708502"	"0.474089068825911"	"-0.587044534412955"	"Her2"	"1"	"82.7480120323887"	"high"	"1.29059438420826"	"106.121126755283"	"high"	NA	"-2.26478702801215"
"NMU13_CD45_LAU"	"0.243035190615836"	"0.0846774193548387"	"-0.285557184750733"	"0.104472140762463"	"-0.178152492668622"	"Basal"	"0.82"	"57.2065328234432"	"high"	"0.160430258145864"	"52.0317780408987"	"med"	NA	NA
"NMU13_CD45_LLU"	"-0.00494071146245059"	"-0.058300395256917"	"0.0306324110671937"	"-0.0612648221343874"	"0.228260869565217"	"Normal"	"0.71"	"38.0026432876075"	"med"	"-0.496344354932712"	"20.2367231173611"	"med"	NA	"-2.60413459120521"
"NMU13_CD45_RAU"	"0.284684684684685"	"0.320720720720721"	"-0.445045045045045"	"0.142599742599743"	"-0.250707850707851"	"Her2"	"0.94"	"68.1237707493376"	"high"	"0.135711385464986"	"54.9719628815685"	"high"	"-1.00729541540029"	NA
"NMU14_CD45_"	"-0.0814362108479756"	"0.0508785332314744"	"-0.112605042016807"	"0.0689075630252101"	"-0.0634071810542399"	"LumB"	"0.3"	"47.3394610299735"	"med"	"-0.478233815114734"	"24.2147320245508"	"med"	NA	"-2.33538273981908"
"NMU7_CD45_RLU"	"0.127785680417259"	"0.425557136083452"	"-0.489805595068753"	"0.429113323850166"	"-0.55642484589853"	"LumB"	NA	"75.5306833439322"	"high"	"0.57234328578652"	"75.396278991218"	"high"	NA	NA
