""	"C2N__Ep"	"C2R__Ep"	"C5R__Ep"	"D11N__Ep"	"D14R__Ep"	"D17N__Ep"	"D18N__Ep"	"D2N__Ep"	"D3R__Ep"	"D4R__Ep"	"D9N__Ep"	"D9R__Ep"	"NMU10_LL_Ep"	"NMU12_LA_Ep"	"NMU13_LAU_Ep"	"NMU13_LLU_Ep"	"NMU14__Ep"	"NMU7_RLU_Ep"
"CTTN"	3.04415822986007	2.6990070516471	3.20444264029093	2.76136224847367	2.95870565508417	2.7313991492411	2.43154178988789	3.04541045968995	2.37279041929508	1.14618078872145	2.90766253639429	3.16705539325426	2.62935662007961	2.39898955804697	2.96743335275217	2.37172701868662	3.03235486973554	1.59878834672607
"CTTNBP2NL"	-0.00237090446274691	-0.149419932431047	-0.122331596341274	-0.593374740537356	-0.462478494196161	-1.45808811857973	-0.220601888841958	0.315202231699049	0.141305093909791	-0.776742988259908	-3.45547667591859	-0.824114918029092	1.04526821513853	-3.17632277264046	NA	-4.22110372536788	1.51537222853608	1.00294384748296
"CTU1"	-2.71780333707931	-3.63226821549951	-4.30199799226179	-3.34826224270082	-2.93454693851138	-1.65849153614312	-2.26094917513771	-1.79205873496109	-2.55482678274784	-2.30448062028811	NA	-3.71774361422869	-8.64385618977473	-4.23521646169403	-1.88601798389489	NA	-2.06122679925045	-0.869286364003798
"CTU2"	-2.63980082507804	-1.93627440238961	-1.5934608064221	-1.54634120669385	-0.883118699704381	-2.19341335436468	-2.43466774973847	-1.77282251609818	-2.11484292633876	-1.84504900165082	-6.91490829455588	-1.77545911208498	-0.872366720274126	-0.489262084300571	-0.330499261066216	-0.961831238330281	-1.74766217729771	0.320664604769335
"CTXN1"	-1.37817324045849	-1.81669278663694	-2.37414777801762	-5.13675813750711	-4.4964258261195	-3.58675578254421	-2.01110869561377	-0.753839412730602	-2.52165991881264	-1.51788425839731	-1.10755337249828	-5.48327836059167	NA	NA	NA	-9.54303182025524	NA	NA
"CUBN"	NA	-9.27612440527424	-5.75265940127135	-5.20387233336565	-3.64081573545467	-3.63047715997352	NA	-6.68929916053589	-6.10662241953379	-8.21137121589663	-0.657520451863231	NA	-6.18442457113743	-3.91328836680667	-2.842949262003	NA	NA	NA
"CUEDC1"	-1.48400615247061	-0.1087062594425	-0.807800955463812	-0.785618121403263	-0.62664840352808	-1.6928430409339	-1.23988755960988	-0.836301572922575	-1.29926749747619	-1.01169887106027	-2.42305519822621	-0.483278360591665	-1.70721825077215	-0.273284502527551	-0.229972385112251	NA	-2.5416587165003	-0.863147226906391
"CUEDC2"	-0.897782003185547	-0.901084973927313	-1.19194444679687	-0.433798427387505	-1.12719201645378	-0.868210127444459	-0.508308511990733	-0.763299741979669	-1.20850203355301	0.707492021377962	0.411521192566421	-0.742710529745263	-2.11247472925841	-0.235216461694032	NA	-0.774847495478312	-4.7409675247237	-0.535716156341642
"CUL1"	1.27326353815068	0.713979558583263	2.57616509788203	2.02081847150755	2.26670748241388	1.9923631097727	1.51754213711604	0.670011156354551	1.601991230053	0.550180016547847	0.775089676863563	2.00857473573801	2.4235781709818	2.15996061522397	-0.216166585587221	0.840672472218814	2.00846742140472	2.76357710458113
"CUL2"	-0.838484819501775	-1.36323506904428	-0.103043942207942	-0.472068444315223	-0.25211862835461	0.562688026743677	-0.318139005274248	-0.782408564927373	-0.0642168532687949	-1.18900340286818	-2.05692729942831	-0.401484269428018	-0.504304837375931	0.224215156943266	0.0353721814087437	-0.146427039073379	-1.79541530874608	-0.385178471901091
"CUL3"	-0.341691349708792	-0.593129821592555	1.560223554013	0.356551491042078	0.735138241115199	0.899824124512292	0.442285561715947	0.381090167355506	0.668763392946232	-0.356502832636396	1.22208281752435	0.644630006377084	1.95373084981149	0.474441786476439	1.8144217342462	0.78564310707271	0.456886220299317	0.730975273100241
"CUL4A"	0.0831764308090642	0.139617363015853	0.798856616356663	0.771224995102417	1.05816302555814	0.780740468148515	0.888627180912801	-0.314259729188967	0.69721516220157	-1.16697709653818	-2.24248295258439	1.08353679341923	0.621758856709733	0.883724611029476	0.970454704727405	-1.11676706555314	0.525124912017041	1.39746022667266
"CUL4B"	-2.15076274435542	-1.7292299453866	-0.208338885047541	-0.0864147518174732	-0.0781716141571122	-0.868210127444459	-1.18422338449488	-2.19104829300807	-0.774891149616073	-1.28063387833375	0.843314920170843	-0.0750193939438832	-0.683854257706644	-0.453856748169372	-3.47098048461605	0.304025525836098	0.00995652703242343	0.813775578152754
"CUL5"	-2.59822172132664	-2.78427130894456	-1.29760622314463	-1.10433665981474	-1.14727626249711	-0.557447950209423	-1.45532722030456	-2.70744650724615	-1.25771500803168	-1.04144621445432	1.29697999999012	-1.2455107133683	-0.504304837375931	-0.525558213523561	0.391515991634019	NA	-1.62549030730377	-2.20357166541114
"CUL9"	-2.70010133534585	-1.86673346913654	-4.65954999687987	-3.23863775152633	-2.80128040764792	-2.48291997155967	-2.46926641126243	-3.22986754189859	-2.24412594328373	-2.51093149775554	-2.91490829455588	-2.36780114317173	-5.25153876699596	-1.69089594547022	-5.34544960253219	-2.56575189675532	-2.07800251200127	NA
"CUTA"	0.830328793094517	1.12048037590762	0.654466707021488	0.632628934351471	0.852723737502888	0.575973717493901	0.609933549205448	0.83269379586578	0.613855051843843	1.77019606600638	1.50294422033002	0.630810982704028	0.510961919277379	1.11940025189951	1.90563825180473	0.57590925246827	1.04427301169493	0.574682137245695
"CUTC"	-2.60644222813161	-2.83318090942551	-1.87164743748844	-2.31078753728216	-1.82265405844049	-2.51329362060319	-1.78944472419984	-3.25633975325979	-2.63531670060821	-2.55315973314484	-0.59298019966852	-2.26088593925522	-4.59946207041627	-1.34444553144879	-3.47098048461605	NA	-3.08646409074947	NA
"CUX1"	-0.840907481768631	-0.760424566990195	-0.364929247988243	-0.630405471482323	-0.617280220993884	-0.751978165021231	-0.813692270446514	-0.153246260295682	-0.755482403429945	-1.27473327689406	0.819801325669956	-0.0841072667718423	-0.713118852211838	-0.0388192488905282	-2.53809468047458	-1.19873591233942	0.158781001640796	-2.84791271321123
"CWC15"	0.458046498320106	0.446683125895309	0.362817816148585	1.22876898438411	1.56452738511236	0.777607578663552	0.699101444814583	0.141057586883328	0.525381348152515	1.05892411057541	2.6539978599462	1.03714388793478	1.23035674505615	1.89749746065121	1.77002761488775	0.787885057859379	1.05969274475989	1.09253044210831
"CWC25"	-1.2342860999177	-1.46876948321663	-1.17976973285077	-1.57382194311596	-1.877515993475	-2.53390390027847	-2.8428839831613	-1.33880191345176	-2.13142581053437	-1.82766692342258	-0.914908294555883	-2.00646466372613	0.61706334388818	-0.336363185150931	-1.72095873762439	-0.815111365692038	-2.13830302226909	-0.631594806284467
"CWC27"	-2.3229437197381	-2.81669278663694	-1.18787478248783	-0.974137936688034	-0.603341030036011	-0.419225296242277	-1.5783381104099	-3.10433665981474	-1.58877411467118	-2.20014396047338	-7.91490829455588	-1.2455107133683	-1.29070936427664	-0.410788026277486	-1.14905238972868	-0.278589220028636	-0.484627771463917	-1.26699704555278
"CWF19L1"	-8.47269083924278	-5.27612440527424	-5.48962499543756	-4.38673639051546	-6.3037807481771	-3.74595437739346	-4.34841201638805	-5.10433665981474	-4.61185772778422	-4.16697709653818	-2.30019845044067	-5.80520645547903	-9.64385618977473	-4.82017896241519	-3.76048710181103	-7.95806931953408	-9.49585502688717	-5.28329885788188
"CWF19L2"	-3.5184945288559	-3.34538706771135	-2.02292537633622	-1.84799690655495	-0.855320247360809	-2.93859945533586	-1.16992500144231	-3.65367525080517	-1.6471908008965	0.154950998349183	-1.48864353985378	-2.34577483684173	-1.06265560784977	0.334639146636916	-1.14905238972868	1.64370146887363	-0.771341173767221	-1.05273250509973
"CWH43"	-3.84819997433499	-3.4432343911095	-2.58273439982904	-2.25633975325979	-1.71881824745595	NA	NA	-3.9668331360648	-4.24412594328373	-3.51093149775554	-2.45547667591859	-1.99785153342142	-3.15200309344505	-1.8894416248523	-0.538094680474583	-1.61821931664946	-1.01607476285807	NA
"CX3CL1"	0.319557190424615	1.89380059616807	1.08107404760954	0.559893320144272	1.6924573330267	0.587946359159978	-1.28848819873599	1.44307203819665	-0.20411026443585	-0.507467642451969	-6.91490829455588	1.92724365756469	2.37051305246041	0.675676064471983	2.28147619129266	0.879032945917574	1.82438141835448	1.67301129177092
"CX3CR1"	-4.08037341646402	-8.27612440527424	NA	-8.59618975614441	NA	NA	-6.45532722030456	NA	-5.47859119692075	-4.62640871517548	-5.10755337249828	-5.48327836059167	-4.88896868761126	NA	NA	NA	-3.58896443127865	-3.59298335701449
"CXADR"	-1.38876835569769	-1.07155326102503	-0.00312513360208962	-2.11237397888015	-1.08138832684066	-2.61942197146453	-4.5708044377245	-1.28330680086005	-2.57736935139893	-2.90759046771953	-3.45547667591859	-1.53841991478413	0.19377174339668	-1.34444553144879	-4.93041210325334	-4.41374880331027	0.00598215801512593	-0.791445761552202
"Cxadrl1"	-3.79086679926904	-1.87524496899205	-1.61515587752142	-2.46690673919944	-1.19525629139893	-3.31299497011735	-8.5708044377245	-2.82140269654324	-5.39612903672878	-5.30448062028811	-5.59298019966852	-0.831748242931519	-1.21759143507263	-0.690895945470221	-4.93041210325334	-0.825355397188842	NA	-4.53327711089023
"Cxcl1"	5.88584590110556	6.0716699545337	5.88568600203551	5.13507623364677	6.50145930170961	5.90584478545697	3.61644452322631	6.23640362081544	5.04900079698818	4.60160825535485	0.214374722389084	4.18312319375206	7.14630136738011	1.87330799508414	6.05329408940601	8.21523043916833	8.25609431483571	6.65111242816442
"CXCL10"	-0.836066218699131	-0.85827189038834	1.16858648731424	-3.16992500144231	-0.307542666973302	0.366745755355901	-2.8703647195834	-0.841302253980942	-0.127262185592831	-2.49712569823051	-1.57505829167126	-2.96390420149809	1.50016467949217	-6.82017896241519	-6.93041210325334	0.717887713407667	-7.17392693199981	1.46672288910978
"CXCL11"	-5.47269083924278	-5.02819689183065	-3.5302669799349	-8.01122725542325	-3.88874324889826	-3.26052755022322	-4.63220498238864	-4.25633975325979	-3.01146518649345	-5.51093149775554	-7.91490829455588	-6.39016895620018	NA	-4.65025396097288	NA	NA	NA	-3.00126349011803
"CXCL12"	3.56896831239443	3.6986486626151	-0.690883203684661	-1.26976026902211	-1.01837852931485	4.59737941308697	4.97677295473963	2.52696167662916	4.58939669314105	2.8388175516998	-0.140121234954709	-0.790256114013056	1.63052196347164	-1.14775362044369	-0.864322912795571	NA	-1.03233065361599	-2.2508773801895
"CXCL13"	0.295493485534146	0.473745022122606	-2.5510255401017	-7.01122725542325	-4.18830353075717	1.3847019809602	1.00094820577905	-2.10433665981474	2.42156527375323	-0.00191785026768257	-6.32994579383473	-4.06824086131282	-1.9296106721086	-4.23521646169403	NA	NA	NA	NA
"CXCL14"	2.79272886568822	3.02708554367054	0.690284094577377	-2.26527287802979	-3.80128040764792	1.18399438674674	2.54380551484162	2.10706497760374	1.89491372439933	3.29295123239526	-1.93762837105597	-2.77545911208498	-4.55639334852439	-7.82017896241519	-0.908044290224889	NA	NA	NA
"CXCL16"	2.50238567047234	2.22172244309619	2.81028257313644	2.27912572339004	3.21525917231501	2.55659011512469	1.2184411828765	2.17196768329667	1.55257562791577	0.682749278394924	1.8907388573677	2.12504300312068	2.99284545702828	1.29671078018292	2.38238011364041	1.59179234142484	3.12106133569164	2.64932393100262
"CXCL17"	-2.69133112571812	-4.41814341014667	-4.70535368649299	-3.73820876101684	-3.80128040764792	-5.40491745955839	-6.83383884355829	-7.01122725542325	-4.24412594328373	-4.04144621445432	NA	-7.06824086131282	-1.83650126771712	-4.82017896241519	-1.31570225913814	-0.742131920334933	-1.42439266433055	-0.987842974355706
"Cxcl2"	-1.25672109298382	1.49619016864742	1.95055206611979	0.274174963438994	1.86280081019084	0.0388985461692955	-2.02134061822473	0.236700258020331	-1.46802195521057	-1.71152532881343	-1.59298019966852	-1.4653564525944	2.141187525005	-4.23521646169403	-0.0849220523089681	2.41914121085447	3.13190682551544	2.23347561362942
"Cxcl3"	2.36019653841546	0.289929632896854	0.604892603346732	0.771224995102417	2.36982278499167	3.24726708997548	-3.17848701494574	2.15305118287792	-2.0582593979724	-4.56751502612191	-1.59298019966852	0.975059893051361	2.63981097771678	-0.126692004915862	-0.229972385112251	1.57720605708672	0.983925237141929	0.272684575867513
"CXCL9"	-0.110747065507539	-2.1886615640239	-0.509802877375188	-4.89575003800332	-2.3037807481771	0.372294589276529	-0.44840780636477	-0.945138064965482	1.23565432074537	-1.00680007164743	-1.12049242820578	-3.43597264581331	0.444932048942182	-3.36074734377789	-2.40685014719633	NA	NA	-2.29978698067045
"CXCR2"	-9.05765333996394	-9.27612440527424	-6.85219507482227	NA	NA	NA	-5.29778594331808	-9.01122725542325	-8.56605403817109	NA	NA	NA	NA	-5.49825086752783	NA	NA	NA	NA
"CXCR3"	-1.97550429861006	-4.88380698249548	NA	NA	NA	NA	-2.54105709433044	-4.76329974197967	-3.17373661539233	-2.45648371373316	NA	-5.93073733756289	NA	-5.01282404035758	-0.175524601089875	NA	NA	NA
"CXCR4"	-2.00237090446275	-1.333609899935	-3.10496114520223	-3.61890983264449	-4.64081573545467	-4.6986486626151	-0.271596419337218	-0.80665611117405	-0.662172192434912	-0.476661595670794	-5.10755337249828	-3.80520645547903	1.57773093149008	-4.49825086752783	1.54936816077576	-9.54303182025524	-1.37691395416366	-1.74837703966032
"CXCR5"	-5.88772833852162	-6.95419631038687	-7.65954999687987	NA	NA	NA	-5.02648392150069	-9.01122725542325	-5.04249208211408	-9.21137121589663	-6.91490829455588	-6.58281403414258	NA	-5.23521646169403	NA	NA	NA	NA
"CXCR6"	-1.67827497289267	-5.57568468713314	NA	-5.89575003800332	NA	NA	-1.29778594331808	-6.20387233336565	-3.12311054232236	-3.40401629383903	NA	-3.05031895331556	-2.77349147019132	-7.82017896241519	NA	-9.54303182025524	NA	NA
"CXXC1"	0.434199756365738	0.355052650429741	0.139731624642052	0.372477037050798	0.19871959235208	0.40243746249921	0.438557665479194	0.630824437504723	0.0867909348308877	0.452186888320641	1.2373765477507	-0.137503523749935	1.15299460549244	0.52854919181589	1.78039433044601	0.0419306804659184	1.22182139617923	1.25374301221405
"CXXC4"	-10.0576533399639	-9.27612440527424	NA	NA	NA	NA	-8.5708044377245	-9.01122725542325	-6.39612903672878	-6.04144621445432	-6.91490829455588	NA	NA	NA	0.259412455626674	NA	NA	NA
"CXXC5"	1.02649067065121	0.461967854346253	0.28296450845937	-0.193177732569414	0.0478946901043115	-0.152999085918774	0.623952416697751	-0.0310876777840971	0.302768516603907	0.15276343911142	1.4666346566287	0.129467296643029	-0.909146569548887	0.12818826916949	0.298406587242537	-0.585929778692952	0.257361722291784	0.551890272372453
"CYB561"	-0.541953501679894	0.650171589506874	1.02344458680181	1.03134412832838	1.37804329179664	0.332996964001361	-1.34519530370451	-0.321229284003809	-0.580212101167751	-0.316553452588689	0.588917443439868	1.64531749509197	-0.284106629452395	0.74967664591576	-0.243911576070125	0.800153895192643	1.29530786166785	0.803199292566293
"CYB561A3"	-1.56981330614089	-1.28177096841538	-1.82034620878293	-1.40143290172216	-1.25211862835461	-3.67556504950206	-0.694287491159497	-1.95594481992206	-0.755482403429945	-1.41695534954653	-0.278283674012234	-0.835580104522546	-3.81096617560998	-1.93753591305335	-0.391253292145312	-1.55434713348307	-0.823429684915675	-1.40288047363455
"CYB561D1"	-5.01325922060548	-4.1886615640239	-3.61515587752142	-3.78883483408681	-2.08138832684066	-4.48291997155967	-4.22502960088277	-4.15324626029568	-4.24412594328373	-4.04144621445432	-6.32994579383473	-2.73195747344839	-5.05889368905357	-3.82017896241519	NA	NA	NA	NA
"CYB561D2"	-0.682613908617012	-0.491489559716717	-0.653925447685992	-0.895750038003318	-0.540015094667181	-1.17711154203558	-0.995895601667263	-0.712019237035975	-0.933058841028134	0.704508162939141	-0.84881910409811	-0.407175381505874	-1.63823164058085	-0.987288948250446	NA	-1.12940389123107	-0.187515996747764	-2.96137076299451
"CYB5A"	1.80962539974573	1.69110185356176	0.914097190613452	-0.00560270622937602	0.435437297720482	0.423970624048852	1.45294991557492	1.30392230683305	1.27157389500031	2.46722892320283	2.20921301727331	0.618259665870397	0.375734538583156	1.93136509667391	0.495852651448755	-0.642165012274489	0.664016309891218	0.292068486058093
"CYB5B"	-0.17653937928884	-0.256533676916357	0.443737811532152	1.39533208993129	0.361555169008073	0.0596820274378438	0.155981376559306	-0.134710308858254	0.288814345089145	-0.615181459752222	1.17520412510841	0.818065402139605	-0.456504116574228	1.73824175085348	NA	0.0735170235237515	0.837300323423446	-0.0703051345476789
"CYB5D1"	-7.25029841790633	-6.95419631038687	-7.65954999687987	-5.68929916053589	-6.5668151540109	-5.48291997155967	-6.83383884355829	-7.4262647547021	-4.75869911611349	-7.21137121589663	NA	-5.80520645547903	-8.64385618977473	-5.82017896241519	NA	NA	-4.28640166125822	-4.12802063240397
"CYB5D2"	-3.41379715018921	-2.86673346913654	-3.25015906074217	-3.89575003800332	-3.84434912953981	-3.08298936467103	-3.61660812733762	-5.68929916053589	-3.52165991881264	-3.48345076133343	-6.32994579383473	-3.80520645547903	-3.91593573521153	-3.91328836680667	NA	-1.81511136569204	NA	-2.92255151410399
"CYB5R1"	0.44418384493836	0.895052392377534	0.33055396697763	0.444099964881307	0.756915183510451	0.231325546106456	0.038989915976595	0.267222202797227	-0.068202201219974	-0.615181459752222	-0.53120400208183	0.301574562971091	0.0565835283663675	-0.112819830334305	1.59706490280705	NA	0.43044096789394	-0.528411355718409
"CYB5R2"	-3.90790622045925	-2.78427130894456	-5.41162248343628	NA	-4.80128040764792	-4.52356195605701	-4.72950218374355	-5.01122725542325	-4.43677102122613	-3.43001150237197	-7.91490829455588	-5.06824086131282	NA	-5.01282404035758	NA	NA	NA	NA
"CYB5R3"	3.00877226067162	3.15380533607904	2.35865018193336	2.0951175740467	2.39954609328271	1.6526468191087	2.88999272293703	2.70644916764314	2.7190591503304	1.93837590360805	0.967734754805959	2.30418893102127	1.90352037372338	1.2077270341547	-0.330499261066216	0.802373426462558	1.0306442122494	0.941141392103429
"CYB5R4"	-0.287815496334496	-0.262103934959303	0.458093104509222	0.428949806134098	0.72780559488073	0.241972790305964	0.678704111538569	-0.792058734961092	0.355786898903398	0.254195188912767	1.65684434894766	0.833832717997921	-0.0721035462711792	0.541764811320054	0.317515410190242	-1.72285285784005	0.667794649128654	0.739068955146577
